season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number
2017-18,2018-02-07,1961191,1,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,0,0,1457,Kansas State,NA,NA,NA,Starting Lineup - Xavier Sneed,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2017-18,2018-02-07,1961191,1,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Matt Coleman III,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2017-18,2018-02-07,1961191,1,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,0,0,1457,Kansas State,NA,NA,NA,Starting Lineup - Barry Brown Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2017-18,2018-02-07,1961191,1,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,0,0,1457,Kansas State,NA,NA,NA,Starting Lineup - Cartier Diarra,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2017-18,2018-02-07,1961191,1,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Jericho Sims,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2017-18,2018-02-07,1961191,1,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,0,0,1457,Kansas State,NA,NA,NA,Starting Lineup - Makol Mawien,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2017-18,2018-02-07,1961191,1,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Kerwin Roach II,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2017-18,2018-02-07,1961191,1,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,0,0,1457,Kansas State,NA,NA,NA,Starting Lineup - Dean Wade,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2017-18,2018-02-07,1961191,1,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Dylan Osetkowski,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2017-18,2018-02-07,1961191,1,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Mohamed Bamba,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2017-18,2018-02-07,1961191,2,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,2,-2,1457,Kansas State,2384,1184,0,Dean Wade makes a jump shot from 10 feet out.,made,FALSE,FALSE,Jump Shot,27.6,14.55,880677,Dean Wade,NA,0,Kansas State,Texas,1
2017-18,2018-02-07,1961191,3,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,2,-2,1651,Texas,2354,1154,30,Makol Mawien steals the ball from Kerwin Roach.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Texas,Kansas State,1
2017-18,2018-02-07,1961191,4,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,0,4,-4,1457,Kansas State,2346,1146,8,Barry Brown Jr. makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,880670,Barry Brown Jr.,NA,0,Kansas State,Texas,2
2017-18,2018-02-07,1961191,5,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,4,4,0,1651,Texas,2305,1105,41,Jericho Sims dunks. Kerwin Roach with the assist.,made,FALSE,FALSE,Dunk Shot,25,5.25,1071933,Jericho Sims,Kerwin Roach,0,Texas,Kansas State,3
2017-18,2018-02-07,1961191,6,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,4,7,-3,1457,Kansas State,2292,1092,13,Xavier Sneed makes a 3-point jump shot from 22 feet out. Dean Wade with the assist.,made,FALSE,TRUE,Jump Shot,3,6.35,944187,Xavier Sneed,Dean Wade,0,Kansas State,Texas,4
2017-18,2018-02-07,1961191,7,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,6,7,-1,1651,Texas,2262,1062,30,Mo Bamba makes a layup. Kerwin Roach with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,1071928,Mo Bamba,Kerwin Roach,0,Texas,Kansas State,5
2017-18,2018-02-07,1961191,8,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,7,7,0,1651,Texas,2262,1062,0,Mo Bamba makes free throw 1 of 1.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Texas,Kansas State,6
2017-18,2018-02-07,1961191,9,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,7,7,0,1457,Kansas State,2256,1056,6,Makol Mawien misses a jump shot from 11 feet out.,missed,FALSE,FALSE,Jump Shot,22.5,15.65,884134,Makol Mawien,NA,0,Kansas State,Kansas State,7
2017-18,2018-02-07,1961191,10,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,7,7,0,1651,Texas,2256,1056,0,Kerwin Roach with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Kansas State,Texas,7
2017-18,2018-02-07,1961191,11,0,1,Texas,Kansas State,Longhorns,Wildcats,4,4,9,7,2,1651,Texas,2247,1047,9,Eric Davis Jr. makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,880683,Eric Davis Jr.,NA,0,Texas,Kansas State,8
