season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5,away_6
2012-13,2012-11-11,1255133,1,0,1,Nebraska,Southern University,Cornhuskers,Jaguars,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Brandon Ubel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Brandon Ubel,Ray Gallegos,Dylan Talley,Andre Almeida,Benny Parker,Javan Mitchell,Madut Bol,Jameel Grace,Derick Beltran,Russell Hill,Malcolm Miller
2012-13,2012-11-11,1255133,1,0,1,Nebraska,Southern University,Cornhuskers,Jaguars,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Ray Gallegos,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Brandon Ubel,Ray Gallegos,Dylan Talley,Andre Almeida,Benny Parker,Javan Mitchell,Madut Bol,Jameel Grace,Derick Beltran,Russell Hill,Malcolm Miller
2012-13,2012-11-11,1255133,1,0,1,Nebraska,Southern University,Cornhuskers,Jaguars,4,4,0,0,0,1428,Southern University,NA,NA,NA,Starting Lineup - Javan Mitchell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Brandon Ubel,Ray Gallegos,Dylan Talley,Andre Almeida,Benny Parker,Javan Mitchell,Madut Bol,Jameel Grace,Derick Beltran,Russell Hill,Malcolm Miller
2012-13,2012-11-11,1255133,1,0,1,Nebraska,Southern University,Cornhuskers,Jaguars,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Dylan Talley,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Brandon Ubel,Ray Gallegos,Dylan Talley,Andre Almeida,Benny Parker,Javan Mitchell,Madut Bol,Jameel Grace,Derick Beltran,Russell Hill,Malcolm Miller
2012-13,2012-11-11,1255133,1,0,1,Nebraska,Southern University,Cornhuskers,Jaguars,4,4,0,0,0,1428,Southern University,NA,NA,NA,Starting Lineup - Madut Bol,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Brandon Ubel,Ray Gallegos,Dylan Talley,Andre Almeida,Benny Parker,Javan Mitchell,Madut Bol,Jameel Grace,Derick Beltran,Russell Hill,Malcolm Miller
2012-13,2012-11-11,1255133,1,0,1,Nebraska,Southern University,Cornhuskers,Jaguars,4,4,0,0,0,1428,Southern University,NA,NA,NA,Starting Lineup - Jameel Grace,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Brandon Ubel,Ray Gallegos,Dylan Talley,Andre Almeida,Benny Parker,Javan Mitchell,Madut Bol,Jameel Grace,Derick Beltran,Russell Hill,Malcolm Miller
2012-13,2012-11-11,1255133,1,0,1,Nebraska,Southern University,Cornhuskers,Jaguars,4,4,0,0,0,1428,Southern University,NA,NA,NA,Starting Lineup - Derick Beltran,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Brandon Ubel,Ray Gallegos,Dylan Talley,Andre Almeida,Benny Parker,Javan Mitchell,Madut Bol,Jameel Grace,Derick Beltran,Russell Hill,Malcolm Miller
2012-13,2012-11-11,1255133,1,0,1,Nebraska,Southern University,Cornhuskers,Jaguars,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Andre Almeida,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Brandon Ubel,Ray Gallegos,Dylan Talley,Andre Almeida,Benny Parker,Javan Mitchell,Madut Bol,Jameel Grace,Derick Beltran,Russell Hill,Malcolm Miller
2012-13,2012-11-11,1255133,1,0,1,Nebraska,Southern University,Cornhuskers,Jaguars,4,4,0,0,0,1428,Southern University,NA,NA,NA,Starting Lineup - Russell Hill,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Brandon Ubel,Ray Gallegos,Dylan Talley,Andre Almeida,Benny Parker,Javan Mitchell,Madut Bol,Jameel Grace,Derick Beltran,Russell Hill,Malcolm Miller
2012-13,2012-11-11,1255133,1,0,1,Nebraska,Southern University,Cornhuskers,Jaguars,4,4,0,0,0,1428,Southern University,NA,NA,NA,Starting Lineup - Malcolm Miller,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Brandon Ubel,Ray Gallegos,Dylan Talley,Andre Almeida,Benny Parker,Javan Mitchell,Madut Bol,Jameel Grace,Derick Beltran,Russell Hill,Malcolm Miller
