season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4
2012-13,2012-11-21,1263093,1,0,1,SMU,Rider,Mustangs,Broncs,4,4,0,0,0,1605,SMU,NA,NA,NA,Starting Lineup - Nick Russell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nick Russell,Shawn Williams,Cannen Cunningham,Jalen Jones,Ryan Manuel,Jonathon Thompson,Junior Fortunat,Nurideen Lindsey,Derrick Stewart
2012-13,2012-11-21,1263093,1,0,1,SMU,Rider,Mustangs,Broncs,4,4,0,0,0,1584,Rider,NA,NA,NA,Starting Lineup - Jonathon Thompson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nick Russell,Shawn Williams,Cannen Cunningham,Jalen Jones,Ryan Manuel,Jonathon Thompson,Junior Fortunat,Nurideen Lindsey,Derrick Stewart
2012-13,2012-11-21,1263093,1,0,1,SMU,Rider,Mustangs,Broncs,4,4,0,0,0,1605,SMU,NA,NA,NA,Starting Lineup - Shawn Williams,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nick Russell,Shawn Williams,Cannen Cunningham,Jalen Jones,Ryan Manuel,Jonathon Thompson,Junior Fortunat,Nurideen Lindsey,Derrick Stewart
2012-13,2012-11-21,1263093,1,0,1,SMU,Rider,Mustangs,Broncs,4,4,0,0,0,1584,Rider,NA,NA,NA,Starting Lineup - Junior Fortunat,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nick Russell,Shawn Williams,Cannen Cunningham,Jalen Jones,Ryan Manuel,Jonathon Thompson,Junior Fortunat,Nurideen Lindsey,Derrick Stewart
2012-13,2012-11-21,1263093,1,0,1,SMU,Rider,Mustangs,Broncs,4,4,0,0,0,1605,SMU,NA,NA,NA,Starting Lineup - Cannen Cunningham,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nick Russell,Shawn Williams,Cannen Cunningham,Jalen Jones,Ryan Manuel,Jonathon Thompson,Junior Fortunat,Nurideen Lindsey,Derrick Stewart
2012-13,2012-11-21,1263093,1,0,1,SMU,Rider,Mustangs,Broncs,4,4,0,0,0,1605,SMU,NA,NA,NA,Starting Lineup - Jalen Jones,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nick Russell,Shawn Williams,Cannen Cunningham,Jalen Jones,Ryan Manuel,Jonathon Thompson,Junior Fortunat,Nurideen Lindsey,Derrick Stewart
2012-13,2012-11-21,1263093,1,0,1,SMU,Rider,Mustangs,Broncs,4,4,0,0,0,1605,SMU,NA,NA,NA,Starting Lineup - Ryan Manuel,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nick Russell,Shawn Williams,Cannen Cunningham,Jalen Jones,Ryan Manuel,Jonathon Thompson,Junior Fortunat,Nurideen Lindsey,Derrick Stewart
2012-13,2012-11-21,1263093,1,0,1,SMU,Rider,Mustangs,Broncs,4,4,0,0,0,1584,Rider,NA,NA,NA,Starting Lineup - Nurideen Lindsey,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nick Russell,Shawn Williams,Cannen Cunningham,Jalen Jones,Ryan Manuel,Jonathon Thompson,Junior Fortunat,Nurideen Lindsey,Derrick Stewart
2012-13,2012-11-21,1263093,1,0,1,SMU,Rider,Mustangs,Broncs,4,4,0,0,0,1584,Rider,NA,NA,NA,Starting Lineup - Derrick Stewart,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nick Russell,Shawn Williams,Cannen Cunningham,Jalen Jones,Ryan Manuel,Jonathon Thompson,Junior Fortunat,Nurideen Lindsey,Derrick Stewart
2012-13,2012-11-21,1263093,2,0,1,SMU,Rider,Mustangs,Broncs,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,SMU,1,NA,Nick Russell,Shawn Williams,Cannen Cunningham,Jalen Jones,Ryan Manuel,Jonathon Thompson,Junior Fortunat,Nurideen Lindsey,Derrick Stewart
