season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,away_1,away_2,away_3,away_4,away_5
2012-13,2012-12-20,1263540,1,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,0,0,0,1388,Duke,NA,NA,NA,Starting Lineup - Seth Curry,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,1,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,0,0,0,1388,Duke,NA,NA,NA,Starting Lineup - Ryan Kelly,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,1,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,0,0,0,1401,Elon,NA,NA,NA,Starting Lineup - Jack Isenbarger,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,1,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,0,0,0,1401,Elon,NA,NA,NA,Starting Lineup - Sebastian Koch,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,1,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,0,0,0,1401,Elon,NA,NA,NA,Starting Lineup - Lucas Troutman,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,1,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,0,0,0,1401,Elon,NA,NA,NA,Starting Lineup - Ryley Beaumont,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,1,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,0,0,0,1388,Duke,NA,NA,NA,Starting Lineup - Quinn Cook,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,1,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,0,0,0,1401,Elon,NA,NA,NA,Starting Lineup - Austin Hamilton,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,1,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,0,0,0,1388,Duke,NA,NA,NA,Starting Lineup - Rasheed Sulaimon,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,2,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Duke,1,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,6,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,2,0,2,1388,Duke,2388,1188,12,Mason Plumlee dunks. Rasheed Sulaimon with the assist.,made,FALSE,FALSE,Dunk Shot,26,6.25,510790,Mason Plumlee,Rasheed Sulaimon,0,Duke,Elon,1,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,7,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,2,0,2,1401,Elon,2376,1176,12,Austin Hamilton misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,605224,Austin Hamilton,NA,0,Elon,Elon,2,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,8,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,2,0,2,1388,Duke,2376,1176,0,Mason Plumlee with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Elon,Duke,2,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,9,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,2,0,2,1388,Duke,2367,1167,9,Quinn Cook misses a jump shot from 7 feet out.,missed,FALSE,FALSE,Jump Shot,30.5,9.450000000000003,601140,Quinn Cook,NA,0,Duke,Duke,3,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,10,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,2,0,2,1401,Elon,2367,1167,0,Lucas Troutman with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Duke,Elon,3,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,11,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,2,2,0,1401,Elon,2357,1157,10,Austin Hamilton makes a layup. Jack Isenbarger with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,605224,Austin Hamilton,Jack Isenbarger,0,Elon,Duke,4,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,16,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,2,2,0,1401,Elon,2346,1146,11,Shooting foul committed by Austin Hamilton.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Duke,Duke,5,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,17,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,2,2,0,1388,Duke,2346,1146,0,Substitution: Rasheed Sulaimon in for Marshall Plumlee.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Sub already in game,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
2012-13,2012-12-20,1263540,18,0,1,Duke,Elon,Blue Devils,Phoenix,4,4,2,2,0,1388,Duke,2346,1146,0,Seth Curry misses free throw 1 of 3.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Duke,Duke,5,NA,Seth Curry,Ryan Kelly,Quinn Cook,Rasheed Sulaimon,Jack Isenbarger,Sebastian Koch,Lucas Troutman,Ryley Beaumont,Austin Hamilton
