season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3
2012-13,2013-02-27,1255009,197,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,8,10,-2,1488,Maryland,1986,786,17,James Padgett misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,510845,James Padgett,NA,0,Maryland,Maryland,25,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Dez Wells,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,198,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,8,10,-2,1422,Georgia Tech,1986,786,0,Robert Carter with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,25,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Dez Wells,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,199,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,8,10,-2,1422,Georgia Tech,1975,775,11,James Padgett steals the ball from Chris Bolden.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Maryland,26,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Dez Wells,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,201,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,8,12,-4,1488,Maryland,1973,773,2,Dez Wells makes a layup. James Padgett with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,601176,Dez Wells,James Padgett,0,Maryland,Maryland,27,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Dez Wells,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,202,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,8,12,-4,1422,Georgia Tech,1973,773,0,Shooting foul committed by Jason Morris.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,27,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Dez Wells,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,203,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,8,13,-5,1488,Maryland,1973,773,0,Dez Wells makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,27,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Dez Wells,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,204,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,8,13,-5,1488,Maryland,1973,773,0,Substitution: Jake Layman in for Dez Wells.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,214,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,10,13,-3,1422,Georgia Tech,1955,755,18,Daniel Miller makes a layup. Robert Carter with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,502810,Daniel Miller,Robert Carter,0,Georgia Tech,Maryland,27,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,216,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,10,13,-3,1488,Maryland,1941,741,14,Jake Layman misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,40.7,22.35,698664,Jake Layman,NA,0,Maryland,Maryland,28,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,225,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,10,13,-3,1488,Maryland,1932,732,9,Seth Allen misses a 3-point jump shot from 22 feet out.,missed,FALSE,TRUE,Jump Shot,47,9.55,698663,Seth Allen,NA,0,Maryland,Maryland,28,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,226,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,10,13,-3,1422,Georgia Tech,1932,732,0,Robert Carter with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,28,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,245,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,12,13,-1,1422,Georgia Tech,1917,717,15,Robert Carter makes a jump shot from 5 feet out. Daniel Miller with the assist.,made,FALSE,FALSE,Jump Shot,29.7,7.849999999999994,696318,Robert Carter,Daniel Miller,0,Georgia Tech,Maryland,29,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,247,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,12,13,-1,1422,Georgia Tech,1902,702,15,Personal foul committed by Mfon Udofia.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,30,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,248,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,12,13,-1,NA,NA,1902,702,0,Official TV timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,251,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,12,13,-1,1488,Maryland,1902,702,0,Substitution: Alex Len in for James Padgett.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Player leaving not previously in game,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Pe'Shon Howard,Charles Mitchell
2012-13,2013-02-27,1255009,252,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,12,13,-1,1488,Maryland,1902,702,0,Substitution: Nick Faust in for Charles Mitchell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Pe'Shon Howard,Nick Faust
2012-13,2013-02-27,1255009,253,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,12,13,-1,1488,Maryland,1902,702,0,Substitution: Logan Aronhalt in for Pe'Shon Howard.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,254,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,12,13,-1,1488,Maryland,1902,702,0,Substitution: Shaquille Cleare in for Seth Allen.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Player leaving not previously in game,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Chris Bolden,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,255,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,12,13,-1,1422,Georgia Tech,1902,702,0,Substitution: Brandon Reed in for Chris Bolden.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Brandon Reed,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,270,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,12,15,-3,1488,Maryland,1882,682,20,Nick Faust makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,616981,Nick Faust,NA,0,Maryland,Georgia Tech,30,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Brandon Reed,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,278,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,14,15,-1,1422,Georgia Tech,1853,653,29,Robert Carter makes a hook shot from 9 feet out.,made,FALSE,FALSE,Hook Shot,17.1,9.25,696318,Robert Carter,NA,0,Georgia Tech,Maryland,31,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Brandon Reed,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,293,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,14,15,-1,1488,Maryland,1824,624,29,Alex Len misses a jump shot from 13 feet out.,missed,FALSE,FALSE,Jump Shot,37.7,6.55,616982,Alex Len,NA,0,Maryland,Maryland,32,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Brandon Reed,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,294,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,14,15,-1,1488,Maryland,1824,624,0,Alex Len with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,32,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Brandon Reed,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,296,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,14,17,-3,1488,Maryland,1821,621,3,Alex Len dunks.,made,FALSE,FALSE,Dunk Shot,25,5.25,616982,Alex Len,NA,0,Maryland,Georgia Tech,32,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Brandon Reed,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,304,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,14,17,-3,1422,Georgia Tech,1795,595,26,Jason Morris misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,37.2,25.75,548646,Jason Morris,NA,0,Georgia Tech,Georgia Tech,33,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Brandon Reed,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,305,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,14,17,-3,1488,Maryland,1795,595,0,Nick Faust with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Maryland,33,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Brandon Reed,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,308,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,14,17,-3,1488,Maryland,1787,587,8,Offensive foul committed by Nick Faust.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,34,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Brandon Reed,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,309,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,14,17,-3,1488,Maryland,1787,587,0,Nick Faust with a turnover,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,34,NA,Robert Carter,Mfon Udofia,Jason Morris,Daniel Miller,Brandon Reed,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,310,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,14,17,-3,1422,Georgia Tech,1787,587,0,Substitution: Kammeon Holsey in for Jason Morris.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Robert Carter,Mfon Udofia,Kammeon Holsey,Daniel Miller,Brandon Reed,Jake Layman,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,311,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,14,17,-3,1488,Maryland,1787,587,0,Substitution: Dez Wells in for Jake Layman.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Robert Carter,Mfon Udofia,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,312,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,14,17,-3,1422,Georgia Tech,1787,587,0,Substitution: Marcus Georges-Hunt in for Robert Carter.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Mfon Udofia,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,326,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,17,17,0,1422,Georgia Tech,1765,565,22,Brandon Reed makes a 3-point jump shot from 23 feet out. Mfon Udofia with the assist.,made,FALSE,TRUE,Jump Shot,47.9,6.849999999999994,520119,Brandon Reed,Mfon Udofia,0,Georgia Tech,Maryland,35,NA,Marcus Georges-Hunt,Mfon Udofia,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,327,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,17,17,0,1488,Maryland,1740,540,25,Daniel Miller blocks a Alex Len jump shot from 8 feet out.,missed,FALSE,FALSE,Jump Shot,32,8.25,616982,Alex Len,NA,0,Maryland,Maryland,36,NA,Marcus Georges-Hunt,Mfon Udofia,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,328,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,17,17,0,1422,Georgia Tech,1740,540,0,Brandon Reed with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,36,NA,Marcus Georges-Hunt,Mfon Udofia,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,332,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,17,17,0,1488,Maryland,1738,538,2,Personal foul committed by Nick Faust.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Georgia Tech,37,NA,Marcus Georges-Hunt,Mfon Udofia,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Nick Faust
2012-13,2013-02-27,1255009,333,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,17,17,0,1488,Maryland,1738,538,0,Substitution: Seth Allen in for Nick Faust.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Mfon Udofia,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Seth Allen
2012-13,2013-02-27,1255009,334,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,17,17,0,1422,Georgia Tech,1738,538,0,Substitution: Solomon Poole in for Mfon Udofia.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Seth Allen
2012-13,2013-02-27,1255009,335,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,17,17,0,1488,Maryland,1738,538,0,Substitution: Charles Mitchell in for Alex Len.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Player leaving not previously in game,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Seth Allen
2012-13,2013-02-27,1255009,339,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,20,17,3,1422,Georgia Tech,1725,525,13,Brandon Reed makes a 3-point jump shot from 24 feet out. Solomon Poole with the assist.,made,FALSE,TRUE,Jump Shot,2.299999999999997,13.150000000000006,520119,Brandon Reed,Solomon Poole,0,Georgia Tech,Maryland,37,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Seth Allen
2012-13,2013-02-27,1255009,343,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,20,17,3,1488,Maryland,1708,508,17,Brandon Reed steals the ball from Logan Aronhalt.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,38,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Seth Allen
2012-13,2013-02-27,1255009,346,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,22,17,5,1422,Georgia Tech,1705,505,3,Brandon Reed dunks. Solomon Poole with the assist.,made,FALSE,FALSE,Dunk Shot,26,6.25,520119,Brandon Reed,Solomon Poole,0,Georgia Tech,Maryland,39,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Seth Allen
2012-13,2013-02-27,1255009,347,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,22,17,5,1488,Maryland,1705,505,0,Terrapins take a 30-second timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Daniel Miller,Brandon Reed,Dez Wells,Logan Aronhalt,Seth Allen
2012-13,2013-02-27,1255009,348,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,22,17,5,1422,Georgia Tech,1705,505,0,Substitution: Julian Royal in for Daniel Miller.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Julian Royal,Brandon Reed,Dez Wells,Logan Aronhalt,Seth Allen
2012-13,2013-02-27,1255009,349,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,22,17,5,1488,Maryland,1705,505,0,Substitution: Jake Layman in for Logan Aronhalt.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,365,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,22,17,5,1488,Maryland,1693,493,12,Shaquille Cleare misses a layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,698667,Shaquille Cleare,NA,0,Maryland,Georgia Tech,40,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,370,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,24,17,7,1422,Georgia Tech,1678,478,15,Kammeon Holsey makes a layup. Brandon Reed with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,502809,Kammeon Holsey,Brandon Reed,0,Georgia Tech,Maryland,41,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,384,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,24,19,5,1488,Maryland,1649,449,29,Charles Mitchell makes a hook shot from 8 feet out. Jake Layman with the assist.,made,FALSE,FALSE,Hook Shot,24.7,12.85,698652,Charles Mitchell,Jake Layman,0,Maryland,Maryland,42,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,385,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,24,19,5,1422,Georgia Tech,1649,449,0,Shooting foul committed by Kammeon Holsey.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,42,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,386,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,24,19,5,NA,NA,1649,449,0,Official TV timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,390,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,24,19,5,1488,Maryland,1649,449,0,Substitution: Alex Len in for Shaquille Cleare.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Player leaving not previously in game,Marcus Georges-Hunt,Solomon Poole,Kammeon Holsey,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,391,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,24,19,5,1422,Georgia Tech,1649,449,0,Substitution: Robert Carter in for Kammeon Holsey.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Solomon Poole,Robert Carter,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,392,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,24,19,5,1488,Maryland,1649,449,0,Charles Mitchell misses free throw 1 of 1.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,42,NA,Marcus Georges-Hunt,Solomon Poole,Robert Carter,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,400,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,24,22,2,1488,Maryland,1636,436,13,Seth Allen makes a 3-point jump shot from 25 feet out. Jake Layman with the assist.,made,FALSE,TRUE,Jump Shot,20.2,29.95,698663,Seth Allen,Jake Layman,0,Maryland,Georgia Tech,42,NA,Marcus Georges-Hunt,Solomon Poole,Robert Carter,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,401,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,26,22,4,1422,Georgia Tech,1625,425,11,Julian Royal makes a layup. Brandon Reed with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,602780,Julian Royal,Brandon Reed,0,Georgia Tech,Maryland,43,NA,Marcus Georges-Hunt,Solomon Poole,Robert Carter,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,404,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,26,22,4,1422,Georgia Tech,1605,405,20,Personal foul committed by Julian Royal.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,44,NA,Marcus Georges-Hunt,Solomon Poole,Robert Carter,Julian Royal,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,405.5,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,26,22,4,1422,Georgia Tech,1605,405,0,Substitution: Daniel Miller in for Julian Royal.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Solomon Poole,Robert Carter,Daniel Miller,Brandon Reed,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,406,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,26,22,4,1422,Georgia Tech,1605,405,0,Substitution: Mfon Udofia in for Brandon Reed.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Solomon Poole,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,407,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,26,22,4,1422,Georgia Tech,1605,405,0,Substitution: Chris Bolden in for Solomon Poole.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Jake Layman,Seth Allen
2012-13,2013-02-27,1255009,408,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,26,22,4,1488,Maryland,1605,405,0,Substitution: Pe'Shon Howard in for Jake Layman.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,418,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,26,22,4,1488,Maryland,1593,393,12,Charles Mitchell misses a layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,698652,Charles Mitchell,NA,0,Maryland,Maryland,44,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,419,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,26,22,4,1422,Georgia Tech,1593,393,0,Robert Carter with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,44,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,443,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,26,22,4,1488,Maryland,1577,377,16,Shooting foul committed by Charles Mitchell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Georgia Tech,45,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,444,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,27,22,5,1422,Georgia Tech,1577,377,0,Daniel Miller makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Georgia Tech,45,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
