season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,away_1,away_2,away_3,away_4,away_5
2012-13,2013-03-09,1253906,1,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,0,0,0,1562,Oregon,NA,NA,NA,Starting Lineup - Tony Woods,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,1,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,0,0,0,1670,Utah,NA,NA,NA,Starting Lineup - Jarred DuBois,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,1,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,0,0,0,1562,Oregon,NA,NA,NA,Starting Lineup - Arsalan Kazemi,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,1,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,0,0,0,1562,Oregon,NA,NA,NA,Starting Lineup - E.J. Singler,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,1,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,0,0,0,1562,Oregon,NA,NA,NA,Starting Lineup - Johnathan Loyd,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,1,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,0,0,0,1670,Utah,NA,NA,NA,Starting Lineup - Cedric Martin,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,1,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,0,0,0,1562,Oregon,NA,NA,NA,Starting Lineup - Damyean Dotson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,1,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,0,0,0,1670,Utah,NA,NA,NA,Starting Lineup - Jordan Loveridge,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,1,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,0,0,0,1670,Utah,NA,NA,NA,Starting Lineup - Brandon Taylor,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,2,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Utah,1,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,6,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,2,0,2,1670,Utah,2384,1184,16,Jason Washburn makes a layup. Jarred DuBois with the assist.,made,FALSE,FALSE,Layup Shot,26,6.25,466750,Jason Washburn,Jarred DuBois,0,Utah,Oregon,1,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,7,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,2,0,2,1562,Oregon,2368,1168,16,Tony Woods misses a jump shot from 9 feet out.,missed,FALSE,FALSE,Jump Shot,19.1,12.45,457695,Tony Woods,NA,0,Oregon,Oregon,2,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
2012-13,2013-03-09,1253906,8,0,1,Utah,Oregon,Runnin' Utes,Ducks,4,4,2,0,2,1670,Utah,2368,1168,0,Jarred DuBois with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Oregon,Utah,2,NA,Jarred DuBois,Cedric Martin,Jordan Loveridge,Brandon Taylor,Tony Woods,Arsalan Kazemi,E.J. Singler,Johnathan Loyd,Damyean Dotson
