season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5,away_6
2012-13,2012-11-20,1253267,1,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,1547,Northwestern,NA,NA,NA,Starting Lineup - Jared Swopshire,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,1,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,1547,Northwestern,NA,NA,NA,Starting Lineup - Drew Crawford,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,1,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,1381,Delaware State,NA,NA,NA,Starting Lineup - Marques Oliver,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,1,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,1547,Northwestern,NA,NA,NA,Starting Lineup - Reggie Hearn,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,1,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,1381,Delaware State,NA,NA,NA,Starting Lineup - Casey Walker,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,1,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,1547,Northwestern,NA,NA,NA,Starting Lineup - Dave Sobolewski,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,1,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,1381,Delaware State,NA,NA,NA,Starting Lineup - Lewis Lott,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,1,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,1381,Delaware State,NA,NA,NA,"Starting Lineup - Miles Bowman, Jr.",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,1,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,1381,Delaware State,NA,NA,NA,Starting Lineup - Amere May,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,1,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,1381,Delaware State,NA,NA,NA,Starting Lineup - Tahj Tate,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,1,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,1547,Northwestern,NA,NA,NA,Starting Lineup - Alex Olah,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,2,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Delaware State,1,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,5,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,0,2,-2,1381,Delaware State,2390,1190,10,Marques Oliver makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,521595,Marques Oliver,NA,0,Delaware State,Northwestern,1,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,20,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,2,2,0,1547,Northwestern,2361,1161,29,Jared Swopshire makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,468853,Jared Swopshire,NA,0,Northwestern,Delaware State,2,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,30,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,2,2,0,1547,Northwestern,2335,1135,26,Jared Swopshire misses a jump shot from 16 feet out.,missed,FALSE,FALSE,Jump Shot,10.799999999999997,13.650000000000006,468853,Jared Swopshire,NA,0,Northwestern,Delaware State,3,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
2012-13,2012-11-20,1253267,59,0,1,Northwestern,Delaware State,Wildcats,Hornets,4,4,2,5,-3,1381,Delaware State,2287,1087,48,Tahj Tate makes a 3-point jump shot from 24 feet out.,made,FALSE,TRUE,Jump Shot,7.100000000000001,21.85,616469,Tahj Tate,NA,0,Delaware State,Northwestern,4,NA,Jared Swopshire,Drew Crawford,Reggie Hearn,Dave Sobolewski,Alex Olah,Marques Oliver,Casey Walker,Lewis Lott,"Miles Bowman, Jr.",Amere May,Tahj Tate
