season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4
2012-13,2012-11-18,1257469,1,0,1,Michigan State,Texas Southern,Spartans,Tigers,4,4,0,0,0,1655,Texas Southern,NA,NA,NA,Starting Lineup - Kyrie Sutton,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Adreian Payne,Keith Appling,Alex Gauna,Branden Dawson,Gary Harris,Kyrie Sutton,Dexter Ellington,Omar Strong,Madarious Gibbs
2012-13,2012-11-18,1257469,1,0,1,Michigan State,Texas Southern,Spartans,Tigers,4,4,0,0,0,1499,Michigan State,NA,NA,NA,Starting Lineup - Adreian Payne,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Adreian Payne,Keith Appling,Alex Gauna,Branden Dawson,Gary Harris,Kyrie Sutton,Dexter Ellington,Omar Strong,Madarious Gibbs
2012-13,2012-11-18,1257469,1,0,1,Michigan State,Texas Southern,Spartans,Tigers,4,4,0,0,0,1499,Michigan State,NA,NA,NA,Starting Lineup - Keith Appling,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Adreian Payne,Keith Appling,Alex Gauna,Branden Dawson,Gary Harris,Kyrie Sutton,Dexter Ellington,Omar Strong,Madarious Gibbs
2012-13,2012-11-18,1257469,1,0,1,Michigan State,Texas Southern,Spartans,Tigers,4,4,0,0,0,1499,Michigan State,NA,NA,NA,Starting Lineup - Alex Gauna,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Adreian Payne,Keith Appling,Alex Gauna,Branden Dawson,Gary Harris,Kyrie Sutton,Dexter Ellington,Omar Strong,Madarious Gibbs
2012-13,2012-11-18,1257469,1,0,1,Michigan State,Texas Southern,Spartans,Tigers,4,4,0,0,0,1499,Michigan State,NA,NA,NA,Starting Lineup - Branden Dawson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Adreian Payne,Keith Appling,Alex Gauna,Branden Dawson,Gary Harris,Kyrie Sutton,Dexter Ellington,Omar Strong,Madarious Gibbs
2012-13,2012-11-18,1257469,1,0,1,Michigan State,Texas Southern,Spartans,Tigers,4,4,0,0,0,1655,Texas Southern,NA,NA,NA,Starting Lineup - Dexter Ellington,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Adreian Payne,Keith Appling,Alex Gauna,Branden Dawson,Gary Harris,Kyrie Sutton,Dexter Ellington,Omar Strong,Madarious Gibbs
2012-13,2012-11-18,1257469,1,0,1,Michigan State,Texas Southern,Spartans,Tigers,4,4,0,0,0,1655,Texas Southern,NA,NA,NA,Starting Lineup - Omar Strong,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Adreian Payne,Keith Appling,Alex Gauna,Branden Dawson,Gary Harris,Kyrie Sutton,Dexter Ellington,Omar Strong,Madarious Gibbs
2012-13,2012-11-18,1257469,1,0,1,Michigan State,Texas Southern,Spartans,Tigers,4,4,0,0,0,1655,Texas Southern,NA,NA,NA,Starting Lineup - Madarious Gibbs,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Adreian Payne,Keith Appling,Alex Gauna,Branden Dawson,Gary Harris,Kyrie Sutton,Dexter Ellington,Omar Strong,Madarious Gibbs
2012-13,2012-11-18,1257469,1,0,1,Michigan State,Texas Southern,Spartans,Tigers,4,4,0,0,0,1499,Michigan State,NA,NA,NA,Starting Lineup - Gary Harris,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Adreian Payne,Keith Appling,Alex Gauna,Branden Dawson,Gary Harris,Kyrie Sutton,Dexter Ellington,Omar Strong,Madarious Gibbs
2012-13,2012-11-18,1257469,2,0,1,Michigan State,Texas Southern,Spartans,Tigers,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Texas Southern,1,NA,Adreian Payne,Keith Appling,Alex Gauna,Branden Dawson,Gary Harris,Kyrie Sutton,Dexter Ellington,Omar Strong,Madarious Gibbs
