season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,away_1,away_2,away_3,away_4,away_5
2012-13,2013-01-02,1257634,1,0,1,Villanova,St. John's,Wildcats,Red Storm,4,4,0,0,0,1676,Villanova,NA,NA,NA,Starting Lineup - Maurice Sutton,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Maurice Sutton,Mouphtaou Yarou,James Bell,Ryan Arcidiacono,Jamal Branch,Phil Greene IV,D'Angelo Harrison,Jakarr Sampson,Chris Obekpa
2012-13,2013-01-02,1257634,1,0,1,Villanova,St. John's,Wildcats,Red Storm,4,4,0,0,0,1676,Villanova,NA,NA,NA,Starting Lineup - Mouphtaou Yarou,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Maurice Sutton,Mouphtaou Yarou,James Bell,Ryan Arcidiacono,Jamal Branch,Phil Greene IV,D'Angelo Harrison,Jakarr Sampson,Chris Obekpa
2012-13,2013-01-02,1257634,1,0,1,Villanova,St. John's,Wildcats,Red Storm,4,4,0,0,0,1676,Villanova,NA,NA,NA,Starting Lineup - James Bell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Maurice Sutton,Mouphtaou Yarou,James Bell,Ryan Arcidiacono,Jamal Branch,Phil Greene IV,D'Angelo Harrison,Jakarr Sampson,Chris Obekpa
2012-13,2013-01-02,1257634,1,0,1,Villanova,St. John's,Wildcats,Red Storm,4,4,0,0,0,1618,St. John's,NA,NA,NA,Starting Lineup - Jamal Branch,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Maurice Sutton,Mouphtaou Yarou,James Bell,Ryan Arcidiacono,Jamal Branch,Phil Greene IV,D'Angelo Harrison,Jakarr Sampson,Chris Obekpa
2012-13,2013-01-02,1257634,1,0,1,Villanova,St. John's,Wildcats,Red Storm,4,4,0,0,0,1618,St. John's,NA,NA,NA,Starting Lineup - Phil Greene IV,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Maurice Sutton,Mouphtaou Yarou,James Bell,Ryan Arcidiacono,Jamal Branch,Phil Greene IV,D'Angelo Harrison,Jakarr Sampson,Chris Obekpa
2012-13,2013-01-02,1257634,1,0,1,Villanova,St. John's,Wildcats,Red Storm,4,4,0,0,0,1618,St. John's,NA,NA,NA,Starting Lineup - D'Angelo Harrison,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Maurice Sutton,Mouphtaou Yarou,James Bell,Ryan Arcidiacono,Jamal Branch,Phil Greene IV,D'Angelo Harrison,Jakarr Sampson,Chris Obekpa
2012-13,2013-01-02,1257634,1,0,1,Villanova,St. John's,Wildcats,Red Storm,4,4,0,0,0,1618,St. John's,NA,NA,NA,Starting Lineup - Jakarr Sampson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Maurice Sutton,Mouphtaou Yarou,James Bell,Ryan Arcidiacono,Jamal Branch,Phil Greene IV,D'Angelo Harrison,Jakarr Sampson,Chris Obekpa
2012-13,2013-01-02,1257634,1,0,1,Villanova,St. John's,Wildcats,Red Storm,4,4,0,0,0,1676,Villanova,NA,NA,NA,Starting Lineup - Ryan Arcidiacono,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Maurice Sutton,Mouphtaou Yarou,James Bell,Ryan Arcidiacono,Jamal Branch,Phil Greene IV,D'Angelo Harrison,Jakarr Sampson,Chris Obekpa
2012-13,2013-01-02,1257634,1,0,1,Villanova,St. John's,Wildcats,Red Storm,4,4,0,0,0,1618,St. John's,NA,NA,NA,Starting Lineup - Chris Obekpa,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Maurice Sutton,Mouphtaou Yarou,James Bell,Ryan Arcidiacono,Jamal Branch,Phil Greene IV,D'Angelo Harrison,Jakarr Sampson,Chris Obekpa
2012-13,2013-01-02,1257634,2,0,1,Villanova,St. John's,Wildcats,Red Storm,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,St. John's,1,NA,Maurice Sutton,Mouphtaou Yarou,James Bell,Ryan Arcidiacono,Jamal Branch,Phil Greene IV,D'Angelo Harrison,Jakarr Sampson,Chris Obekpa
