season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4
2016-17,2016-11-11,1681890,1,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1464,La Salle,NA,NA,NA,Starting Lineup - Cleon Roberts,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,1,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1644,Temple,NA,NA,NA,Starting Lineup - Daniel Dingle,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,1,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1464,La Salle,NA,NA,NA,Starting Lineup - Pookie Powell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,1,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1644,Temple,NA,NA,NA,Starting Lineup - Obi Enechionyia,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,1,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1464,La Salle,NA,NA,NA,Starting Lineup - Tony Washington,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,1,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1644,Temple,NA,NA,NA,"Starting Lineup - Shizz Alston, Jr.",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,1,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1644,Temple,NA,NA,NA,Starting Lineup - Ernest Aflakpui,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,1,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1644,Temple,NA,NA,NA,Starting Lineup - Alani Moore,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,1,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1464,La Salle,NA,NA,NA,Starting Lineup - Saul Phiri,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,2,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Temple,1,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,4,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1644,Temple,2381,1181,19,Shizz Alston Jr. misses a 3-point jump shot from 25 feet out.,missed,FALSE,TRUE,Jump Shot,22.5,30.450000000000003,892737,Shizz Alston Jr.,NA,0,Temple,Temple,1,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,5,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1464,La Salle,2381,1181,0,Pookie Powell with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Temple,La Salle,1,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,6,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1464,La Salle,2369,1169,12,Saul Phiri misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,5,18.75,954909,Saul Phiri,NA,0,La Salle,La Salle,2,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,7,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1644,Temple,2369,1169,0,Alani Moore II with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,La Salle,Temple,2,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,11,0,1,Temple,La Salle,Owls,Explorers,4,4,0,0,0,1464,La Salle,2363,1163,6,Personal foul committed by Tony Washington.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Temple,Temple,3,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,13,0,1,Temple,La Salle,Owls,Explorers,4,4,2,0,2,1644,Temple,2359,1159,4,Obi Enechionyia makes a jump shot from 7 feet out.,made,FALSE,FALSE,Jump Shot,22.4,11.950000000000003,846379,Obi Enechionyia,NA,0,Temple,La Salle,3,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,15,0,1,Temple,La Salle,Owls,Explorers,4,4,2,0,2,1464,La Salle,2340,1140,19,Pookie Powell misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,25.6,27.95,842186,Pookie Powell,NA,0,La Salle,La Salle,4,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
2016-17,2016-11-11,1681890,16,0,1,Temple,La Salle,Owls,Explorers,4,4,2,0,2,1644,Temple,2340,1140,0,Obi Enechionyia with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,La Salle,Temple,4,NA,Daniel Dingle,Obi Enechionyia,"Shizz Alston, Jr.",Ernest Aflakpui,Alani Moore,Cleon Roberts,Pookie Powell,Tony Washington,Saul Phiri
