season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2016-17,2017-02-11,1690290,1,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1423,Gonzaga,NA,NA,NA,Starting Lineup - Jordan Mathews,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,1,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1622,Saint Mary's,NA,NA,NA,Starting Lineup - Jock Landale,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,1,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1423,Gonzaga,NA,NA,NA,Starting Lineup - Johnathan Williams,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,1,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1423,Gonzaga,NA,NA,NA,Starting Lineup - Nigel Williams-Goss,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,1,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1423,Gonzaga,NA,NA,NA,Starting Lineup - Josh Perkins,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,1,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1622,Saint Mary's,NA,NA,NA,Starting Lineup - Calvin Hermanson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,1,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1622,Saint Mary's,NA,NA,NA,Starting Lineup - Joe Rahon,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,1,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1423,Gonzaga,NA,NA,NA,Starting Lineup - Przemek Karnowski,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,1,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1622,Saint Mary's,NA,NA,NA,Starting Lineup - Evan Fitzner,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,1,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1622,Saint Mary's,NA,NA,NA,Starting Lineup - Emmett Naar,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,2,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Gonzaga,1,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,3,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1423,Gonzaga,2385,1185,15,Evan Fitzner blocks a Johnathan Williams layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,745852,Johnathan Williams,NA,0,Gonzaga,Gonzaga,1,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,4,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,0,0,0,1622,Saint Mary's,2385,1185,0,Joe Rahon with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Gonzaga,Saint Mary's,1,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,5,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,2,0,2,1622,Saint Mary's,2381,1181,4,Evan Fitzner makes a layup. Joe Rahon with the assist.,made,FALSE,FALSE,Layup Shot,26,6.25,850309,Evan Fitzner,Joe Rahon,0,Saint Mary's,Gonzaga,2,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,6,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,2,0,2,1423,Gonzaga,2364,1164,17,Josh Perkins misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,24.6,28.45,850112,Josh Perkins,NA,0,Gonzaga,Gonzaga,3,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,7,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,2,0,2,1423,Gonzaga,2364,1164,0,Przemek Karnowski with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Gonzaga,Gonzaga,3,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,8,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,2,2,0,1423,Gonzaga,2360,1160,4,Przemek Karnowski makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,711028,Przemek Karnowski,NA,0,Gonzaga,Saint Mary's,3,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,9,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,2,2,0,1622,Saint Mary's,2345,1145,15,Przemek Karnowski steals the ball from Emmett Naar.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Saint Mary's,Gonzaga,4,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,10,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,2,4,-2,1423,Gonzaga,2331,1131,14,Przemek Karnowski makes a jump shot from 8 feet out.,made,FALSE,FALSE,Jump Shot,26.4,12.85,711028,Przemek Karnowski,NA,0,Gonzaga,Saint Mary's,5,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,11,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,2,4,-2,1622,Saint Mary's,2309,1109,22,Jock Landale misses a jump shot from 3 feet out.,missed,FALSE,FALSE,Jump Shot,22.5,7.349999999999994,850308,Jock Landale,NA,0,Saint Mary's,Saint Mary's,6,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,12,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,2,4,-2,1622,Saint Mary's,2309,1109,0,Jock Landale with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Saint Mary's,Saint Mary's,6,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,13,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,4,4,0,1622,Saint Mary's,2304,1104,5,Jock Landale makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,850308,Jock Landale,NA,0,Saint Mary's,Gonzaga,6,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,14,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,4,6,-2,1423,Gonzaga,2296,1096,8,Przemek Karnowski makes a jump shot from 2 feet out. Josh Perkins with the assist.,made,FALSE,FALSE,Jump Shot,26.6,6.65,711028,Przemek Karnowski,Josh Perkins,0,Gonzaga,Saint Mary's,7,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,15,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,4,6,-2,1423,Gonzaga,2284,1084,12,Shooting foul committed by Przemek Karnowski.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Saint Mary's,Saint Mary's,8,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,16,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,5,6,-1,1622,Saint Mary's,2284,1084,0,Jock Landale makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Saint Mary's,Saint Mary's,8,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,17,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,6,6,0,1622,Saint Mary's,2284,1084,0,Jock Landale makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Saint Mary's,Gonzaga,8,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
2016-17,2017-02-11,1690290,18,0,1,Saint Mary's,Gonzaga,Gaels,Bulldogs,4,4,6,8,-2,1423,Gonzaga,2264,1064,20,Nigel Williams-Goss makes a jump shot from 18 feet out.,made,FALSE,FALSE,Jump Shot,24.4,23.35,795957,Nigel Williams-Goss,NA,0,Gonzaga,Saint Mary's,9,NA,Jock Landale,Calvin Hermanson,Joe Rahon,Evan Fitzner,Emmett Naar,Jordan Mathews,Johnathan Williams,Nigel Williams-Goss,Josh Perkins,Przemek Karnowski
