season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4
2014-15,2014-11-14,1454924,1,0,1,DePaul,UIC,Blue Demons,Flames,4,4,0,0,0,1383,DePaul,NA,NA,NA,Starting Lineup - Myke Henry,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Myke Henry,Jamee Crockett,Durrell McDonald,Tommy Hamilton IV,Billy Garrett Jr.,Marc Brown,Jake Wiegand,D&apos'Juan Miller,Paris Burns
2014-15,2014-11-14,1454924,1,0,1,DePaul,UIC,Blue Demons,Flames,4,4,0,0,0,1444,UIC,NA,NA,NA,Starting Lineup - Marc Brown,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Myke Henry,Jamee Crockett,Durrell McDonald,Tommy Hamilton IV,Billy Garrett Jr.,Marc Brown,Jake Wiegand,D&apos'Juan Miller,Paris Burns
2014-15,2014-11-14,1454924,1,0,1,DePaul,UIC,Blue Demons,Flames,4,4,0,0,0,1383,DePaul,NA,NA,NA,Starting Lineup - Jamee Crockett,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Myke Henry,Jamee Crockett,Durrell McDonald,Tommy Hamilton IV,Billy Garrett Jr.,Marc Brown,Jake Wiegand,D&apos'Juan Miller,Paris Burns
2014-15,2014-11-14,1454924,1,0,1,DePaul,UIC,Blue Demons,Flames,4,4,0,0,0,1383,DePaul,NA,NA,NA,Starting Lineup - Durrell McDonald,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Myke Henry,Jamee Crockett,Durrell McDonald,Tommy Hamilton IV,Billy Garrett Jr.,Marc Brown,Jake Wiegand,D&apos'Juan Miller,Paris Burns
2014-15,2014-11-14,1454924,1,0,1,DePaul,UIC,Blue Demons,Flames,4,4,0,0,0,1444,UIC,NA,NA,NA,Starting Lineup - Jake Wiegand,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Myke Henry,Jamee Crockett,Durrell McDonald,Tommy Hamilton IV,Billy Garrett Jr.,Marc Brown,Jake Wiegand,D&apos'Juan Miller,Paris Burns
2014-15,2014-11-14,1454924,1,0,1,DePaul,UIC,Blue Demons,Flames,4,4,0,0,0,1383,DePaul,NA,NA,NA,Starting Lineup - Tommy Hamilton IV,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Myke Henry,Jamee Crockett,Durrell McDonald,Tommy Hamilton IV,Billy Garrett Jr.,Marc Brown,Jake Wiegand,D&apos'Juan Miller,Paris Burns
2014-15,2014-11-14,1454924,1,0,1,DePaul,UIC,Blue Demons,Flames,4,4,0,0,0,1383,DePaul,NA,NA,NA,Starting Lineup - Billy Garrett Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Myke Henry,Jamee Crockett,Durrell McDonald,Tommy Hamilton IV,Billy Garrett Jr.,Marc Brown,Jake Wiegand,D&apos'Juan Miller,Paris Burns
2014-15,2014-11-14,1454924,1,0,1,DePaul,UIC,Blue Demons,Flames,4,4,0,0,0,1444,UIC,NA,NA,NA,Starting Lineup - D&apos'Juan Miller,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Myke Henry,Jamee Crockett,Durrell McDonald,Tommy Hamilton IV,Billy Garrett Jr.,Marc Brown,Jake Wiegand,D&apos'Juan Miller,Paris Burns
2014-15,2014-11-14,1454924,1,0,1,DePaul,UIC,Blue Demons,Flames,4,4,0,0,0,1444,UIC,NA,NA,NA,Starting Lineup - Paris Burns,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Myke Henry,Jamee Crockett,Durrell McDonald,Tommy Hamilton IV,Billy Garrett Jr.,Marc Brown,Jake Wiegand,D&apos'Juan Miller,Paris Burns
2014-15,2014-11-14,1454924,2,0,1,DePaul,UIC,Blue Demons,Flames,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,DePaul,1,NA,Myke Henry,Jamee Crockett,Durrell McDonald,Tommy Hamilton IV,Billy Garrett Jr.,Marc Brown,Jake Wiegand,D&apos'Juan Miller,Paris Burns
