season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4
2014-15,2015-03-19,1533946,1,1,1,Arizona,Texas Southern,Wildcats,Tigers,4,4,0,0,0,1291,Arizona,NA,NA,NA,Starting Lineup - T.J. McConnell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,T.J. McConnell,Brandon Ashley,Kaleb Tarczewski,Rondae Hollis-Jefferson,Stanley Johnson,Madarious Gibbs,Deverell Biggs,Chris Thomas,Malcolm Riley
2014-15,2015-03-19,1533946,1,1,1,Arizona,Texas Southern,Wildcats,Tigers,4,4,0,0,0,1655,Texas Southern,NA,NA,NA,Starting Lineup - Madarious Gibbs,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,T.J. McConnell,Brandon Ashley,Kaleb Tarczewski,Rondae Hollis-Jefferson,Stanley Johnson,Madarious Gibbs,Deverell Biggs,Chris Thomas,Malcolm Riley
2014-15,2015-03-19,1533946,1,1,1,Arizona,Texas Southern,Wildcats,Tigers,4,4,0,0,0,1291,Arizona,NA,NA,NA,Starting Lineup - Brandon Ashley,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,T.J. McConnell,Brandon Ashley,Kaleb Tarczewski,Rondae Hollis-Jefferson,Stanley Johnson,Madarious Gibbs,Deverell Biggs,Chris Thomas,Malcolm Riley
2014-15,2015-03-19,1533946,1,1,1,Arizona,Texas Southern,Wildcats,Tigers,4,4,0,0,0,1291,Arizona,NA,NA,NA,Starting Lineup - Kaleb Tarczewski,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,T.J. McConnell,Brandon Ashley,Kaleb Tarczewski,Rondae Hollis-Jefferson,Stanley Johnson,Madarious Gibbs,Deverell Biggs,Chris Thomas,Malcolm Riley
2014-15,2015-03-19,1533946,1,1,1,Arizona,Texas Southern,Wildcats,Tigers,4,4,0,0,0,1655,Texas Southern,NA,NA,NA,Starting Lineup - Deverell Biggs,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,T.J. McConnell,Brandon Ashley,Kaleb Tarczewski,Rondae Hollis-Jefferson,Stanley Johnson,Madarious Gibbs,Deverell Biggs,Chris Thomas,Malcolm Riley
2014-15,2015-03-19,1533946,1,1,1,Arizona,Texas Southern,Wildcats,Tigers,4,4,0,0,0,1291,Arizona,NA,NA,NA,Starting Lineup - Rondae Hollis-Jefferson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,T.J. McConnell,Brandon Ashley,Kaleb Tarczewski,Rondae Hollis-Jefferson,Stanley Johnson,Madarious Gibbs,Deverell Biggs,Chris Thomas,Malcolm Riley
2014-15,2015-03-19,1533946,1,1,1,Arizona,Texas Southern,Wildcats,Tigers,4,4,0,0,0,1655,Texas Southern,NA,NA,NA,Starting Lineup - Chris Thomas,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,T.J. McConnell,Brandon Ashley,Kaleb Tarczewski,Rondae Hollis-Jefferson,Stanley Johnson,Madarious Gibbs,Deverell Biggs,Chris Thomas,Malcolm Riley
2014-15,2015-03-19,1533946,1,1,1,Arizona,Texas Southern,Wildcats,Tigers,4,4,0,0,0,1291,Arizona,NA,NA,NA,Starting Lineup - Stanley Johnson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,T.J. McConnell,Brandon Ashley,Kaleb Tarczewski,Rondae Hollis-Jefferson,Stanley Johnson,Madarious Gibbs,Deverell Biggs,Chris Thomas,Malcolm Riley
2014-15,2015-03-19,1533946,1,1,1,Arizona,Texas Southern,Wildcats,Tigers,4,4,0,0,0,1655,Texas Southern,NA,NA,NA,Starting Lineup - Malcolm Riley,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,T.J. McConnell,Brandon Ashley,Kaleb Tarczewski,Rondae Hollis-Jefferson,Stanley Johnson,Madarious Gibbs,Deverell Biggs,Chris Thomas,Malcolm Riley
2014-15,2015-03-19,1533946,2,1,1,Arizona,Texas Southern,Wildcats,Tigers,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Texas Southern,1,NA,T.J. McConnell,Brandon Ashley,Kaleb Tarczewski,Rondae Hollis-Jefferson,Stanley Johnson,Madarious Gibbs,Deverell Biggs,Chris Thomas,Malcolm Riley
