season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,home_6,away_1,away_2,away_3,away_4,away_5
2014-15,2014-11-18,1454845,215,0,1,South Carolina,Baylor,Gamecocks,Bears,4,4,18,16,2,1611,South Carolina,1662,462,0,Sindarius Thornwell makes a jump shot from 6 feet out.,made,FALSE,FALSE,Jump Shot,26.6,10.75,745904,Sindarius Thornwell,NA,0,South Carolina,Baylor,42,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,215,0,1,South Carolina,Baylor,Gamecocks,Bears,4,4,18,16,2,1611,South Carolina,1662,462,0,Sindarius Thornwell makes a jump shot from 6 feet out.,made,FALSE,FALSE,Jump Shot,26.6,10.75,745904,Sindarius Thornwell,NA,0,South Carolina,Baylor,43,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,219,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,16,2,1313,Baylor,1657,457,5,Bears take a 30-second timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,230,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,16,2,1611,South Carolina,1635,435,22,Shooting foul committed by Sindarius Thornwell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Baylor,Baylor,44,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,230,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,16,2,1611,South Carolina,1635,435,0,Shooting foul committed by Sindarius Thornwell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Baylor,Baylor,44,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,231,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,16,2,NA,NA,1635,435,0,Official TV timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,232,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,17,1,1313,Baylor,1635,435,0,Deng Deng makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Baylor,Baylor,44,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,233,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,18,0,1313,Baylor,1635,435,0,Deng Deng makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Baylor,South Carolina,44,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,236,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,18,0,1611,South Carolina,1617,417,18,Sindarius Thornwell misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,42.4,25.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,45,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,236,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,18,0,1611,South Carolina,1617,417,18,Sindarius Thornwell misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,42.4,25.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,Baylor,45,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,236,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,18,0,1611,South Carolina,1617,417,0,Sindarius Thornwell misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,42.4,25.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,46,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,236,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,18,0,1611,South Carolina,1617,417,0,Sindarius Thornwell misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,42.4,25.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,Baylor,46,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,236,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,18,0,1611,South Carolina,1617,417,0,Sindarius Thornwell misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,42.4,25.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,47,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,236,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,18,0,1611,South Carolina,1617,417,0,Sindarius Thornwell misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,42.4,25.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,Baylor,47,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,236,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,18,0,1611,South Carolina,1617,417,0,Sindarius Thornwell misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,42.4,25.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,48,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,236,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,18,0,1611,South Carolina,1617,417,0,Sindarius Thornwell misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,42.4,25.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,Baylor,48,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,239,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,18,18,0,1313,Baylor,1591,391,26,Deng Deng misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,851161,Deng Deng,NA,0,Baylor,South Carolina,49,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,241,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,20,18,2,1611,South Carolina,1583,383,8,Tyrone Johnson makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,601539,Tyrone Johnson,NA,0,South Carolina,Baylor,50,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,244,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,20,18,2,1313,Baylor,1561,361,22,Allerik Freeman misses a 3-point jump shot from 27 feet out.,missed,FALSE,TRUE,Jump Shot,9.8,27.75,748528,Allerik Freeman,NA,0,Baylor,Baylor,51,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,252,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,20,18,2,1313,Baylor,1531,331,30,Kenny Chery misses a 3-point jump shot from 25 feet out.,missed,FALSE,TRUE,Jump Shot,8.600000000000001,23.85,748526,Kenny Chery,NA,0,Baylor,South Carolina,51,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,253,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,20,18,2,1313,Baylor,1530,330,1,Personal foul committed by Deng Deng.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,52,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,254,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,20,18,2,1313,Baylor,1530,330,0,Substitution: Royce O'Neale in for Deng Deng.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Player leaving not previously in game,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,255,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,21,18,3,1611,South Carolina,1530,330,0,Michael Carrera makes free throw 1st of 1-and-1.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,52,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,256,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,18,4,1611,South Carolina,1530,330,0,Michael Carrera makes free throw 2nd of 1-and-1.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Baylor,52,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,264,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,18,4,1313,Baylor,1495,295,35,Royce O'Neale misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,41.2,25.95,604479,Royce O'Neale,NA,0,Baylor,Baylor,53,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,273,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,18,4,1611,South Carolina,1479,279,16,Personal foul committed by Michael Carrera.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Baylor,Baylor,53,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,274,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,19,3,1313,Baylor,1479,279,0,Johnathan Motley makes free throw 1st of 1-and-1.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Baylor,Baylor,53,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,275,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,20,2,1313,Baylor,1479,279,0,Johnathan Motley makes free throw 2nd of 1-and-1.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Baylor,South Carolina,53,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,279,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,20,2,1611,South Carolina,1452,252,27,Sindarius Thornwell misses a jump shot from 8 feet out.,missed,FALSE,FALSE,Jump Shot,27.5,12.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,54,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,279,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,20,2,1611,South Carolina,1452,252,27,Sindarius Thornwell misses a jump shot from 8 feet out.,missed,FALSE,FALSE,Jump Shot,27.5,12.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Baylor,54,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,279,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,20,2,1611,South Carolina,1452,252,0,Sindarius Thornwell misses a jump shot from 8 feet out.,missed,FALSE,FALSE,Jump Shot,27.5,12.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,55,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,279,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,20,2,1611,South Carolina,1452,252,0,Sindarius Thornwell misses a jump shot from 8 feet out.,missed,FALSE,FALSE,Jump Shot,27.5,12.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Baylor,55,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,279,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,20,2,1611,South Carolina,1452,252,0,Sindarius Thornwell misses a jump shot from 8 feet out.,missed,FALSE,FALSE,Jump Shot,27.5,12.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,56,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,279,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,20,2,1611,South Carolina,1452,252,0,Sindarius Thornwell misses a jump shot from 8 feet out.,missed,FALSE,FALSE,Jump Shot,27.5,12.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Baylor,56,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,279,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,20,2,1611,South Carolina,1452,252,0,Sindarius Thornwell misses a jump shot from 8 feet out.,missed,FALSE,FALSE,Jump Shot,27.5,12.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,57,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,279,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,20,2,1611,South Carolina,1452,252,0,Sindarius Thornwell misses a jump shot from 8 feet out.,missed,FALSE,FALSE,Jump Shot,27.5,12.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Baylor,57,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,281,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,20,2,1611,South Carolina,1445,245,7,Shooting foul committed by Sindarius Thornwell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Baylor,Baylor,58,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,281,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,20,2,1611,South Carolina,1445,245,0,Shooting foul committed by Sindarius Thornwell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Baylor,Baylor,58,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,282,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,21,1,1313,Baylor,1445,245,0,Lester Medford makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Baylor,Baylor,58,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,283,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,22,22,0,1313,Baylor,1445,245,0,Lester Medford makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Baylor,South Carolina,58,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,288,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,25,22,3,1611,South Carolina,1419,219,26,Tyrone Johnson makes a 3-point jump shot from 27 feet out.,made,FALSE,TRUE,Jump Shot,2.5,19.25,601539,Tyrone Johnson,NA,0,South Carolina,Baylor,59,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,291,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,25,24,1,1313,Baylor,1396,196,23,Royce O'Neale makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,604479,Royce O'Neale,NA,0,Baylor,South Carolina,60,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,294,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,25,24,1,1313,Baylor,1387,187,9,Shooting foul committed by Lester Medford.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,61,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,295,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,25,24,1,NA,NA,1387,187,0,Official TV timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,296,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,26,24,2,1611,South Carolina,1387,187,0,Marcus Stroman makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,61,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,297,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,27,24,3,1611,South Carolina,1387,187,0,Marcus Stroman makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Baylor,61,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,301,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,27,24,3,1313,Baylor,1371,171,16,Johnathan Motley misses a hook shot from 8 feet out.,missed,FALSE,FALSE,Hook Shot,24.4,12.95,748529,Johnathan Motley,NA,0,Baylor,Baylor,62,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,311,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,27,26,1,1313,Baylor,1340,140,31,Johnathan Motley makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,748529,Johnathan Motley,NA,0,Baylor,South Carolina,62,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,313,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,27,26,1,1611,South Carolina,1327,127,13,Tyrone Johnson misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,37.5,28.150000000000006,601539,Tyrone Johnson,NA,0,South Carolina,Baylor,63,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,314,0,1,South Carolina,Baylor,Gamecocks,Bears,4,3,27,28,-1,1313,Baylor,1320,120,7,Kenny Chery makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,748526,Kenny Chery,NA,0,Baylor,South Carolina,64,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,317,0,1,South Carolina,Baylor,Gamecocks,Bears,3,3,27,28,-1,1611,South Carolina,1315,115,5,Gamecocks take a 30-second timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,325,0,1,South Carolina,Baylor,Gamecocks,Bears,3,3,27,28,-1,1611,South Carolina,1285,85,30,Laimonas Chatkevicius misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,706557,Laimonas Chatkevicius,NA,0,South Carolina,Baylor,65,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,329,0,1,South Carolina,Baylor,Gamecocks,Bears,3,3,27,28,-1,1313,Baylor,1252,52,33,Kenny Chery misses a 3-point jump shot from 27 feet out.,missed,FALSE,TRUE,Jump Shot,28,32.35,748526,Kenny Chery,NA,0,Baylor,South Carolina,66,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,334,0,1,South Carolina,Baylor,Gamecocks,Bears,3,3,27,28,-1,1611,South Carolina,1222,22,30,Offensive foul committed by Michael Carrera.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Baylor,67,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
2014-15,2014-11-18,1454845,340,0,1,South Carolina,Baylor,Gamecocks,Bears,3,3,27,30,-3,1313,Baylor,1201,1,21,Johnathan Motley makes a jump shot from 11 feet out.,made,FALSE,FALSE,Jump Shot,24.7,16.55,748529,Johnathan Motley,NA,0,Baylor,South Carolina,68,NA,Brian Steele,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Royce O&apos'Neale,Rico Gathers,Allerik Freeman,Johnathan Motley,Lester Medford
