season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5,away_6,away_7,away_8
2014-15,2014-11-14,1472887,104.91613006591797,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,10,6,4,1831,Ohio Valley,2218,1018,0,Darryl Walker makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,22,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,104.95806503295898,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,10,6,4,1500,Middle Tennessee,2207,1007,11,Jaqawn Raymond misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,35,29.25,603134,Jaqawn Raymond,NA,0,Middle Tennessee,Ohio Valley,23,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,104.97903251647949,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,10,6,4,1831,Ohio Valley,2200,1000,7,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,10,23.25,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,24,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,104.97903251647949,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,10,6,4,1831,Ohio Valley,2200,1000,7,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,10,23.25,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,24,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,104.97903251647949,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,10,6,4,1831,Ohio Valley,2200,1000,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,10,23.25,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,25,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,104.97903251647949,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,10,6,4,1831,Ohio Valley,2200,1000,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,10,23.25,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,25,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,104.97903251647949,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,10,6,4,1831,Ohio Valley,2200,1000,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,10,23.25,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,26,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,104.97903251647949,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,10,6,4,1831,Ohio Valley,2200,1000,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,10,23.25,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,26,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,104.97903251647949,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,10,6,4,1831,Ohio Valley,2200,1000,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,10,23.25,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,27,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,104.97903251647949,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,10,6,4,1831,Ohio Valley,2200,1000,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,10,23.25,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,27,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,104.98951625823975,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,12,6,6,1500,Middle Tennessee,2192,992,8,JaQuel Richmond makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,846774,JaQuel Richmond,NA,0,Middle Tennessee,Ohio Valley,28,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,105,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,14,6,8,1500,Middle Tennessee,2154,954,38,Jacob Ivory makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,846770,Jacob Ivory,NA,0,Middle Tennessee,Ohio Valley,29,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,109,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,14,9,5,1831,Ohio Valley,2138,938,16,Christopher Hall makes a 3-point jump shot from 25 feet out.,made,FALSE,TRUE,Jump Shot,20,29.35,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,30,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,109,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,14,9,5,1831,Ohio Valley,2138,938,0,Christopher Hall makes a 3-point jump shot from 25 feet out.,made,FALSE,TRUE,Jump Shot,20,29.35,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,31,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,109,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,14,9,5,1831,Ohio Valley,2138,938,0,Christopher Hall makes a 3-point jump shot from 25 feet out.,made,FALSE,TRUE,Jump Shot,20,29.35,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,32,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,109,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,14,9,5,1831,Ohio Valley,2138,938,0,Christopher Hall makes a 3-point jump shot from 25 feet out.,made,FALSE,TRUE,Jump Shot,20,29.35,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,33,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,135,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,14,9,5,1831,Ohio Valley,2122,922,16,Personal foul committed by Darryl Walker.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,34,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,135,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,14,9,5,1831,Ohio Valley,2122,922,0,Personal foul committed by Darryl Walker.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,34,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,141,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,14,9,5,1500,Middle Tennessee,2120,920,2,Marcus Tarrance misses free throw 1st of 1-and-1.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Ohio Valley,34,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,145,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,14,9,5,1831,Ohio Valley,2108,908,12,Robert Smelser misses a jump shot from 11 feet out.,missed,FALSE,FALSE,Jump Shot,32.4,12.95,801695,Robert Smelser,NA,0,Ohio Valley,Middle Tennessee,35,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,147,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,16,9,7,1500,Middle Tennessee,2092,892,16,Darnell Harris makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,846765,Darnell Harris,NA,0,Middle Tennessee,Ohio Valley,36,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,160,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,16,11,5,1831,Ohio Valley,2069,869,23,Christopher Hall makes a jump shot from 15 feet out.,made,FALSE,FALSE,Jump Shot,14.5,15.35,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,37,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,160,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,16,11,5,1831,Ohio Valley,2069,869,0,Christopher Hall makes a jump shot from 15 feet out.,made,FALSE,FALSE,Jump Shot,14.5,15.35,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,38,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,160,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,16,11,5,1831,Ohio Valley,2069,869,0,Christopher Hall makes a jump shot from 15 feet out.,made,FALSE,FALSE,Jump Shot,14.5,15.35,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,39,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,160,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,16,11,5,1831,Ohio Valley,2069,869,0,Christopher Hall makes a jump shot from 15 feet out.,made,FALSE,FALSE,Jump Shot,14.5,15.35,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,40,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,162,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,16,11,5,1500,Middle Tennessee,2054,854,15,Ed Simpson misses a 3-point jump shot from 25 feet out.,missed,FALSE,TRUE,Jump Shot,43.5,21.650000000000006,846771,Ed Simpson,NA,0,Middle Tennessee,Middle Tennessee,41,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,172,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,16,11,5,1500,Middle Tennessee,2023,823,31,Offensive foul committed by Jacob Ivory.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Ohio Valley,41,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,179,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,16,11,5,1831,Ohio Valley,2003,803,20,Robert Smelser misses a jump shot from 15 feet out.,missed,FALSE,FALSE,Jump Shot,38.5,12.45,801695,Robert Smelser,NA,0,Ohio Valley,Middle Tennessee,42,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,194,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,18,11,7,1500,Middle Tennessee,1997,797,6,Jacquez Rozier dunks.,made,FALSE,FALSE,Dunk Shot,25,5.25,605106,Jacquez Rozier,NA,0,Middle Tennessee,Ohio Valley,43,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,224,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,18,11,7,1831,Ohio Valley,1964,764,33,Darryl Walker misses a jump shot from 12 feet out.,missed,FALSE,FALSE,Jump Shot,35.3,11.45,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,44,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,224,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,18,11,7,1831,Ohio Valley,1964,764,33,Darryl Walker misses a jump shot from 12 feet out.,missed,FALSE,FALSE,Jump Shot,35.3,11.45,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,44,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,224,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,18,11,7,1831,Ohio Valley,1964,764,0,Darryl Walker misses a jump shot from 12 feet out.,missed,FALSE,FALSE,Jump Shot,35.3,11.45,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,45,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,224,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,18,11,7,1831,Ohio Valley,1964,764,0,Darryl Walker misses a jump shot from 12 feet out.,missed,FALSE,FALSE,Jump Shot,35.3,11.45,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,45,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,224,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,18,11,7,1831,Ohio Valley,1964,764,0,Darryl Walker misses a jump shot from 12 feet out.,missed,FALSE,FALSE,Jump Shot,35.3,11.45,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,46,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,224,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,18,11,7,1831,Ohio Valley,1964,764,0,Darryl Walker misses a jump shot from 12 feet out.,missed,FALSE,FALSE,Jump Shot,35.3,11.45,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,46,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,224,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,18,11,7,1831,Ohio Valley,1964,764,0,Darryl Walker misses a jump shot from 12 feet out.,missed,FALSE,FALSE,Jump Shot,35.3,11.45,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,47,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,224,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,18,11,7,1831,Ohio Valley,1964,764,0,Darryl Walker misses a jump shot from 12 feet out.,missed,FALSE,FALSE,Jump Shot,35.3,11.45,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,47,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,232,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,20,11,9,1500,Middle Tennessee,1958,758,6,JaQuel Richmond makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,846774,JaQuel Richmond,NA,0,Middle Tennessee,Ohio Valley,48,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,234,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,20,11,9,1831,Ohio Valley,1944,744,14,Robert Smelser misses a jump shot from 7 feet out.,missed,FALSE,FALSE,Jump Shot,24.4,12.25,801695,Robert Smelser,NA,0,Ohio Valley,Ohio Valley,49,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,243,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,20,11,9,1831,Ohio Valley,1925,725,19,Offensive foul committed by Arturs Vintins.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Middle Tennessee,49,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,251,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,20,11,9,1500,Middle Tennessee,1916,716,9,Darnell Harris misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,11.299999999999997,23.650000000000006,846765,Darnell Harris,NA,0,Middle Tennessee,Ohio Valley,50,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,269,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,20,11,9,1831,Ohio Valley,1909,709,7,Arturs Vintins misses a jump shot from 13 feet out.,missed,FALSE,FALSE,Jump Shot,36.5,11.65,801693,Arturs Vintins,NA,0,Ohio Valley,Ohio Valley,51,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,272,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,20,13,7,1831,Ohio Valley,1905,705,4,Darryl Walker makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,51,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,272,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,20,13,7,1831,Ohio Valley,1905,705,0,Darryl Walker makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,52,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,272,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,20,13,7,1831,Ohio Valley,1905,705,0,Darryl Walker makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,53,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,272,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,4,4,20,13,7,1831,Ohio Valley,1905,705,0,Darryl Walker makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,54,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,282,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,20,13,7,1500,Middle Tennessee,1899,699,6,Blue Raiders take a 30-second timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,299,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,20,13,7,1500,Middle Tennessee,1890,690,9,Offensive foul committed by Darnell Harris.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Ohio Valley,55,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
