season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5,away_6,away_7,away_8
2014-15,2014-11-14,1472887,301,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,20,13,7,NA,NA,1890,690,0,Official TV timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,306.5,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,22,13,9,1500,Middle Tennessee,1843,643,47,Reggie Upshaw makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,789535,Reggie Upshaw,NA,0,Middle Tennessee,Ohio Valley,56,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,310.25,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,22,13,9,1831,Ohio Valley,1838,638,5,Personal foul committed by David Sinickas.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,57,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,327.125,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,22,13,9,1500,Middle Tennessee,1838,638,0,Reggie Upshaw misses free throw 1 of 1.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Ohio Valley,57,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,376,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,22,13,9,1831,Ohio Valley,1838,638,0,Tyrone Pride misses a jump shot from 12 feet out.,missed,FALSE,FALSE,Jump Shot,33.1,13.65,801690,Tyrone Pride,NA,0,Ohio Valley,Middle Tennessee,58,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,377,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,22,13,9,1831,Ohio Valley,1838,638,0,Personal foul committed by Christopher Hall.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,59,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,377,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,22,13,9,1831,Ohio Valley,1838,638,0,Personal foul committed by Christopher Hall.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,59,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,378,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,23,13,10,1500,Middle Tennessee,1838,638,0,Perrin Buford makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,59,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,379,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,24,13,11,1500,Middle Tennessee,1838,638,0,Perrin Buford makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Ohio Valley,59,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,401,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,24,13,11,1831,Ohio Valley,1817,617,21,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,38.5,24.05,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,60,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,401,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,24,13,11,1831,Ohio Valley,1817,617,21,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,38.5,24.05,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,60,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,401,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,24,13,11,1831,Ohio Valley,1817,617,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,38.5,24.05,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,61,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,401,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,24,13,11,1831,Ohio Valley,1817,617,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,38.5,24.05,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,61,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,401,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,24,13,11,1831,Ohio Valley,1817,617,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,38.5,24.05,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,62,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,401,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,24,13,11,1831,Ohio Valley,1817,617,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,38.5,24.05,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,62,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,401,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,24,13,11,1831,Ohio Valley,1817,617,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,38.5,24.05,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,63,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,401,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,24,13,11,1831,Ohio Valley,1817,617,0,Christopher Hall misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,38.5,24.05,851022,Christopher Hall,NA,0,Ohio Valley,Middle Tennessee,63,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,405,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,26,13,13,1500,Middle Tennessee,1814,614,3,Jaqawn Raymond makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,603134,Jaqawn Raymond,NA,0,Middle Tennessee,Ohio Valley,64,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,420,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,26,13,13,1831,Ohio Valley,1796,596,18,David Sinickas misses a layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,801681,David Sinickas,NA,0,Ohio Valley,Ohio Valley,65,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,440,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,26,13,13,1500,Middle Tennessee,1766,566,30,Personal foul committed by Joshua Phillips.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Ohio Valley,65,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,454,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,26,15,11,1831,Ohio Valley,1753,553,13,Robert Smelser makes a jump shot from 11 feet out.,made,FALSE,FALSE,Jump Shot,35.3,9.55,801695,Robert Smelser,NA,0,Ohio Valley,Middle Tennessee,65,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,463,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,26,17,9,1831,Ohio Valley,1740,540,13,Robert Smelser makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,801695,Robert Smelser,NA,0,Ohio Valley,Middle Tennessee,66,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,467,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,26,17,9,1831,Ohio Valley,1729,529,11,Personal foul committed by Darryl Walker.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,67,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,467,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,26,17,9,1831,Ohio Valley,1729,529,0,Personal foul committed by Darryl Walker.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,67,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,468,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,27,17,10,1500,Middle Tennessee,1729,529,0,Reggie Upshaw makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,67,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,469,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1500,Middle Tennessee,1729,529,0,Reggie Upshaw makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Ohio Valley,67,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,479,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1500,Middle Tennessee,1724,524,5,Personal foul committed by DJ Jones.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Ohio Valley,68,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,491,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1831,Ohio Valley,1720,520,4,Darryl Walker misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,68,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,491,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1831,Ohio Valley,1720,520,4,Darryl Walker misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,68,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,491,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1831,Ohio Valley,1720,520,0,Darryl Walker misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,69,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,491,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1831,Ohio Valley,1720,520,0,Darryl Walker misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,69,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,491,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1831,Ohio Valley,1720,520,0,Darryl Walker misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,70,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,491,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1831,Ohio Valley,1720,520,0,Darryl Walker misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,70,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,491,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1831,Ohio Valley,1720,520,0,Darryl Walker misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,71,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,491,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1831,Ohio Valley,1720,520,0,Darryl Walker misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,71,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,499,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1831,Ohio Valley,1715,515,5,Personal foul committed by Christopher Hall.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,72,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,499,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,28,17,11,1831,Ohio Valley,1715,515,0,Personal foul committed by Christopher Hall.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,72,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,500,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,29,17,12,1500,Middle Tennessee,1713,513,2,Marcus Tarrance makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,72,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,501,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,29,17,12,1500,Middle Tennessee,1713,513,0,Marcus Tarrance misses free throw 2 of 2.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,72,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,513,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,29,17,12,1500,Middle Tennessee,1694,494,19,Marcus Tarrance misses a 3-point jump shot from 25 feet out.,missed,FALSE,TRUE,Jump Shot,31,29.650000000000006,789534,Marcus Tarrance,NA,0,Middle Tennessee,Middle Tennessee,72,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,525,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,29,17,12,1500,Middle Tennessee,1690,490,4,Jacquez Rozier misses a jump shot from 15 feet out.,missed,FALSE,FALSE,Jump Shot,38.2,12.450000000000003,605106,Jacquez Rozier,NA,0,Middle Tennessee,Ohio Valley,72,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,541,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,29,19,10,1831,Ohio Valley,1678,478,12,Darryl Walker makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,73,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,541,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,29,19,10,1831,Ohio Valley,1678,478,0,Darryl Walker makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,74,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,541,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,29,19,10,1831,Ohio Valley,1678,478,0,Darryl Walker makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,75,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,541,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,3,4,29,19,10,1831,Ohio Valley,1678,478,0,Darryl Walker makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,76,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,543,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1500,Middle Tennessee,1677,477,1,Blue Raiders take a 30-second timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,556,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1500,Middle Tennessee,1662,462,15,Marcus Tarrance misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,789534,Marcus Tarrance,NA,0,Middle Tennessee,Ohio Valley,77,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,564,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1831,Ohio Valley,1653,453,9,Offensive foul committed by Markese Allen.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Middle Tennessee,78,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,564,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1831,Ohio Valley,1653,453,0,Offensive foul committed by Markese Allen.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Middle Tennessee,79,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
