season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4
2014-15,2015-01-14,1471390,1,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,0,0,1457,Kansas State,NA,NA,NA,Starting Lineup - Nino Williams,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,1,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,0,0,1457,Kansas State,NA,NA,NA,Starting Lineup - Thomas Gipson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,1,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,0,0,1457,Kansas State,NA,NA,NA,Starting Lineup - Marcus Foster,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,1,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,0,0,1457,Kansas State,NA,NA,NA,Starting Lineup - Wesley Iwundu,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,1,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,0,0,1457,Kansas State,NA,NA,NA,Starting Lineup - Nigel Johnson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,1,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,0,0,1656,Texas Tech,NA,NA,NA,Starting Lineup - Randy Onwuasor,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,1,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,0,0,1656,Texas Tech,NA,NA,NA,Starting Lineup - Keenan Evans,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,1,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,0,0,1656,Texas Tech,NA,NA,NA,Starting Lineup - Zach Smith,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,1,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,0,0,1656,Texas Tech,NA,NA,NA,Starting Lineup - Isaiah Manderson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,2,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Kansas State,1,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,5,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,0,0,1457,Kansas State,2383,1183,17,Nino Williams with a turnover - Traveling,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Kansas State,Texas Tech,1,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,7,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,2,-2,1656,Texas Tech,2350,1150,33,Norense Odiase makes a hook shot from 4 feet out.,made,FALSE,FALSE,Hook Shot,27.8,2.75,843788,Norense Odiase,NA,0,Texas Tech,Kansas State,2,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,10,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,2,-2,1656,Texas Tech,2328,1128,22,Shooting foul committed by Norense Odiase.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Kansas State,Kansas State,3,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,12,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,2,-2,1457,Kansas State,2318,1118,10,Thomas Gipson misses a jump shot from 15 feet out.,missed,FALSE,FALSE,Jump Shot,10,8.25,601508,Thomas Gipson,NA,0,Kansas State,Kansas State,3,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,13,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,2,-2,1656,Texas Tech,2318,1118,0,Keenan Evans with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Kansas State,Texas Tech,3,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,16,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,2,-2,1656,Texas Tech,2292,1092,26,Keenan Evans misses a jump shot from 7 feet out.,missed,FALSE,FALSE,Jump Shot,29.5,10.95,843767,Keenan Evans,NA,0,Texas Tech,Texas Tech,4,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,17,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,2,-2,1656,Texas Tech,2292,1092,0,Keenan Evans with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Texas Tech,Texas Tech,4,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,18,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,0,4,-4,1656,Texas Tech,2288,1088,4,Keenan Evans makes a tip shot from 3 feet out.,made,FALSE,FALSE,Tip Shot,24.2,1.9500000000000002,843767,Keenan Evans,NA,0,Texas Tech,Kansas State,4,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,19,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,2,4,-2,1457,Kansas State,2278,1078,10,Nino Williams makes a jump shot from 16 feet out. Nigel Johnson with the assist.,made,FALSE,FALSE,Jump Shot,9.299999999999997,9.25,553008,Nino Williams,Nigel Johnson,0,Kansas State,Texas Tech,5,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,20,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,2,4,-2,1656,Texas Tech,2238,1038,40,Nino Williams steals the ball from Isaiah Manderson.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Texas Tech,Kansas State,6,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,21,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,2,4,-2,1457,Kansas State,2234,1034,4,Nigel Johnson misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,5.700000000000003,18.75,793864,Nigel Johnson,NA,0,Kansas State,Kansas State,7,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,22,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,2,4,-2,1656,Texas Tech,2234,1034,0,Keenan Evans with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Kansas State,Texas Tech,7,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,24,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,2,4,-2,1656,Texas Tech,2226,1026,8,Keenan Evans with a turnover - Traveling,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Texas Tech,Kansas State,8,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,27,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,2,4,-2,1457,Kansas State,2204,1004,22,Wes Iwundu with a turnover - Traveling,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Kansas State,Texas Tech,9,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,29,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,2,4,-2,1656,Texas Tech,2203,1003,1,Nino Williams steals the ball from Keenan Evans.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Texas Tech,Kansas State,10,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,31,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,2,4,-2,1656,Texas Tech,2199,999,4,Shooting foul committed by Zach Smith.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Kansas State,Kansas State,11,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,38,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,3,4,-1,1457,Kansas State,2193,993,6,Marcus Foster makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Kansas State,Kansas State,11,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,39,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,4,4,0,1457,Kansas State,2193,993,0,Marcus Foster makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Kansas State,Texas Tech,11,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,41,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,4,4,0,1656,Texas Tech,2187,987,6,Nino Williams blocks a Norense Odiase layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,843788,Norense Odiase,NA,0,Texas Tech,Texas Tech,12,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,42,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,4,4,0,1457,Kansas State,2187,987,0,Marcus Foster with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Texas Tech,Kansas State,12,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,46,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,4,4,0,1457,Kansas State,2164,964,23,Marcus Foster misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,44.8,17.549999999999997,793862,Marcus Foster,NA,0,Kansas State,Kansas State,13,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
2014-15,2015-01-14,1471390,47,0,1,Kansas State,Texas Tech,Wildcats,Red Raiders,4,4,4,4,0,1457,Kansas State,2164,964,0,Nino Williams with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Kansas State,Kansas State,13,NA,Nino Williams,Thomas Gipson,Marcus Foster,Wesley Iwundu,Nigel Johnson,Randy Onwuasor,Keenan Evans,Zach Smith,Isaiah Manderson
