season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5,away_6
2014-15,2014-11-16,1471427,1,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,1559,Oklahoma State,NA,NA,NA,Starting Lineup - Anthony Hickey Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
2014-15,2014-11-16,1471427,1,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,1573,Prairie View A&M,NA,NA,NA,Starting Lineup - Karim York,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
2014-15,2014-11-16,1471427,1,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,1559,Oklahoma State,NA,NA,NA,Starting Lineup - Le&apos'Bryan Nash,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
2014-15,2014-11-16,1471427,1,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,1573,Prairie View A&M,NA,NA,NA,Starting Lineup - Montrael Scott,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
2014-15,2014-11-16,1471427,1,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,1573,Prairie View A&M,NA,NA,NA,Starting Lineup - Reggis Onwukamuche,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
2014-15,2014-11-16,1471427,1,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,1573,Prairie View A&M,NA,NA,NA,Starting Lineup - Tre Hagood,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
2014-15,2014-11-16,1471427,1,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,1559,Oklahoma State,NA,NA,NA,Starting Lineup - Phil Forte III,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
2014-15,2014-11-16,1471427,1,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,1559,Oklahoma State,NA,NA,NA,Starting Lineup - Leyton Hammonds,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
2014-15,2014-11-16,1471427,1,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,1559,Oklahoma State,NA,NA,NA,Starting Lineup - Anthony Allen Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
2014-15,2014-11-16,1471427,1,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,1573,Prairie View A&M,NA,NA,NA,Starting Lineup - Avery Lomax,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
2014-15,2014-11-16,1471427,1,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,1573,Prairie View A&M,NA,NA,NA,Starting Lineup - Jacoby Green,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
2014-15,2014-11-16,1471427,2,0,1,Oklahoma State,Prairie View A&M,Cowboys,Panthers,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Oklahoma State,1,NA,Anthony Hickey Jr.,Le&apos'Bryan Nash,Phil Forte III,Leyton Hammonds,Anthony Allen Jr.,Karim York,Montrael Scott,Reggis Onwukamuche,Tre Hagood,Avery Lomax,Jacoby Green
