season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,home_6,away_1,away_2,away_3,away_4,away_5
2014-15,2014-11-29,1455032,1,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,1582,Rice,NA,NA,NA,Starting Lineup - Van Green,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,1,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,1282,Alaska-Anchorage,NA,NA,NA,Starting Lineup - Travis Thompson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,1,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,1582,Rice,NA,NA,NA,Starting Lineup - Seth Gearhart,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,1,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,1282,Alaska-Anchorage,NA,NA,NA,Starting Lineup - Christian Leckband,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,1,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,1282,Alaska-Anchorage,NA,NA,NA,Starting Lineup - Brian McGill,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,1,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,1582,Rice,NA,NA,NA,Starting Lineup - Max Guercy,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,1,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,1582,Rice,NA,NA,NA,Starting Lineup - Andrew Drone,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,1,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,1282,Alaska-Anchorage,NA,NA,NA,Starting Lineup - DeVante Baisa,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,1,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,1282,Alaska-Anchorage,NA,NA,NA,Starting Lineup - Jackson McTier,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,1,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,1282,Alaska-Anchorage,NA,NA,NA,Starting Lineup - Kalidou Diouf,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,1,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,1582,Rice,NA,NA,NA,Starting Lineup - Bishop Mency,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,2,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Rice,1,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,5,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,2,-2,1582,Rice,2377,1177,23,Andrew Drone makes a jump shot from 7 feet out.,made,FALSE,FALSE,Jump Shot,27,11.25,789573,Andrew Drone,NA,0,Rice,Alaska-Anchorage,1,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,7,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,2,-2,1282,Alaska-Anchorage,2370,1170,7,Boomer Blossom misses a 3-point jump shot from 25 feet out.,missed,FALSE,TRUE,Jump Shot,45,20.849999999999994,622947,Boomer Blossom,NA,0,Alaska-Anchorage,Alaska-Anchorage,2,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,8,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,2,-2,1282,Alaska-Anchorage,2364,1164,6,Travis Thompson misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,30,27.25,579737,Travis Thompson,NA,0,Alaska-Anchorage,Rice,2,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
2014-15,2014-11-29,1455032,9,1,1,Alaska-Anchorage,Rice,Seawolves,Owls,4,4,0,2,-2,1582,Rice,2354,1154,10,Seth Gearhart misses a jump shot from 10 feet out.,missed,FALSE,FALSE,Jump Shot,19.1,13.15,602225,Seth Gearhart,NA,0,Rice,Rice,3,NA,Travis Thompson,Christian Leckband,Brian McGill,DeVante Baisa,Jackson McTier,Kalidou Diouf,Van Green,Seth Gearhart,Max Guercy,Andrew Drone,Bishop Mency
