season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,away_1,away_2,away_3,away_4,away_5
2014-15,2014-11-25,1472663,1,0,1,Nebraska,Omaha,Cornhuskers,Mavericks,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Walter Pitchford,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Walter Pitchford,David Rivers,Terran Petteway,Benny Parker,CJ Carter,Marcus Tyus,Mike Rostampour,Devin Patterson,Tre&apos'Shawn Thurman
2014-15,2014-11-25,1472663,1,0,1,Nebraska,Omaha,Cornhuskers,Mavericks,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - David Rivers,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Walter Pitchford,David Rivers,Terran Petteway,Benny Parker,CJ Carter,Marcus Tyus,Mike Rostampour,Devin Patterson,Tre&apos'Shawn Thurman
2014-15,2014-11-25,1472663,1,0,1,Nebraska,Omaha,Cornhuskers,Mavericks,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Terran Petteway,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Walter Pitchford,David Rivers,Terran Petteway,Benny Parker,CJ Carter,Marcus Tyus,Mike Rostampour,Devin Patterson,Tre&apos'Shawn Thurman
2014-15,2014-11-25,1472663,1,0,1,Nebraska,Omaha,Cornhuskers,Mavericks,4,4,0,0,0,2100,Omaha,NA,NA,NA,Starting Lineup - CJ Carter,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Walter Pitchford,David Rivers,Terran Petteway,Benny Parker,CJ Carter,Marcus Tyus,Mike Rostampour,Devin Patterson,Tre&apos'Shawn Thurman
2014-15,2014-11-25,1472663,1,0,1,Nebraska,Omaha,Cornhuskers,Mavericks,4,4,0,0,0,2100,Omaha,NA,NA,NA,Starting Lineup - Marcus Tyus,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Walter Pitchford,David Rivers,Terran Petteway,Benny Parker,CJ Carter,Marcus Tyus,Mike Rostampour,Devin Patterson,Tre&apos'Shawn Thurman
2014-15,2014-11-25,1472663,1,0,1,Nebraska,Omaha,Cornhuskers,Mavericks,4,4,0,0,0,2100,Omaha,NA,NA,NA,Starting Lineup - Mike Rostampour,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Walter Pitchford,David Rivers,Terran Petteway,Benny Parker,CJ Carter,Marcus Tyus,Mike Rostampour,Devin Patterson,Tre&apos'Shawn Thurman
2014-15,2014-11-25,1472663,1,0,1,Nebraska,Omaha,Cornhuskers,Mavericks,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Benny Parker,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Walter Pitchford,David Rivers,Terran Petteway,Benny Parker,CJ Carter,Marcus Tyus,Mike Rostampour,Devin Patterson,Tre&apos'Shawn Thurman
2014-15,2014-11-25,1472663,1,0,1,Nebraska,Omaha,Cornhuskers,Mavericks,4,4,0,0,0,2100,Omaha,NA,NA,NA,Starting Lineup - Devin Patterson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Walter Pitchford,David Rivers,Terran Petteway,Benny Parker,CJ Carter,Marcus Tyus,Mike Rostampour,Devin Patterson,Tre&apos'Shawn Thurman
2014-15,2014-11-25,1472663,1,0,1,Nebraska,Omaha,Cornhuskers,Mavericks,4,4,0,0,0,2100,Omaha,NA,NA,NA,Starting Lineup - Tre&apos'Shawn Thurman,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Walter Pitchford,David Rivers,Terran Petteway,Benny Parker,CJ Carter,Marcus Tyus,Mike Rostampour,Devin Patterson,Tre&apos'Shawn Thurman
2014-15,2014-11-25,1472663,2,0,1,Nebraska,Omaha,Cornhuskers,Mavericks,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Omaha,1,NA,Walter Pitchford,David Rivers,Terran Petteway,Benny Parker,CJ Carter,Marcus Tyus,Mike Rostampour,Devin Patterson,Tre&apos'Shawn Thurman
