season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4
2014-15,2014-11-16,1471158,1,0,1,Texas,Alcorn State,Longhorns,Braves,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Jonathan Holmes,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Demarcus Holland,Connor Lammert,Cameron Ridley,Isaiah Taylor,LeAntwan Luckett,Tyrel Hunt,Marquis Vance,Tamarcio Wilson
2014-15,2014-11-16,1471158,1,0,1,Texas,Alcorn State,Longhorns,Braves,4,4,0,0,0,1286,Alcorn State,NA,NA,NA,Starting Lineup - LeAntwan Luckett,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Demarcus Holland,Connor Lammert,Cameron Ridley,Isaiah Taylor,LeAntwan Luckett,Tyrel Hunt,Marquis Vance,Tamarcio Wilson
2014-15,2014-11-16,1471158,1,0,1,Texas,Alcorn State,Longhorns,Braves,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Demarcus Holland,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Demarcus Holland,Connor Lammert,Cameron Ridley,Isaiah Taylor,LeAntwan Luckett,Tyrel Hunt,Marquis Vance,Tamarcio Wilson
2014-15,2014-11-16,1471158,1,0,1,Texas,Alcorn State,Longhorns,Braves,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Connor Lammert,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Demarcus Holland,Connor Lammert,Cameron Ridley,Isaiah Taylor,LeAntwan Luckett,Tyrel Hunt,Marquis Vance,Tamarcio Wilson
2014-15,2014-11-16,1471158,1,0,1,Texas,Alcorn State,Longhorns,Braves,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Cameron Ridley,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Demarcus Holland,Connor Lammert,Cameron Ridley,Isaiah Taylor,LeAntwan Luckett,Tyrel Hunt,Marquis Vance,Tamarcio Wilson
2014-15,2014-11-16,1471158,1,0,1,Texas,Alcorn State,Longhorns,Braves,4,4,0,0,0,1286,Alcorn State,NA,NA,NA,Starting Lineup - Tyrel Hunt,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Demarcus Holland,Connor Lammert,Cameron Ridley,Isaiah Taylor,LeAntwan Luckett,Tyrel Hunt,Marquis Vance,Tamarcio Wilson
2014-15,2014-11-16,1471158,1,0,1,Texas,Alcorn State,Longhorns,Braves,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Isaiah Taylor,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Demarcus Holland,Connor Lammert,Cameron Ridley,Isaiah Taylor,LeAntwan Luckett,Tyrel Hunt,Marquis Vance,Tamarcio Wilson
2014-15,2014-11-16,1471158,1,0,1,Texas,Alcorn State,Longhorns,Braves,4,4,0,0,0,1286,Alcorn State,NA,NA,NA,Starting Lineup - Marquis Vance,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Demarcus Holland,Connor Lammert,Cameron Ridley,Isaiah Taylor,LeAntwan Luckett,Tyrel Hunt,Marquis Vance,Tamarcio Wilson
2014-15,2014-11-16,1471158,1,0,1,Texas,Alcorn State,Longhorns,Braves,4,4,0,0,0,1286,Alcorn State,NA,NA,NA,Starting Lineup - Tamarcio Wilson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Demarcus Holland,Connor Lammert,Cameron Ridley,Isaiah Taylor,LeAntwan Luckett,Tyrel Hunt,Marquis Vance,Tamarcio Wilson
2014-15,2014-11-16,1471158,2,0,1,Texas,Alcorn State,Longhorns,Braves,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Texas,1,NA,Jonathan Holmes,Demarcus Holland,Connor Lammert,Cameron Ridley,Isaiah Taylor,LeAntwan Luckett,Tyrel Hunt,Marquis Vance,Tamarcio Wilson
