season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,away_1,away_2,away_3,away_4,away_5
2019-20,2020-02-20,2188468,1,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1668,UCLA,NA,NA,NA,Starting Lineup - Chris Smith,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,1,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1668,UCLA,NA,NA,NA,Starting Lineup - Jalen Hill,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,1,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1668,UCLA,NA,NA,NA,Starting Lineup - Tyger Campbell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,1,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1670,Utah,NA,NA,NA,Starting Lineup - Both Gach,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,1,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1670,Utah,NA,NA,NA,Starting Lineup - Timmy Allen,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,1,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1670,Utah,NA,NA,NA,Starting Lineup - Riley Battin,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,1,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1668,UCLA,NA,NA,NA,Starting Lineup - David Singleton,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,1,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1668,UCLA,NA,NA,NA,Starting Lineup - Jaime Jaquez Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,1,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1670,Utah,NA,NA,NA,Starting Lineup - Branden Carlson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,2,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,UCLA,1,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,4,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1668,UCLA,2376,1176,24,Rylan Jones steals the ball from Jalen Hill.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,UCLA,Utah,1,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,6,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1670,Utah,2349,1149,27,Riley Battin misses a 3-point jump shot from 22 feet out.,missed,FALSE,TRUE,Jump Shot,2.799999999999997,6.049999999999997,1135166,Riley Battin,NA,0,Utah,Utah,2,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,8,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,0,0,1670,Utah,2349,1149,0,Runnin' Utes with a turnover: Shot Clock Turnover,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Utah,UCLA,2,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,10,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,0,3,-3,1668,UCLA,2329,1129,20,Chris Smith makes a 3-point jump shot from 24 feet out. Tyger Campbell with the assist.,made,FALSE,TRUE,Jump Shot,39,25.25,1061552,Chris Smith,Tyger Campbell,0,UCLA,Utah,3,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,11,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,2,3,-1,1670,Utah,2321,1121,8,Branden Carlson dunks. Both Gach with the assist.,made,FALSE,FALSE,Dunk Shot,25,5.25,1177008,Branden Carlson,Both Gach,0,Utah,UCLA,4,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,13,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,2,5,-3,1668,UCLA,2297,1097,24,Tyger Campbell makes a jump shot from 18 feet out.,made,FALSE,FALSE,Jump Shot,35.6,19.45,1134772,Tyger Campbell,NA,0,UCLA,Utah,5,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,22,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,2,5,-3,1670,Utah,2272,1072,25,Jalen Hill steals the ball from Rylan Jones.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Utah,UCLA,6,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,24,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,2,5,-3,1670,Utah,2264,1064,8,Shooting foul committed by Branden Carlson.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,UCLA,UCLA,7,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,35,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,2,6,-4,1668,UCLA,2264,1064,0,Jalen Hill makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,UCLA,UCLA,7,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,36,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,2,7,-5,1668,UCLA,2264,1064,0,Jalen Hill makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,UCLA,Utah,7,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,44,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,2,7,-5,1668,UCLA,2253,1053,11,Shooting foul committed by Tyger Campbell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Utah,Utah,8,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,45,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,3,7,-4,1670,Utah,2253,1053,0,Branden Carlson makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Utah,Utah,8,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,46,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,4,7,-3,1670,Utah,2253,1053,0,Branden Carlson makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Utah,UCLA,8,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,48,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,4,7,-3,1668,UCLA,2231,1031,22,Rylan Jones steals the ball from Tyger Campbell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,UCLA,Utah,9,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,49,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,4,7,-3,1670,Utah,2220,1020,11,David Singleton steals the ball from Branden Carlson.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Utah,UCLA,10,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,50,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,4,7,-3,1668,UCLA,2215,1015,5,David Singleton misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,1144213,David Singleton,NA,0,UCLA,UCLA,11,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,51,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,4,7,-3,1670,Utah,2215,1015,0,Both Gach with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,UCLA,Utah,11,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,52,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,6,7,-1,1670,Utah,2197,997,18,Branden Carlson makes a jump shot from 13 feet out. Timmy Allen with the assist.,made,FALSE,FALSE,Jump Shot,35.6,12.849999999999994,1177008,Branden Carlson,Timmy Allen,0,Utah,UCLA,12,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,55,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,6,7,-1,1668,UCLA,2179,979,18,Chris Smith with a turnover - Traveling,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,UCLA,Utah,13,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jalen Hill,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,56,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,6,7,-1,1668,UCLA,2179,979,0,Substitution: Jake Kyman in for Jalen Hill.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jake Kyman,Tyger Campbell,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,57,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,6,7,-1,1668,UCLA,2179,979,0,Substitution: Jules Bernard in for Tyger Campbell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Chris Smith,Jake Kyman,Jules Bernard,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,58,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,6,7,-1,1668,UCLA,2179,979,0,Substitution: Cody Riley in for Chris Smith.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Cody Riley,Jake Kyman,Jules Bernard,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,60,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,6,7,-1,1670,Utah,2178,978,1,Jaime Jaquez Jr. steals the ball from Branden Carlson.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Utah,UCLA,14,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Cody Riley,Jake Kyman,Jules Bernard,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,74,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,6,9,-3,1668,UCLA,2155,955,23,Cody Riley makes a layup. Jules Bernard with the assist.,made,FALSE,FALSE,Layup Shot,26,6.25,1061550,Cody Riley,Jules Bernard,0,UCLA,Utah,15,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Cody Riley,Jake Kyman,Jules Bernard,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,75,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,6,9,-3,1670,Utah,2136,936,19,Jules Bernard steals the ball from Both Gach.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Utah,UCLA,16,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Cody Riley,Jake Kyman,Jules Bernard,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,76,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,6,11,-5,1668,UCLA,2132,932,4,Jules Bernard dunks.,made,FALSE,FALSE,Dunk Shot,26,6.25,1134770,Jules Bernard,NA,0,UCLA,Utah,17,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Cody Riley,Jake Kyman,Jules Bernard,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,80,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,6,11,-5,1668,UCLA,2110,910,22,Shooting foul committed by Jake Kyman.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Utah,Utah,18,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Cody Riley,Jake Kyman,Jules Bernard,David Singleton,Jaime Jaquez Jr.
2019-20,2020-02-20,2188468,81,0,1,Utah,UCLA,Runnin' Utes,Bruins,4,4,6,11,-5,NA,NA,2110,910,0,Official TV timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Both Gach,Timmy Allen,Riley Battin,Branden Carlson,Cody Riley,Jake Kyman,Jules Bernard,David Singleton,Jaime Jaquez Jr.
