season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number
2023-24,2023-12-06,2575620,1,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1383,DePaul,NA,NA,NA,Starting Lineup - Da'Sean Nelson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2023-24,2023-12-06,2575620,1,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1383,DePaul,NA,NA,NA,Starting Lineup - Elijah Fisher,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2023-24,2023-12-06,2575620,1,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1652,Texas A&M,NA,NA,NA,Starting Lineup - Wade Taylor IV,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2023-24,2023-12-06,2575620,1,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1652,Texas A&M,NA,NA,NA,Starting Lineup - Jace Carter,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2023-24,2023-12-06,2575620,1,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1652,Texas A&M,NA,NA,NA,Starting Lineup - Hayden Hefner,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2023-24,2023-12-06,2575620,1,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1383,DePaul,NA,NA,NA,Starting Lineup - Jeremiah Oden,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2023-24,2023-12-06,2575620,1,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1652,Texas A&M,NA,NA,NA,Starting Lineup - Wildens Leveque,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2023-24,2023-12-06,2575620,1,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1652,Texas A&M,NA,NA,NA,Starting Lineup - Henry Coleman III,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2023-24,2023-12-06,2575620,1,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1383,DePaul,NA,NA,NA,Starting Lineup - Caleb Murphy,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2023-24,2023-12-06,2575620,1,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1383,DePaul,NA,NA,NA,Starting Lineup - Chico Carter Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2023-24,2023-12-06,2575620,2,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Texas A&M,1
2023-24,2023-12-06,2575620,3,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1652,Texas A&M,2381,1181,19,Henry Coleman III misses a jump shot from 11 feet out.,missed,FALSE,FALSE,Jump Shot,27.6,16.049999999999997,1230362,Henry Coleman III,NA,0,Texas A&M,Texas A&M,1
2023-24,2023-12-06,2575620,4,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1383,DePaul,2381,1181,0,Elijah Fisher with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Texas A&M,DePaul,1
2023-24,2023-12-06,2575620,5,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1383,DePaul,2362,1162,19,Jeremiah Oden misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,7.199999999999999,24.35,1231702,Jeremiah Oden,NA,0,DePaul,DePaul,2
2023-24,2023-12-06,2575620,6,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,0,0,0,1652,Texas A&M,2362,1162,0,Wildens Leveque with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,DePaul,Texas A&M,2
2023-24,2023-12-06,2575620,7,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,2,0,2,1652,Texas A&M,2343,1143,19,Henry Coleman III dunks. Wade Taylor IV with the assist.,made,FALSE,FALSE,Dunk Shot,26,6.25,1230362,Henry Coleman III,Wade Taylor IV,0,Texas A&M,DePaul,3
2023-24,2023-12-06,2575620,8,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,2,0,2,1383,DePaul,2320,1120,23,Elijah Fisher misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,1408174,Elijah Fisher,NA,0,DePaul,DePaul,4
2023-24,2023-12-06,2575620,9,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,2,0,2,1383,DePaul,2320,1120,0,Elijah Fisher with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,DePaul,DePaul,4
2023-24,2023-12-06,2575620,10,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,2,0,2,1383,DePaul,2313,1113,7,Hayden Hefner steals the ball from Caleb Murphy.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,DePaul,Texas A&M,4
2023-24,2023-12-06,2575620,11,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,5,0,5,1652,Texas A&M,2295,1095,18,Wade Taylor IV makes a 3-point jump shot from 24 feet out. Jace Carter with the assist.,made,FALSE,TRUE,Jump Shot,7.100000000000001,21.849999999999994,1347527,Wade Taylor IV,Jace Carter,0,Texas A&M,DePaul,5
2023-24,2023-12-06,2575620,12,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,5,0,5,1652,Texas A&M,2283,1083,12,Personal foul committed by Wade Taylor IV.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,DePaul,DePaul,6
2023-24,2023-12-06,2575620,13,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,5,2,3,1383,DePaul,2265,1065,18,Da'Sean Nelson makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,1409174,Da'Sean Nelson,NA,0,DePaul,Texas A&M,6
2023-24,2023-12-06,2575620,14,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,8,2,6,1652,Texas A&M,2253,1053,12,Jace Carter makes a 3-point jump shot from 23 feet out. Henry Coleman III with the assist.,made,FALSE,TRUE,Jump Shot,15.700000000000003,26.549999999999997,1327803,Jace Carter,Henry Coleman III,0,Texas A&M,DePaul,7
2023-24,2023-12-06,2575620,15,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,8,5,3,1383,DePaul,2227,1027,26,Chico Carter Jr. makes a 3-point jump shot from 24 feet out. Da'Sean Nelson with the assist.,made,FALSE,TRUE,Jump Shot,19.3,28.65,1175997,Chico Carter Jr.,Da'Sean Nelson,0,DePaul,Texas A&M,8
2023-24,2023-12-06,2575620,16,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,11,5,6,1652,Texas A&M,2217,1017,10,Jace Carter makes a 3-point jump shot from 23 feet out. Wade Taylor IV with the assist.,made,FALSE,TRUE,Jump Shot,6.399999999999999,19.25,1327803,Jace Carter,Wade Taylor IV,0,Texas A&M,DePaul,9
2023-24,2023-12-06,2575620,17,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,11,5,6,1383,DePaul,2199,999,18,Chico Carter Jr. misses a 3-point jump shot from 25 feet out.,missed,FALSE,TRUE,Jump Shot,11.1,26.55,1175997,Chico Carter Jr.,NA,0,DePaul,DePaul,10
2023-24,2023-12-06,2575620,18,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,11,5,6,1652,Texas A&M,2199,999,0,Henry Coleman III with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,DePaul,Texas A&M,10
2023-24,2023-12-06,2575620,19,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,11,5,6,1652,Texas A&M,2190,990,9,Jace Carter misses a 3-point jump shot from 25 feet out.,missed,FALSE,TRUE,Jump Shot,33.4,28.650000000000006,1327803,Jace Carter,NA,0,Texas A&M,Texas A&M,11
2023-24,2023-12-06,2575620,20,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,11,5,6,1652,Texas A&M,2190,990,0,Henry Coleman III with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Texas A&M,Texas A&M,11
2023-24,2023-12-06,2575620,21,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,13,5,8,1652,Texas A&M,2181,981,9,Henry Coleman III dunks.,made,FALSE,FALSE,Dunk Shot,26,6.25,1230362,Henry Coleman III,NA,0,Texas A&M,DePaul,11
2023-24,2023-12-06,2575620,22,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,13,5,8,1383,DePaul,2162,962,19,Andersson Garcia blocks a Caleb Murphy dunk.,missed,FALSE,FALSE,Dunk Shot,26,6.25,1231912,Caleb Murphy,NA,0,DePaul,DePaul,12
2023-24,2023-12-06,2575620,23,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,13,5,8,1652,Texas A&M,2162,962,0,Henry Coleman III with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,DePaul,Texas A&M,12
2023-24,2023-12-06,2575620,24,0,1,Texas A&M,DePaul,Aggies,Blue Demons,4,4,16,5,11,1652,Texas A&M,2142,942,20,Andersson Garcia makes a 3-point jump shot from 25 feet out. Hayden Hefner with the assist.,made,FALSE,TRUE,Jump Shot,20.3,29.650000000000006,1232539,Andersson Garcia,Hayden Hefner,0,Texas A&M,DePaul,13
