season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2020-21,2021-02-06,2287056,1,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,0,0,0,1499,Michigan State,NA,NA,NA,Starting Lineup - Joshua Langford,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,1,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Lat Mayen,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,1,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Trey McGowens,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,1,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Dalano Banton,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,1,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,0,0,0,1499,Michigan State,NA,NA,NA,Starting Lineup - Marcus Bingham Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,1,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Teddy Allen,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,1,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,0,0,0,1499,Michigan State,NA,NA,NA,Starting Lineup - Aaron Henry,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,1,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,0,0,0,1499,Michigan State,NA,NA,NA,Starting Lineup - Joey Hauser,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,1,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,0,0,0,1527,Nebraska,NA,NA,NA,Starting Lineup - Derrick Walker,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,1,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,0,0,0,1499,Michigan State,NA,NA,NA,Starting Lineup - Foster Loyer,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,2,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Michigan State,1,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,3,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,2,0,2,1499,Michigan State,2378,1178,22,Aaron Henry makes a jump shot from 18 feet out.,made,FALSE,FALSE,Jump Shot,39.7,15.049999999999997,1133812,Aaron Henry,NA,0,Michigan State,Nebraska,1,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,4,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,2,0,2,1527,Nebraska,2362,1162,16,Foster Loyer steals the ball from Derrick Walker.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Nebraska,Michigan State,2,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,5,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,2,0,2,1499,Michigan State,2347,1147,15,Joshua Langford misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,46.5,16.049999999999997,957477,Joshua Langford,NA,0,Michigan State,Michigan State,3,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,6,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,2,0,2,1527,Nebraska,2347,1147,0,Teddy Allen with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Michigan State,Nebraska,3,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,7,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,2,0,2,1527,Nebraska,2334,1134,13,Teddy Allen misses a jump shot from 15 feet out.,missed,FALSE,FALSE,Jump Shot,13.2,13.65,1060984,Teddy Allen,NA,0,Nebraska,Nebraska,4,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
2020-21,2021-02-06,2287056,8,0,1,Michigan State,Nebraska,Spartans,Cornhuskers,4,4,2,0,2,1527,Nebraska,2334,1134,0,Teddy Allen with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Nebraska,Nebraska,4,NA,Joshua Langford,Marcus Bingham Jr.,Aaron Henry,Joey Hauser,Foster Loyer,Lat Mayen,Trey McGowens,Dalano Banton,Teddy Allen,Derrick Walker
