season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4
2015-16,2016-02-11,1587536,1,0,1,California,Oregon,Golden Bears,Ducks,4,4,0,0,0,1338,California,NA,NA,NA,Starting Lineup - Jabari Bird,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jabari Bird,Sam Singer,Kingsley Okoroh,Jaylen Brown,Ivan Rabb,Casey Benson,Dillon Brooks,Tyler Dorsey,Chris Boucher
2015-16,2016-02-11,1587536,1,0,1,California,Oregon,Golden Bears,Ducks,4,4,0,0,0,1338,California,NA,NA,NA,Starting Lineup - Sam Singer,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jabari Bird,Sam Singer,Kingsley Okoroh,Jaylen Brown,Ivan Rabb,Casey Benson,Dillon Brooks,Tyler Dorsey,Chris Boucher
2015-16,2016-02-11,1587536,1,0,1,California,Oregon,Golden Bears,Ducks,4,4,0,0,0,1338,California,NA,NA,NA,Starting Lineup - Kingsley Okoroh,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jabari Bird,Sam Singer,Kingsley Okoroh,Jaylen Brown,Ivan Rabb,Casey Benson,Dillon Brooks,Tyler Dorsey,Chris Boucher
2015-16,2016-02-11,1587536,1,0,1,California,Oregon,Golden Bears,Ducks,4,4,0,0,0,1562,Oregon,NA,NA,NA,Starting Lineup - Casey Benson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jabari Bird,Sam Singer,Kingsley Okoroh,Jaylen Brown,Ivan Rabb,Casey Benson,Dillon Brooks,Tyler Dorsey,Chris Boucher
2015-16,2016-02-11,1587536,1,0,1,California,Oregon,Golden Bears,Ducks,4,4,0,0,0,1562,Oregon,NA,NA,NA,Starting Lineup - Dillon Brooks,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jabari Bird,Sam Singer,Kingsley Okoroh,Jaylen Brown,Ivan Rabb,Casey Benson,Dillon Brooks,Tyler Dorsey,Chris Boucher
2015-16,2016-02-11,1587536,1,0,1,California,Oregon,Golden Bears,Ducks,4,4,0,0,0,1338,California,NA,NA,NA,Starting Lineup - Jaylen Brown,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jabari Bird,Sam Singer,Kingsley Okoroh,Jaylen Brown,Ivan Rabb,Casey Benson,Dillon Brooks,Tyler Dorsey,Chris Boucher
2015-16,2016-02-11,1587536,1,0,1,California,Oregon,Golden Bears,Ducks,4,4,0,0,0,1338,California,NA,NA,NA,Starting Lineup - Ivan Rabb,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jabari Bird,Sam Singer,Kingsley Okoroh,Jaylen Brown,Ivan Rabb,Casey Benson,Dillon Brooks,Tyler Dorsey,Chris Boucher
2015-16,2016-02-11,1587536,1,0,1,California,Oregon,Golden Bears,Ducks,4,4,0,0,0,1562,Oregon,NA,NA,NA,Starting Lineup - Tyler Dorsey,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jabari Bird,Sam Singer,Kingsley Okoroh,Jaylen Brown,Ivan Rabb,Casey Benson,Dillon Brooks,Tyler Dorsey,Chris Boucher
2015-16,2016-02-11,1587536,1,0,1,California,Oregon,Golden Bears,Ducks,4,4,0,0,0,1562,Oregon,NA,NA,NA,Starting Lineup - Chris Boucher,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jabari Bird,Sam Singer,Kingsley Okoroh,Jaylen Brown,Ivan Rabb,Casey Benson,Dillon Brooks,Tyler Dorsey,Chris Boucher
2015-16,2016-02-11,1587536,2,0,1,California,Oregon,Golden Bears,Ducks,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,California,1,NA,Jabari Bird,Sam Singer,Kingsley Okoroh,Jaylen Brown,Ivan Rabb,Casey Benson,Dillon Brooks,Tyler Dorsey,Chris Boucher
