season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number
2015-16,2016-03-06,1576476,1,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,0,0,0,1567,Penn State,NA,NA,NA,Starting Lineup - Brandon Taylor,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2015-16,2016-03-06,1576476,1,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,0,0,0,1567,Penn State,NA,NA,NA,Starting Lineup - Jordan Dickerson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2015-16,2016-03-06,1576476,1,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,0,0,0,1443,Illinois,NA,NA,NA,Starting Lineup - Jaylon Tate,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2015-16,2016-03-06,1576476,1,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,0,0,0,1443,Illinois,NA,NA,NA,Starting Lineup - Malcolm Hill,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2015-16,2016-03-06,1576476,1,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,0,0,0,1443,Illinois,NA,NA,NA,Starting Lineup - Maverick Morgan,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2015-16,2016-03-06,1576476,1,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,0,0,0,1443,Illinois,NA,NA,NA,Starting Lineup - Kendrick Nunn,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2015-16,2016-03-06,1576476,1,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,0,0,0,1567,Penn State,NA,NA,NA,Starting Lineup - Payton Banks,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2015-16,2016-03-06,1576476,1,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,0,0,0,1567,Penn State,NA,NA,NA,Starting Lineup - Shep Garner,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2015-16,2016-03-06,1576476,1,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,0,0,0,1443,Illinois,NA,NA,NA,Starting Lineup - Jalen Coleman-Lands,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2015-16,2016-03-06,1576476,1,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,0,0,0,1567,Penn State,NA,NA,NA,Starting Lineup - Josh Reaves,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2015-16,2016-03-06,1576476,2,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Penn State,1
2015-16,2016-03-06,1576476,18,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,2,0,2,1567,Penn State,2384,1184,16,Josh Reaves makes a jump shot from 9 feet out.,made,FALSE,FALSE,Jump Shot,31.5,11.150000000000006,882750,Josh Reaves,NA,0,Penn State,Illinois,1
2015-16,2016-03-06,1576476,28,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,2,0,2,1567,Penn State,2359,1159,25,Shooting foul committed by Shep Garner.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Illinois,Illinois,2
2015-16,2016-03-06,1576476,29,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,2,1,1,1443,Illinois,2359,1159,0,Malcolm Hill makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Illinois,Illinois,2
2015-16,2016-03-06,1576476,30,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,2,2,0,1443,Illinois,2359,1159,0,Malcolm Hill makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Illinois,Penn State,2
2015-16,2016-03-06,1576476,32,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,2,2,0,1567,Penn State,2336,1136,23,Jordan Dickerson misses a jump shot from 10 feet out.,missed,FALSE,FALSE,Jump Shot,27.5,15.150000000000006,715215,Jordan Dickerson,NA,0,Penn State,Penn State,3
2015-16,2016-03-06,1576476,33,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,2,2,0,1443,Illinois,2336,1136,0,Jalen Coleman-Lands with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Penn State,Illinois,3
2015-16,2016-03-06,1576476,34,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,2,2,0,1443,Illinois,2327,1127,9,Josh Reaves blocks a Kendrick Nunn jump shot from 7 feet out.,missed,FALSE,FALSE,Jump Shot,18.5,5.45,741931,Kendrick Nunn,NA,0,Illinois,Illinois,4
2015-16,2016-03-06,1576476,35,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,2,2,0,1567,Penn State,2327,1127,0,Josh Reaves with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Illinois,Penn State,4
2015-16,2016-03-06,1576476,36,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,5,2,3,1567,Penn State,2309,1109,18,Shep Garner makes a 3-point jump shot from 24 feet out. Josh Reaves with the assist.,made,FALSE,TRUE,Jump Shot,45.2,18.450000000000003,844063,Shep Garner,Josh Reaves,0,Penn State,Illinois,5
2015-16,2016-03-06,1576476,38,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,5,2,3,1443,Illinois,2278,1078,31,Maverick Morgan misses a jump shot from 8 feet out.,missed,FALSE,FALSE,Jump Shot,20,11.25,741930,Maverick Morgan,NA,0,Illinois,Illinois,6
2015-16,2016-03-06,1576476,39,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,5,2,3,1567,Penn State,2278,1078,0,Jordan Dickerson with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Illinois,Penn State,6
2015-16,2016-03-06,1576476,40,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,5,2,3,1567,Penn State,2261,1061,17,Brandon Taylor misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,46.7,20.150000000000006,691460,Brandon Taylor,NA,0,Penn State,Penn State,7
2015-16,2016-03-06,1576476,41,0,1,Penn State,Illinois,Nittany Lions,Fighting Illini,4,4,5,2,3,1443,Illinois,2261,1061,0,Khalid Lewis with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Penn State,Illinois,7
