season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,away_1,away_2,away_3,away_4,away_5
2015-16,2016-01-29,1591469,1,0,1,Oakland,Wright State,Golden Grizzlies,Raiders,4,4,0,0,0,1555,Oakland,NA,NA,NA,Starting Lineup - Sherron Dorsey-Walker,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sherron Dorsey-Walker,Nick Daniels,Kahlil Felder,Brad Brechting,Mark Alstork,Grant Benzinger,Michael Karena,Joe Thomasson,Mark Hughes
2015-16,2016-01-29,1591469,1,0,1,Oakland,Wright State,Golden Grizzlies,Raiders,4,4,0,0,0,1555,Oakland,NA,NA,NA,Starting Lineup - Nick Daniels,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sherron Dorsey-Walker,Nick Daniels,Kahlil Felder,Brad Brechting,Mark Alstork,Grant Benzinger,Michael Karena,Joe Thomasson,Mark Hughes
2015-16,2016-01-29,1591469,1,0,1,Oakland,Wright State,Golden Grizzlies,Raiders,4,4,0,0,0,1555,Oakland,NA,NA,NA,Starting Lineup - Kahlil Felder,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sherron Dorsey-Walker,Nick Daniels,Kahlil Felder,Brad Brechting,Mark Alstork,Grant Benzinger,Michael Karena,Joe Thomasson,Mark Hughes
2015-16,2016-01-29,1591469,1,0,1,Oakland,Wright State,Golden Grizzlies,Raiders,4,4,0,0,0,1706,Wright State,NA,NA,NA,Starting Lineup - Mark Alstork,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sherron Dorsey-Walker,Nick Daniels,Kahlil Felder,Brad Brechting,Mark Alstork,Grant Benzinger,Michael Karena,Joe Thomasson,Mark Hughes
2015-16,2016-01-29,1591469,1,0,1,Oakland,Wright State,Golden Grizzlies,Raiders,4,4,0,0,0,1706,Wright State,NA,NA,NA,Starting Lineup - Grant Benzinger,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sherron Dorsey-Walker,Nick Daniels,Kahlil Felder,Brad Brechting,Mark Alstork,Grant Benzinger,Michael Karena,Joe Thomasson,Mark Hughes
2015-16,2016-01-29,1591469,1,0,1,Oakland,Wright State,Golden Grizzlies,Raiders,4,4,0,0,0,1706,Wright State,NA,NA,NA,Starting Lineup - Michael Karena,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sherron Dorsey-Walker,Nick Daniels,Kahlil Felder,Brad Brechting,Mark Alstork,Grant Benzinger,Michael Karena,Joe Thomasson,Mark Hughes
2015-16,2016-01-29,1591469,1,0,1,Oakland,Wright State,Golden Grizzlies,Raiders,4,4,0,0,0,1706,Wright State,NA,NA,NA,Starting Lineup - Joe Thomasson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sherron Dorsey-Walker,Nick Daniels,Kahlil Felder,Brad Brechting,Mark Alstork,Grant Benzinger,Michael Karena,Joe Thomasson,Mark Hughes
2015-16,2016-01-29,1591469,1,0,1,Oakland,Wright State,Golden Grizzlies,Raiders,4,4,0,0,0,1555,Oakland,NA,NA,NA,Starting Lineup - Brad Brechting,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sherron Dorsey-Walker,Nick Daniels,Kahlil Felder,Brad Brechting,Mark Alstork,Grant Benzinger,Michael Karena,Joe Thomasson,Mark Hughes
2015-16,2016-01-29,1591469,1,0,1,Oakland,Wright State,Golden Grizzlies,Raiders,4,4,0,0,0,1706,Wright State,NA,NA,NA,Starting Lineup - Mark Hughes,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sherron Dorsey-Walker,Nick Daniels,Kahlil Felder,Brad Brechting,Mark Alstork,Grant Benzinger,Michael Karena,Joe Thomasson,Mark Hughes
2015-16,2016-01-29,1591469,2,0,1,Oakland,Wright State,Golden Grizzlies,Raiders,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Oakland,1,NA,Sherron Dorsey-Walker,Nick Daniels,Kahlil Felder,Brad Brechting,Mark Alstork,Grant Benzinger,Michael Karena,Joe Thomasson,Mark Hughes
