season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4
2015-16,2015-12-19,1587757,1,0,1,Houston,Eastern Illinois,Cougars,Panthers,4,4,0,0,0,1436,Houston,NA,NA,NA,Starting Lineup - Ronnie Johnson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Ronnie Johnson,Danrad Knowles,Damyean Dotson,Devonta Pollard,Galen Robinson Jr.,Cornell Johnston,Trae Anderson,Casey Teson,A.J. Riley
2015-16,2015-12-19,1587757,1,0,1,Houston,Eastern Illinois,Cougars,Panthers,4,4,0,0,0,1436,Houston,NA,NA,NA,Starting Lineup - Danrad Knowles,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Ronnie Johnson,Danrad Knowles,Damyean Dotson,Devonta Pollard,Galen Robinson Jr.,Cornell Johnston,Trae Anderson,Casey Teson,A.J. Riley
2015-16,2015-12-19,1587757,1,0,1,Houston,Eastern Illinois,Cougars,Panthers,4,4,0,0,0,1436,Houston,NA,NA,NA,Starting Lineup - Damyean Dotson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Ronnie Johnson,Danrad Knowles,Damyean Dotson,Devonta Pollard,Galen Robinson Jr.,Cornell Johnston,Trae Anderson,Casey Teson,A.J. Riley
2015-16,2015-12-19,1587757,1,0,1,Houston,Eastern Illinois,Cougars,Panthers,4,4,0,0,0,1436,Houston,NA,NA,NA,Starting Lineup - Devonta Pollard,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Ronnie Johnson,Danrad Knowles,Damyean Dotson,Devonta Pollard,Galen Robinson Jr.,Cornell Johnston,Trae Anderson,Casey Teson,A.J. Riley
2015-16,2015-12-19,1587757,1,0,1,Houston,Eastern Illinois,Cougars,Panthers,4,4,0,0,0,1392,Eastern Illinois,NA,NA,NA,Starting Lineup - Cornell Johnston,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Ronnie Johnson,Danrad Knowles,Damyean Dotson,Devonta Pollard,Galen Robinson Jr.,Cornell Johnston,Trae Anderson,Casey Teson,A.J. Riley
2015-16,2015-12-19,1587757,1,0,1,Houston,Eastern Illinois,Cougars,Panthers,4,4,0,0,0,1392,Eastern Illinois,NA,NA,NA,Starting Lineup - Trae Anderson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Ronnie Johnson,Danrad Knowles,Damyean Dotson,Devonta Pollard,Galen Robinson Jr.,Cornell Johnston,Trae Anderson,Casey Teson,A.J. Riley
2015-16,2015-12-19,1587757,1,0,1,Houston,Eastern Illinois,Cougars,Panthers,4,4,0,0,0,1436,Houston,NA,NA,NA,Starting Lineup - Galen Robinson Jr.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Ronnie Johnson,Danrad Knowles,Damyean Dotson,Devonta Pollard,Galen Robinson Jr.,Cornell Johnston,Trae Anderson,Casey Teson,A.J. Riley
2015-16,2015-12-19,1587757,1,0,1,Houston,Eastern Illinois,Cougars,Panthers,4,4,0,0,0,1392,Eastern Illinois,NA,NA,NA,Starting Lineup - Casey Teson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Ronnie Johnson,Danrad Knowles,Damyean Dotson,Devonta Pollard,Galen Robinson Jr.,Cornell Johnston,Trae Anderson,Casey Teson,A.J. Riley
2015-16,2015-12-19,1587757,1,0,1,Houston,Eastern Illinois,Cougars,Panthers,4,4,0,0,0,1392,Eastern Illinois,NA,NA,NA,Starting Lineup - A.J. Riley,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Ronnie Johnson,Danrad Knowles,Damyean Dotson,Devonta Pollard,Galen Robinson Jr.,Cornell Johnston,Trae Anderson,Casey Teson,A.J. Riley
2015-16,2015-12-19,1587757,2,0,1,Houston,Eastern Illinois,Cougars,Panthers,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Houston,1,NA,Ronnie Johnson,Danrad Knowles,Damyean Dotson,Devonta Pollard,Galen Robinson Jr.,Cornell Johnston,Trae Anderson,Casey Teson,A.J. Riley
