season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5,away_6,away_7
2015-16,2015-12-30,1588671,131,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,14,9,5,1909,Francis Marion,1839,639,0,Judah Alexander misses free throw 2 of 2.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,Francis Marion,39,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,David Jerome,Detrek Browning,David Jerome,Nick Talko
2015-16,2015-12-30,1588671,132,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,14,9,5,1611,South Carolina,1839,639,0,Chris Silva with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,South Carolina,39,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,David Jerome,Detrek Browning,David Jerome,Nick Talko
2015-16,2015-12-30,1588671,134,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,14,9,5,1611,South Carolina,1827,627,12,Sindarius Thornwell misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,43.3,20.450000000000003,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,40,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,David Jerome,Detrek Browning,David Jerome,Nick Talko
2015-16,2015-12-30,1588671,135,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,14,9,5,1611,South Carolina,1827,627,0,Eric Cobb with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,40,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,David Jerome,Detrek Browning,David Jerome,Nick Talko
2015-16,2015-12-30,1588671,136,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,16,9,7,1611,South Carolina,1819,619,8,Eric Cobb makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,886443,Eric Cobb,NA,0,South Carolina,Francis Marion,40,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,David Jerome,Detrek Browning,David Jerome,Nick Talko
2015-16,2015-12-30,1588671,137,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,16,9,7,1909,Francis Marion,1800,600,19,Mike Davis Jr. misses a jump shot from 15 feet out.,missed,FALSE,FALSE,Jump Shot,14.2,16.05,897408,Mike Davis Jr.,NA,0,Francis Marion,Francis Marion,41,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,David Jerome,Detrek Browning,David Jerome,Nick Talko
2015-16,2015-12-30,1588671,138,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,16,9,7,1611,South Carolina,1800,600,0,Chris Silva with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,South Carolina,41,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,David Jerome,Detrek Browning,David Jerome,Nick Talko
2015-16,2015-12-30,1588671,140,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,16,9,7,1909,Francis Marion,1789,589,11,Personal foul committed by David Jerome.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,42,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,David Jerome,Detrek Browning,David Jerome,Nick Talko
2015-16,2015-12-30,1588671,141,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,16,9,7,1909,Francis Marion,1789,589,0,Substitution: Samson Nnaji in for David Jerome.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,141,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,16,9,7,1909,Francis Marion,1789,589,0,Substitution: Samson Nnaji in for David Jerome.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,142,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,16,9,7,1909,Francis Marion,1789,589,0,Substitution: Nick Talko in for Mike Davis Jr..,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Sub already in game,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,142,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,16,9,7,1909,Francis Marion,1789,589,0,Substitution: Nick Talko in for Mike Davis Jr..,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Sub already in game,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,143,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,16,9,7,1611,South Carolina,1789,589,0,Duane Notice misses free throw 1 of 2.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,42,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,145,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1789,589,0,Duane Notice makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Francis Marion,42,NA,Duane Notice,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,146,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1789,589,0,Substitution: PJ Dozier in for Duane Notice.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,148,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1778,578,11,Mykel Harris misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,14.9,26.45,605794,Mykel Harris,NA,0,Francis Marion,Francis Marion,43,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,149,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1778,578,0,PJ Dozier with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,South Carolina,43,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,151,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1765,565,13,Shooting foul committed by Samson Nnaji.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,44,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,151,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1765,565,0,Shooting foul committed by Samson Nnaji.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,44,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,152,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1765,565,0,Eric Cobb misses free throw 1 of 2.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,44,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Samson Nnaji,Detrek Browning,Samson Nnaji,Nick Talko
2015-16,2015-12-30,1588671,154,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1765,565,0,Substitution: Alante Fenner in for Samson Nnaji.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,154,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1765,565,0,Substitution: Alante Fenner in for Samson Nnaji.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,155,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1765,565,0,Eric Cobb misses free throw 2 of 2.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,44,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,156,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1765,565,0,Mykel Harris with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Francis Marion,44,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,158,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1735,535,30,Justin McKie blocks a Judah Alexander layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,897410,Judah Alexander,NA,0,Francis Marion,Francis Marion,45,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,167,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1731,531,4,Eric Cobb blocks a Mykel Harris layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,605794,Mykel Harris,NA,0,Francis Marion,Francis Marion,45,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,168,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1731,531,0,Sindarius Thornwell with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,South Carolina,45,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,170,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1726,526,5,Alante Fenner steals the ball from PJ Dozier.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Francis Marion,46,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,171,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1721,521,5,Alante Fenner misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,796431,Alante Fenner,NA,0,Francis Marion,Francis Marion,47,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,172,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1721,521,0,Sindarius Thornwell with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,South Carolina,47,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,181,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1720,520,1,Sindarius Thornwell misses a 3-point jump shot from 25 feet out.,missed,FALSE,TRUE,Jump Shot,46.9,17.549999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,48,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,182,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1720,520,0,Nick Talko with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Francis Marion,48,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,182,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1720,520,0,Nick Talko with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Francis Marion,49,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,183,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1720,520,0,Shooting foul committed by Chris Silva.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,Francis Marion,50,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,184,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1720,520,0,Detrek Browning misses free throw 1 of 2.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,Francis Marion,50,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,186,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1720,520,0,Detrek Browning misses free throw 2 of 2.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,Francis Marion,50,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,187,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1720,520,0,Mindaugas Kacinas with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,South Carolina,50,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,189,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1716,516,4,Judah Alexander steals the ball from PJ Dozier.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Francis Marion,51,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,190,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1713,513,3,Detrek Browning misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,897406,Detrek Browning,NA,0,Francis Marion,Francis Marion,52,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,191,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1713,513,0,Alante Fenner with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,Francis Marion,52,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,192,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1708,508,5,Alante Fenner misses a jump shot from 9 feet out.,missed,FALSE,FALSE,Jump Shot,23.6,14.55,796431,Alante Fenner,NA,0,Francis Marion,Francis Marion,52,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,193,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1708,508,0,Judah Alexander with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,Francis Marion,52,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,194,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1695,495,13,Detrek Browning misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,13.2,25.95,897406,Detrek Browning,NA,0,Francis Marion,South Carolina,52,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,198,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1673,473,22,Justin McKie misses a jump shot from 13 feet out.,missed,FALSE,FALSE,Jump Shot,23,17.75,745887,Justin McKie,NA,0,South Carolina,South Carolina,53,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,199,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1673,473,0,Nick Talko with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Francis Marion,53,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,199,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1673,473,0,Nick Talko with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Francis Marion,54,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,201,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1655,455,18,Offensive foul committed by Alante Fenner.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,Francis Marion,55,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,202,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1655,455,0,Alante Fenner with a turnover,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Francis Marion,South Carolina,55,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,203,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,NA,NA,1655,455,0,Official TV timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,204,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1655,455,0,Substitution: Mike Davis Jr. in for Detrek Browning.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Sub already in game,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Mykel Harris,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,205,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1655,455,0,Substitution: Kenneth Jackson in for Mykel Harris.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Kenneth Jackson,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,205,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1909,Francis Marion,1655,455,0,Substitution: Kenneth Jackson in for Mykel Harris.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Kenneth Jackson,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,206,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1655,455,0,Substitution: Eric Cobb in for PJ Dozier.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Sub already in game,PJ Dozier,Chris Silva,Eric Cobb,Sindarius Thornwell,Justin McKie,Kenneth Jackson,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,207,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1655,455,0,Substitution: Marcus Stroman in for Chris Silva.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,PJ Dozier,Marcus Stroman,Eric Cobb,Sindarius Thornwell,Justin McKie,Kenneth Jackson,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,208,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1655,455,0,Substitution: Duane Notice in for Justin McKie.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,PJ Dozier,Marcus Stroman,Eric Cobb,Sindarius Thornwell,Duane Notice,Kenneth Jackson,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
2015-16,2015-12-30,1588671,211,0,1,South Carolina,Francis Marion,Gamecocks,Patriots,4,4,17,9,8,1611,South Carolina,1635,435,20,Offensive foul committed by Sindarius Thornwell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,Francis Marion,56,NA,PJ Dozier,Marcus Stroman,Eric Cobb,Sindarius Thornwell,Duane Notice,Kenneth Jackson,Mike Davis Jr.,Judah Alexander,Alante Fenner,Detrek Browning,Alante Fenner,Nick Talko
