season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4
2013-14,2014-03-08,1358666,1,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,1605,SMU,NA,NA,NA,Starting Lineup - Nick Russell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,1,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,1605,SMU,NA,NA,NA,Starting Lineup - Shawn Williams,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,1,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,1493,Memphis,NA,NA,NA,Starting Lineup - Joe Jackson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,1,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,1493,Memphis,NA,NA,NA,Starting Lineup - Chris Crawford,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,1,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,1605,SMU,NA,NA,NA,Starting Lineup - Nic Moore,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,1,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,1493,Memphis,NA,NA,NA,Starting Lineup - Shaq Goodwin,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,1,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,1493,Memphis,NA,NA,NA,Starting Lineup - Geron Johnson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,1,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,1605,SMU,NA,NA,NA,Starting Lineup - Sterling Brown,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,1,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,1493,Memphis,NA,NA,NA,Starting Lineup - Austin Nichols,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,2,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Memphis,1,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,6,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,1605,SMU,2396,1196,4,Personal foul committed by Cannen Cunningham.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Memphis,Memphis,1,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,9,0,1,Memphis,SMU,Tigers,Mustangs,4,4,0,0,0,1605,SMU,2382,1182,14,Shooting foul committed by Cannen Cunningham.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Memphis,Memphis,1,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,10,0,1,Memphis,SMU,Tigers,Mustangs,4,4,1,0,1,1493,Memphis,2382,1182,0,Shaq Goodwin makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Memphis,Memphis,1,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,11,0,1,Memphis,SMU,Tigers,Mustangs,4,4,1,0,1,1605,SMU,2382,1182,0,Substitution: Yanick Moreira in for Cannen Cunningham.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Player leaving not previously in game,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,12,0,1,Memphis,SMU,Tigers,Mustangs,4,4,2,0,2,1493,Memphis,2382,1182,0,Shaq Goodwin makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Memphis,SMU,1,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,15,0,1,Memphis,SMU,Tigers,Mustangs,4,4,2,0,2,1493,Memphis,2364,1164,18,Personal foul committed by Chris Crawford.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,SMU,SMU,2,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,17.5,0,1,Memphis,SMU,Tigers,Mustangs,4,4,2,0,2,1605,SMU,2349,1149,15,Yanick Moreira with a turnover - Lost Ball,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,SMU,Memphis,2,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,18,0,1,Memphis,SMU,Tigers,Mustangs,4,4,2,0,2,1493,Memphis,2324,1124,25,Chris Crawford misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,9.899999999999999,22.349999999999994,551759,Chris Crawford,NA,0,Memphis,Memphis,3,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,19,0,1,Memphis,SMU,Tigers,Mustangs,4,4,2,0,2,1605,SMU,2324,1124,0,Yanick Moreira with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Memphis,SMU,3,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,23,0,1,Memphis,SMU,Tigers,Mustangs,4,4,2,0,2,1493,Memphis,2304,1104,20,Personal foul committed by Shaq Goodwin.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,SMU,SMU,4,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
2013-14,2014-03-08,1358666,27,0,1,Memphis,SMU,Tigers,Mustangs,4,4,2,0,2,1605,SMU,2297,1097,7,Yanick Moreira misses a layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,740343,Yanick Moreira,NA,0,SMU,SMU,4,NA,Joe Jackson,Chris Crawford,Shaq Goodwin,Geron Johnson,Austin Nichols,Nick Russell,Shawn Williams,Nic Moore,Sterling Brown
