season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5,away_6
2013-14,2014-01-04,1361996,1,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1497,Miami (OH),NA,NA,NA,Starting Lineup - Will Felder,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,1,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1489,Massachusetts,NA,NA,NA,Starting Lineup - Sampson Carter,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,1,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1489,Massachusetts,NA,NA,NA,Starting Lineup - Raphiael Putney,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,1,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1489,Massachusetts,NA,NA,NA,Starting Lineup - Chaz Williams,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,1,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1489,Massachusetts,NA,NA,NA,Starting Lineup - Cady Lalanne,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,1,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1497,Miami (OH),NA,NA,NA,Starting Lineup - Quinten Rollins,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,1,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1489,Massachusetts,NA,NA,NA,Starting Lineup - Derrick Gordon,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,1,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1497,Miami (OH),NA,NA,NA,Starting Lineup - Will Sullivan,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,1,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1497,Miami (OH),NA,NA,NA,Starting Lineup - Eric Washington,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,1,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1497,Miami (OH),NA,NA,NA,Starting Lineup - Geovonie McKnight,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,1,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1497,Miami (OH),NA,NA,NA,Starting Lineup - Joshua Oswald,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,2,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Massachusetts,1,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,5,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1497,Miami (OH),2379,1179,21,Personal foul committed by Will Sullivan.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Massachusetts,Massachusetts,1,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,9,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1489,Massachusetts,2374,1174,5,Derrick Gordon with a turnover - Traveling,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Massachusetts,Miami (OH),1,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,11,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1497,Miami (OH),2340,1140,34,Quinten Rollins misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,556151,Quinten Rollins,NA,0,Miami (OH),Miami (OH),2,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,12,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1489,Massachusetts,2340,1140,0,Raphiael Putney with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Miami (OH),Massachusetts,2,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,13,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,0,0,1489,Massachusetts,2335,1135,5,Quinten Rollins steals the ball from Chaz Williams.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Massachusetts,Miami (OH),3,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,14,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,2,-2,1497,Miami (OH),2333,1133,2,Quinten Rollins makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,556151,Quinten Rollins,NA,0,Miami (OH),Massachusetts,4,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,16,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,2,-2,1489,Massachusetts,2328,1128,5,Chaz Williams with a turnover - Double Dribble,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Massachusetts,Miami (OH),5,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,19,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,2,-2,1497,Miami (OH),2321,1121,7,Geovonie McKnight with a turnover - Bad Pass,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Miami (OH),Massachusetts,6,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,21,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,2,-2,1489,Massachusetts,2303,1103,18,Quinten Rollins steals the ball from Derrick Gordon.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Massachusetts,Miami (OH),7,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,22,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,0,4,-4,1497,Miami (OH),2299,1099,4,Geovonie McKnight makes a layup. Quinten Rollins with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,713163,Geovonie McKnight,Quinten Rollins,0,Miami (OH),Massachusetts,8,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,23,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1489,Massachusetts,2266,1066,33,Raphiael Putney makes a 3-point jump shot from 27 feet out. Chaz Williams with the assist.,made,FALSE,TRUE,Jump Shot,45,22.25,511032,Raphiael Putney,Chaz Williams,0,Massachusetts,Miami (OH),9,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,25,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1497,Miami (OH),2237,1037,29,Chaz Williams steals the ball from Will Sullivan.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Miami (OH),Massachusetts,10,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,26,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1497,Miami (OH),2237,1037,0,Personal foul committed by Will Sullivan.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Massachusetts,Massachusetts,11,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,28,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1489,Massachusetts,2207,1007,30,Sampson Carter misses a layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,511027,Sampson Carter,NA,0,Massachusetts,Massachusetts,11,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,29,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1497,Miami (OH),2207,1007,0,Willie Moore with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Massachusetts,Miami (OH),11,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,30,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1497,Miami (OH),2199,999,8,Willie Moore misses a layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,697148,Willie Moore,NA,0,Miami (OH),Miami (OH),12,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,31,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1489,Massachusetts,2199,999,0,Cady Lalanne with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Miami (OH),Massachusetts,12,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,32.5,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1489,Massachusetts,2199,999,0,Quinten Rollins steals the ball from Cady Lalanne.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Massachusetts,Miami (OH),13,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,34,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1497,Miami (OH),2180,980,19,Geovonie McKnight misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,713163,Geovonie McKnight,NA,0,Miami (OH),Miami (OH),14,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,35,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1497,Miami (OH),2180,980,0,Joshua Oswald with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Miami (OH),Miami (OH),14,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,36,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1497,Miami (OH),2179,979,1,Joshua Oswald misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,793440,Joshua Oswald,NA,0,Miami (OH),Miami (OH),14,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,38,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1489,Massachusetts,2179,979,0,Personal foul committed by Sampson Carter.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Miami (OH),Miami (OH),14,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,39,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1489,Massachusetts,2179,979,0,Joshua Oswald steals the ball from Cady Lalanne.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Massachusetts,Miami (OH),14,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,41,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1497,Miami (OH),2172,972,7,Will Felder misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,13.4,25.55,509029,Will Felder,NA,0,Miami (OH),Miami (OH),15,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,42,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,3,4,-1,1489,Massachusetts,2172,972,0,Sampson Carter with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Miami (OH),Massachusetts,15,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
2013-14,2014-01-04,1361996,43,0,1,Massachusetts,Miami (OH),Minutemen,RedHawks,4,4,6,4,2,1489,Massachusetts,2165,965,7,Chaz Williams makes a 3-point jump shot from 24 feet out. Derrick Gordon with the assist.,made,FALSE,TRUE,Jump Shot,31.4,28.150000000000006,521998,Chaz Williams,Derrick Gordon,0,Massachusetts,Miami (OH),16,NA,Sampson Carter,Raphiael Putney,Chaz Williams,Cady Lalanne,Derrick Gordon,Will Felder,Quinten Rollins,Will Sullivan,Eric Washington,Geovonie McKnight,Joshua Oswald
