season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,home_6,home_7,home_8,home_9,home_10,away_1,away_2,away_3,away_4,away_5,away_6,away_7,away_8,away_9,away_10
2013-14,2013-11-08,1359429,1,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1491,UMBC,NA,NA,NA,Starting Lineup - Joey Getz,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,1,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1491,UMBC,NA,NA,NA,Starting Lineup - Joey Getz,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,1,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1491,UMBC,NA,NA,NA,Starting Lineup - Malik Garner,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,1,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1491,UMBC,NA,NA,NA,Starting Lineup - Malik Garner,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,1,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1292,Arizona State,NA,NA,NA,Starting Lineup - Shaquielle McKissic,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,1,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1292,Arizona State,NA,NA,NA,Starting Lineup - Shaquielle McKissic,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,1,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1491,UMBC,NA,NA,NA,Starting Lineup - Rodney Elliott,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,1,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1491,UMBC,NA,NA,NA,Starting Lineup - Rodney Elliott,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,1,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1491,UMBC,NA,NA,NA,Starting Lineup - Devarick Houston,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,1,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1491,UMBC,NA,NA,NA,Starting Lineup - Devarick Houston,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,2,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Arizona State,1,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,3,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1292,Arizona State,2400,1200,0,Jahii Carson misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,27.8,29.450000000000003,602428,Jahii Carson,NA,0,Arizona State,Arizona State,1,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,3,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1292,Arizona State,2400,1200,0,Jahii Carson misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,27.8,29.450000000000003,602428,Jahii Carson,NA,0,Arizona State,Arizona State,1,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,3,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1292,Arizona State,2400,1200,0,Jahii Carson misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,27.8,29.450000000000003,602428,Jahii Carson,NA,0,Arizona State,Arizona State,1,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,3,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,0,0,0,1292,Arizona State,2400,1200,0,Jahii Carson misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,27.8,29.450000000000003,602428,Jahii Carson,NA,0,Arizona State,Arizona State,1,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,4,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1292,Arizona State,2400,1200,0,Jonathan Gilling makes a jump shot from 6 feet out.,made,FALSE,FALSE,Jump Shot,23,11.450000000000003,602463,Jonathan Gilling,NA,0,Arizona State,UMBC,1,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,4,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1292,Arizona State,2400,1200,0,Jonathan Gilling makes a jump shot from 6 feet out.,made,FALSE,FALSE,Jump Shot,23,11.450000000000003,602463,Jonathan Gilling,NA,0,Arizona State,UMBC,2,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,4,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1292,Arizona State,2400,1200,0,Jonathan Gilling makes a jump shot from 6 feet out.,made,FALSE,FALSE,Jump Shot,23,11.450000000000003,602463,Jonathan Gilling,NA,0,Arizona State,UMBC,3,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,4,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1292,Arizona State,2400,1200,0,Jonathan Gilling makes a jump shot from 6 feet out.,made,FALSE,FALSE,Jump Shot,23,11.450000000000003,602463,Jonathan Gilling,NA,0,Arizona State,UMBC,4,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,6,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2390,1190,10,Rodney Elliott misses a 3-point jump shot from 21 feet out.,missed,FALSE,TRUE,Jump Shot,46.2,4.65,754116,Rodney Elliott,NA,0,UMBC,UMBC,5,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,6,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2390,1190,0,Rodney Elliott misses a 3-point jump shot from 21 feet out.,missed,FALSE,TRUE,Jump Shot,46.2,4.65,754116,Rodney Elliott,NA,0,UMBC,UMBC,5,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,6,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2390,1190,0,Rodney Elliott misses a 3-point jump shot from 21 feet out.,missed,FALSE,TRUE,Jump Shot,46.2,4.65,754116,Rodney Elliott,NA,0,UMBC,UMBC,5,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,6,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2390,1190,0,Rodney Elliott misses a 3-point jump shot from 21 feet out.,missed,FALSE,TRUE,Jump Shot,46.2,4.65,754116,Rodney Elliott,NA,0,UMBC,UMBC,5,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,7,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2377,1177,13,Brett Roseboro misses a jump shot from 19 feet out.,missed,FALSE,FALSE,Jump Shot,24.1,24.25,504895,Brett Roseboro,NA,0,UMBC,UMBC,5,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,7,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2377,1177,13,Brett Roseboro misses a jump shot from 19 feet out.,missed,FALSE,FALSE,Jump Shot,24.1,24.25,504895,Brett Roseboro,NA,0,UMBC,Arizona State,5,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,7,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2377,1177,0,Brett Roseboro misses a jump shot from 19 feet out.,missed,FALSE,FALSE,Jump Shot,24.1,24.25,504895,Brett Roseboro,NA,0,UMBC,UMBC,6,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,7,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2377,1177,0,Brett Roseboro misses a jump shot from 19 feet out.,missed,FALSE,FALSE,Jump Shot,24.1,24.25,504895,Brett Roseboro,NA,0,UMBC,Arizona State,6,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,7,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2377,1177,0,Brett Roseboro misses a jump shot from 19 feet out.,missed,FALSE,FALSE,Jump Shot,24.1,24.25,504895,Brett Roseboro,NA,0,UMBC,UMBC,7,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,7,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2377,1177,0,Brett Roseboro misses a jump shot from 19 feet out.,missed,FALSE,FALSE,Jump Shot,24.1,24.25,504895,Brett Roseboro,NA,0,UMBC,Arizona State,7,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,7,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2377,1177,0,Brett Roseboro misses a jump shot from 19 feet out.,missed,FALSE,FALSE,Jump Shot,24.1,24.25,504895,Brett Roseboro,NA,0,UMBC,UMBC,8,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
2013-14,2013-11-08,1359429,7,0,1,Arizona State,UMBC,Sun Devils,Retrievers,4,4,2,0,2,1491,UMBC,2377,1177,0,Brett Roseboro misses a jump shot from 19 feet out.,missed,FALSE,FALSE,Jump Shot,24.1,24.25,504895,Brett Roseboro,NA,0,UMBC,Arizona State,8,NA,Jermaine Marshall,Jermaine Marshall,Jordan Bachynski,Jordan Bachynski,Jahii Carson,Jahii Carson,Jonathan Gilling,Jonathan Gilling,Shaquielle McKissic,Shaquielle McKissic,Brett Roseboro,Brett Roseboro,Joey Getz,Joey Getz,Malik Garner,Malik Garner,Rodney Elliott,Rodney Elliott,Devarick Houston,Devarick Houston
