season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,home_6,home_7,home_8,home_9,home_10,away_1,away_2,away_3,away_4,away_5,away_6,away_7,away_8,away_9,away_10
2013-14,2014-02-08,1359622,1,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1669,USC,NA,NA,NA,Starting Lineup - Byron Wesley,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,1,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1669,USC,NA,NA,NA,Starting Lineup - Byron Wesley,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,1,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1668,UCLA,NA,NA,NA,Starting Lineup - Norman Powell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,1,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1668,UCLA,NA,NA,NA,Starting Lineup - Norman Powell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,1,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1668,UCLA,NA,NA,NA,Starting Lineup - Jordan Adams,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,1,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1668,UCLA,NA,NA,NA,Starting Lineup - Jordan Adams,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,1,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1668,UCLA,NA,NA,NA,Starting Lineup - Kyle Anderson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,1,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1668,UCLA,NA,NA,NA,Starting Lineup - Kyle Anderson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,1,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1669,USC,NA,NA,NA,Starting Lineup - Nikola Jovanovic,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,1,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1669,USC,NA,NA,NA,Starting Lineup - Nikola Jovanovic,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,2,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,UCLA,1,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,5,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1668,UCLA,2388,1188,12,Jordan Adams with a turnover - Traveling,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,UCLA,USC,1,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,5,0,1,USC,UCLA,Trojans,Bruins,4,4,0,0,0,1668,UCLA,2388,1188,0,Jordan Adams with a turnover - Traveling,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,UCLA,USC,2,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,20,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,3,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,4,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,5,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,6,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,7,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,8,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,9,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,10,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,11,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,12,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,13,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,14,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,15,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,16,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,17,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,10,0,1,USC,UCLA,Trojans,Bruins,4,4,2,0,2,1669,USC,2368,1168,0,Byron Wesley makes a layup. Pe'Shon Howard with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,606655,Byron Wesley,Pe'Shon Howard,0,USC,UCLA,18,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,13,0,1,USC,UCLA,Trojans,Bruins,4,4,2,2,0,1668,UCLA,2361,1161,7,Jordan Adams makes a layup. Kyle Anderson with the assist.,made,FALSE,FALSE,Layup Shot,26,6.25,697719,Jordan Adams,Kyle Anderson,0,UCLA,USC,19,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,13,0,1,USC,UCLA,Trojans,Bruins,4,4,2,2,0,1668,UCLA,2361,1161,0,Jordan Adams makes a layup. Kyle Anderson with the assist.,made,FALSE,FALSE,Layup Shot,26,6.25,697719,Jordan Adams,Kyle Anderson,0,UCLA,USC,20,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,13,0,1,USC,UCLA,Trojans,Bruins,4,4,2,2,0,1668,UCLA,2361,1161,0,Jordan Adams makes a layup. Kyle Anderson with the assist.,made,FALSE,FALSE,Layup Shot,26,6.25,697719,Jordan Adams,Kyle Anderson,0,UCLA,USC,21,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,13,0,1,USC,UCLA,Trojans,Bruins,4,4,2,2,0,1668,UCLA,2361,1161,0,Jordan Adams makes a layup. Kyle Anderson with the assist.,made,FALSE,FALSE,Layup Shot,26,6.25,697719,Jordan Adams,Kyle Anderson,0,UCLA,USC,22,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
2013-14,2014-02-08,1359622,13,0,1,USC,UCLA,Trojans,Bruins,4,4,2,2,0,1668,UCLA,2361,1161,0,Jordan Adams makes a layup. Kyle Anderson with the assist.,made,FALSE,FALSE,Layup Shot,26,6.25,697719,Jordan Adams,Kyle Anderson,0,UCLA,USC,23,NA,J.T. Terrell,J.T. Terrell,Omar Oraby,Omar Oraby,Pe'Shon Howard,Pe'Shon Howard,Byron Wesley,Byron Wesley,Nikola Jovanovic,Nikola Jovanovic,David Wear,David Wear,Travis Wear,Travis Wear,Norman Powell,Norman Powell,Jordan Adams,Jordan Adams,Kyle Anderson,Kyle Anderson
