season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,home_6,home_7,home_8,home_9,home_10,away_1,away_2,away_3,away_4,away_5,away_6,away_7,away_8,away_9,away_10
2013-14,2013-11-08,1359007,1,0,1,Texas,Mercer,Longhorns,Bears,4,4,0,0,0,1494,Mercer,NA,NA,NA,Starting Lineup - Jakob Gollon,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Jonathan Holmes,Javan Felix,Javan Felix,Demarcus Holland,Demarcus Holland,Cameron Ridley,Cameron Ridley,Isaiah Taylor,Isaiah Taylor,Jakob Gollon,Jakob Gollon,Langston Hall,Langston Hall,Bud Thomas,Bud Thomas,Daniel Coursey,Daniel Coursey,Anthony White Jr.,Anthony White Jr.
2013-14,2013-11-08,1359007,1,0,1,Texas,Mercer,Longhorns,Bears,4,4,0,0,0,1494,Mercer,NA,NA,NA,Starting Lineup - Jakob Gollon,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Jonathan Holmes,Javan Felix,Javan Felix,Demarcus Holland,Demarcus Holland,Cameron Ridley,Cameron Ridley,Isaiah Taylor,Isaiah Taylor,Jakob Gollon,Jakob Gollon,Langston Hall,Langston Hall,Bud Thomas,Bud Thomas,Daniel Coursey,Daniel Coursey,Anthony White Jr.,Anthony White Jr.
2013-14,2013-11-08,1359007,1,0,1,Texas,Mercer,Longhorns,Bears,4,4,0,0,0,1494,Mercer,NA,NA,NA,Starting Lineup - Langston Hall,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Jonathan Holmes,Javan Felix,Javan Felix,Demarcus Holland,Demarcus Holland,Cameron Ridley,Cameron Ridley,Isaiah Taylor,Isaiah Taylor,Jakob Gollon,Jakob Gollon,Langston Hall,Langston Hall,Bud Thomas,Bud Thomas,Daniel Coursey,Daniel Coursey,Anthony White Jr.,Anthony White Jr.
2013-14,2013-11-08,1359007,1,0,1,Texas,Mercer,Longhorns,Bears,4,4,0,0,0,1494,Mercer,NA,NA,NA,Starting Lineup - Langston Hall,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Jonathan Holmes,Javan Felix,Javan Felix,Demarcus Holland,Demarcus Holland,Cameron Ridley,Cameron Ridley,Isaiah Taylor,Isaiah Taylor,Jakob Gollon,Jakob Gollon,Langston Hall,Langston Hall,Bud Thomas,Bud Thomas,Daniel Coursey,Daniel Coursey,Anthony White Jr.,Anthony White Jr.
2013-14,2013-11-08,1359007,1,0,1,Texas,Mercer,Longhorns,Bears,4,4,0,0,0,1494,Mercer,NA,NA,NA,Starting Lineup - Bud Thomas,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Jonathan Holmes,Javan Felix,Javan Felix,Demarcus Holland,Demarcus Holland,Cameron Ridley,Cameron Ridley,Isaiah Taylor,Isaiah Taylor,Jakob Gollon,Jakob Gollon,Langston Hall,Langston Hall,Bud Thomas,Bud Thomas,Daniel Coursey,Daniel Coursey,Anthony White Jr.,Anthony White Jr.
2013-14,2013-11-08,1359007,1,0,1,Texas,Mercer,Longhorns,Bears,4,4,0,0,0,1494,Mercer,NA,NA,NA,Starting Lineup - Bud Thomas,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Jonathan Holmes,Javan Felix,Javan Felix,Demarcus Holland,Demarcus Holland,Cameron Ridley,Cameron Ridley,Isaiah Taylor,Isaiah Taylor,Jakob Gollon,Jakob Gollon,Langston Hall,Langston Hall,Bud Thomas,Bud Thomas,Daniel Coursey,Daniel Coursey,Anthony White Jr.,Anthony White Jr.
2013-14,2013-11-08,1359007,1,0,1,Texas,Mercer,Longhorns,Bears,4,4,0,0,0,1494,Mercer,NA,NA,NA,Starting Lineup - Daniel Coursey,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Jonathan Holmes,Javan Felix,Javan Felix,Demarcus Holland,Demarcus Holland,Cameron Ridley,Cameron Ridley,Isaiah Taylor,Isaiah Taylor,Jakob Gollon,Jakob Gollon,Langston Hall,Langston Hall,Bud Thomas,Bud Thomas,Daniel Coursey,Daniel Coursey,Anthony White Jr.,Anthony White Jr.
2013-14,2013-11-08,1359007,1,0,1,Texas,Mercer,Longhorns,Bears,4,4,0,0,0,1494,Mercer,NA,NA,NA,Starting Lineup - Daniel Coursey,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Jonathan Holmes,Javan Felix,Javan Felix,Demarcus Holland,Demarcus Holland,Cameron Ridley,Cameron Ridley,Isaiah Taylor,Isaiah Taylor,Jakob Gollon,Jakob Gollon,Langston Hall,Langston Hall,Bud Thomas,Bud Thomas,Daniel Coursey,Daniel Coursey,Anthony White Jr.,Anthony White Jr.
2013-14,2013-11-08,1359007,1,0,1,Texas,Mercer,Longhorns,Bears,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Jonathan Holmes,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Jonathan Holmes,Javan Felix,Javan Felix,Demarcus Holland,Demarcus Holland,Cameron Ridley,Cameron Ridley,Isaiah Taylor,Isaiah Taylor,Jakob Gollon,Jakob Gollon,Langston Hall,Langston Hall,Bud Thomas,Bud Thomas,Daniel Coursey,Daniel Coursey,Anthony White Jr.,Anthony White Jr.
2013-14,2013-11-08,1359007,1,0,1,Texas,Mercer,Longhorns,Bears,4,4,0,0,0,1651,Texas,NA,NA,NA,Starting Lineup - Jonathan Holmes,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jonathan Holmes,Jonathan Holmes,Javan Felix,Javan Felix,Demarcus Holland,Demarcus Holland,Cameron Ridley,Cameron Ridley,Isaiah Taylor,Isaiah Taylor,Jakob Gollon,Jakob Gollon,Langston Hall,Langston Hall,Bud Thomas,Bud Thomas,Daniel Coursey,Daniel Coursey,Anthony White Jr.,Anthony White Jr.
