season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5,away_6
2013-14,2014-01-30,1357535,1,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,1409,FIU,NA,NA,NA,Starting Lineup - Rakeem Buckles,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,1,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,1409,FIU,NA,NA,NA,Starting Lineup - Dee Lewis,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,1,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,1409,FIU,NA,NA,NA,Starting Lineup - Dennis Mavin,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,1,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,1486,Marshall,NA,NA,NA,Starting Lineup - TyQuane Goard,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,1,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,1409,FIU,NA,NA,NA,Starting Lineup - Cody Mann,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,1,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,1486,Marshall,NA,NA,NA,Starting Lineup - Kareem Canty,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,1,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,1486,Marshall,NA,NA,NA,Starting Lineup - Ryan Taylor,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,1,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,1409,FIU,NA,NA,NA,Starting Lineup - Jerome Frink,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,1,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,1409,FIU,NA,NA,NA,Starting Lineup - Tymell Murphy,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,1,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,1486,Marshall,NA,NA,NA,Starting Lineup - Shawn Smith,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,1,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,1486,Marshall,NA,NA,NA,Starting Lineup - Chris Thomas,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,2,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Marshall,1,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,4,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,2,0,2,1486,Marshall,2380,1180,20,Shawn Smith dunks. TyQuane Goard with the assist.,made,FALSE,FALSE,Dunk Shot,25,5.25,789528,Shawn Smith,TyQuane Goard,0,Marshall,FIU,1,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,5,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,2,3,-1,1409,FIU,2348,1148,32,Cody Mann makes a 3-point jump shot from 24 feet out. Dennis Mavin with the assist.,made,FALSE,TRUE,Jump Shot,10.8,25.05,606901,Cody Mann,Dennis Mavin,0,FIU,Marshall,2,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,6,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,2,3,-1,1486,Marshall,2319,1119,29,Tymell Murphy blocks a TyQuane Goard jump shot from 4 feet out.,missed,FALSE,FALSE,Jump Shot,22,8.25,605836,TyQuane Goard,NA,0,Marshall,Marshall,3,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,7,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,2,3,-1,1409,FIU,2319,1119,0,Cody Mann with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Marshall,FIU,3,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,8,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,2,3,-1,1409,FIU,2303,1103,16,Cody Mann misses a layup.,missed,FALSE,FALSE,Layup Shot,25,5.25,606901,Cody Mann,NA,0,FIU,FIU,4,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,9,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,2,3,-1,1486,Marshall,2303,1103,0,Ryan Taylor with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,FIU,Marshall,4,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,11,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,2,3,-1,1409,FIU,2295,1095,8,Shooting foul committed by Jerome Frink.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Marshall,Marshall,5,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
2013-14,2014-01-30,1357535,12,0,1,Marshall,FIU,Thundering Herd,Golden Panthers,4,4,3,3,0,1486,Marshall,2295,1095,0,Ryan Taylor makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Marshall,Marshall,5,NA,TyQuane Goard,Kareem Canty,Ryan Taylor,Shawn Smith,Chris Thomas,Rakeem Buckles,Dee Lewis,Dennis Mavin,Cody Mann,Jerome Frink,Tymell Murphy
