season,start_time,game_date,game_id,tv,home,away,home_abbr,home_id,home_logo_id,home_name,home_total,home_is_winner,home_ap_ranking,home_record,away_abbr,away_id,away_is_winner,away_logo_id,away_name,away_total,away_record,away_ap_ranking
2023-24,7:00 PM ET,2023-11-06,2589825,ESP+,Syracuse,New Hampshire,Syr,1633,SyracuseOrange,Orange,83,TRUE,NA,1-0,UNH,1530,NA,NewHampshireWildcats,Wildcats,72,0-1,NA
2023-24,9:30 PM ET,2023-11-06,2609545,NA,New Mexico,Texas Southern,NM,1531,NewMexicoLobos,Lobos,92,TRUE,NA,1-0,TxSo,1655,NA,TexasSouthernTigers,Tigers,55,0-1,NA
2023-24,7:30 PM ET,2023-11-06,2587610,NA,New Orleans,Millsaps,UNO,1533,NewOrleansPrivateers,Privateers,100,TRUE,NA,1-0,Millsa,2110,NA,MillsapsMajors,Majors,70,0-1,NA
2023-24,7:00 PM ET,2023-11-06,2589809,ESP+,Notre Dame,Niagara,ND,1549,NotreDameFightingIrish,Fighting Irish,70,TRUE,NA,1-0,Nia,1535,NA,NiagaraPurpleEagles,Purple Eagles,63,0-1,NA
2023-24,9:00 PM ET,2023-11-06,2600614,ESP+,Tulane,Nicholls,Tulane,1661,TulaneGreenWave,Green Wave,91,TRUE,NA,1-0,Nich,1536,NA,NichollsColonels,Colonels,81,0-1,NA
2023-24,7:00 PM ET,2023-11-06,2594975,NA,Norfolk State,Penn State-Wilkes-Barre,Nor,1824,NorfolkStateSpartans,Spartans,102,TRUE,NA,1-0,PSTWBR,36419,NA,PennStateWilkesBarreNittanyLions,Nittany Lions,55,0-1,NA
2023-24,8:45 PM ET,2023-11-06,2592304,NA,North Alabama,Blue Mountain College,NortAL,2096,NorthAlabamaLions,Lions,93,TRUE,NA,1-0,BluMou,8403,NA,BlueMountainCollegeToppers,Toppers,60,0-1,NA
2023-24,7:00 PM ET,2023-11-06,2589792,ACCN,North Carolina,Radford,UNC,1540,NorthCarolinaTarHeels,Tar Heels,86,TRUE,19,1-0,Rad,1579,NA,RadfordHighlanders,Highlanders,70,0-1,NA
2023-24,7:00 PM ET,2023-11-06,2586344,ESP+,Pittsburgh,North Carolina A&T,Pitt,1570,PittsburghPanthers,Panthers,100,TRUE,NA,1-0,NCA&T,1537,NA,NorthCarolinaATAggies,Aggies,52,0-1,NA
2023-24,7:00 PM ET,2023-11-06,2590267,ESP+,Western Michigan,North Dakota State,WestMI,1692,WesternMichiganBroncos,Broncos,76,NA,NA,0-1,NDakSt,5307,TRUE,NorthDakotaStateBison,Bison,80,1-0,NA
2023-24,7:00 PM ET,2023-11-06,2592310,ESP+,North Florida,College of Coastal Georgia,NoFla,1552,NorthFloridaOspreys,Ospreys,92,TRUE,NA,1-0,CstGeo,24350,NA,CollegeofCoastalGeorgiaMariners,Mariners,55,0-1,NA
2023-24,6:30 PM ET,2023-11-06,2602325,FS1,UConn,Northern Arizona,UConn,1363,UConnHuskies,Huskies,95,TRUE,6,1-0,NoAri,1546,NA,NorthernArizonaLumberjacks,Lumberjacks,52,0-1,NA
2023-24,9:54 PM ET,2023-11-06,2599437,NA,Northern Colorado,Colorado College,NoCol,1550,NorthernColoradoBears,Bears,87,TRUE,NA,1-0,COColl,1369,NA,ColoradoCollegeTigers,Tigers,58,0-1,NA
2023-24,7:30 PM ET,2023-11-06,2603397,NA,Northwestern State,Dallas Christian,NWSt,1548,NorthwesternStateDemons,Demons,101,TRUE,NA,1-0,DalChr,2014,NA,DallasChristianCrusaders,Crusaders,54,0-1,NA
2023-24,7:00 PM ET,2023-11-06,2586364,B1G+,Ohio State,Oakland,OhioSt,1557,OhioStateBuckeyes,Buckeyes,79,TRUE,NA,1-0,Oak,1555,NA,OaklandGoldenGrizzlies,Golden Grizzlies,73,0-1,NA
