season,start_time,game_date,game_id,tv,home,away,home_abbr,home_id,home_logo_id,home_name,home_total,home_is_winner,home_ap_ranking,home_record,away_abbr,away_id,away_is_winner,away_logo_id,away_name,away_total,away_record,away_ap_ranking
2023-24,12:00 PM ET,2023-11-22,2590365,NA,Murray State,App State,Murray,1516,MurrayStateRacers,Racers,NA,NA,NA,2-1,App,1290,NA,AppStateMountaineers,Mountaineers,NA,1-2,NA
2023-24,7:30 PM ET,2023-11-22,2588118,ESPN-U,Stanford,Arkansas,Stan,1627,StanfordCardinal,Cardinal,NA,NA,NA,3-1,Ark,1293,NA,ArkansasRazorbacks,Razorbacks,NA,3-1,14
2023-24,7:00 PM ET,2023-11-22,2589823,ESP2,Oregon State,Baylor,OreSt,1563,OregonStateBeavers,Beavers,NA,NA,NA,3-1,Baylor,1313,NA,BaylorBears,Bears,NA,4-0,15
2023-24,1:30 PM ET,2023-11-22,2590111,CBSS,Colorado State,Boston College,ColoSt,1361,ColoradoStateRams,Rams,NA,NA,NA,4-0,BC,1317,NA,BostonCollegeEagles,Eagles,NA,4-0,NA
2023-24,7:00 PM ET,2023-11-22,2576855,NA,St. Bonaventure,Bucknell,StBon,1615,StBonaventureBonnies,Bonnies,NA,NA,NA,2-2,Buck,1323,NA,BucknellBison,Bison,NA,1-4,NA
2023-24,5:00 PM ET,2023-11-22,2600052,NA,Campbell,Citadel,Camp,1339,CampbellFightingCamels,Fighting Camels,NA,NA,NA,1-2,Cit,1368,NA,CitadelBulldogs,Bulldogs,NA,1-3,NA
2023-24,8:00 PM ET,2023-11-22,2602055,ESP+,Kansas State,Central Arkansas,KanSt,1457,KansasStateWildcats,Wildcats,NA,NA,NA,3-1,CenArk,2034,NA,CentralArkansasBears,Bears,NA,1-3,NA
2023-24,7:00 PM ET,2023-11-22,2589925,NA,Massachusetts,Central Connecticut State,UMass,1489,MassachusettsMinutemen,Minutemen,NA,NA,NA,2-1,CentCt,1343,NA,CentralConnecticutStateBlueDevils,Blue Devils,NA,1-2,NA
2023-24,7:00 PM ET,2023-11-22,2605383,ESP+,Cincinnati,Georgia Tech,Cin,1353,CincinnatiBearcats,Bearcats,NA,NA,NA,3-0,GaTech,1422,NA,GeorgiaTechYellowJackets,Yellow Jackets,NA,2-1,NA
2023-24,7:00 PM ET,2023-11-22,2603163,NA,Cleveland State,East Tennessee State,CleSt,1356,ClevelandStateVikings,Vikings,NA,NA,NA,3-2,EastTn,1390,NA,EastTennesseeStateBuccaneers,Buccaneers,NA,2-2,NA
2023-24,2:00 PM ET,2023-11-22,2601363,NA,Colgate,Harvard,Colg,1359,ColgateRaiders,Raiders,NA,NA,NA,2-2,Harv,1431,NA,HarvardCrimson,Crimson,NA,4-1,NA
2023-24,4:00 PM ET,2023-11-22,2590112,CBSS,Loyola Chicago,Creighton,Ly-Il,1473,LoyolaChicagoRamblers,Ramblers,NA,NA,NA,2-2,Cre,1367,NA,CreightonBluejays,Bluejays,NA,4-0,8
2023-24,9:00 PM ET,2023-11-22,2599529,NA,Denver,Colorado Christian,Denver,1382,DenverPioneers,Pioneers,NA,NA,NA,2-3,ColChr,2020,NA,ColoradoChristianCougars,Cougars,NA,0-0,NA
2023-24,8:00 PM ET,2023-11-22,2581246,BTN,Nebraska,Duquesne,Neb,1527,NebraskaCornhuskers,Cornhuskers,NA,NA,NA,5-0,Duq,1389,NA,DuquesneDukes,Dukes,NA,4-1,NA
2023-24,9:00 PM ET,2023-11-22,2599434,NA,Eastern Washington,Walla Walla Community College,EastWa,1395,EasternWashingtonEagles,Eagles,NA,NA,NA,0-4,WalWal,19945,NA,WallaWallaCommunityCollegeWarriors,Warriors,NA,0-0,NA
2023-24,7:00 PM ET,2023-11-22,2602224,NA,Queens University,Fairleigh Dickinson,QueeNC,2009,QueensUniversityRoyals,Royals,NA,NA,NA,2-2,FDU,1404,NA,FairleighDickinsonKnights,Knights,NA,4-1,NA
2023-24,9:30 PM ET,2023-11-22,2589824,ESP2,Pittsburgh,Florida,Pitt,1570,PittsburghPanthers,Panthers,NA,NA,NA,4-0,Fla,1407,NA,FloridaGators,Gators,NA,3-1,NA
2023-24,1:00 PM ET,2023-11-22,2600211,NA,Little Rock,Georgia State,UALR,1294,LittleRockTrojans,Trojans,NA,NA,NA,1-2,GaSt,1421,NA,GeorgiaStatePanthers,Panthers,NA,1-2,NA
2023-24,2:30 PM ET,2023-11-22,2608091,NA,Sam Houston,Grambling State,SamHou,1589,SamHoustonBearkats,Bearkats,NA,NA,NA,1-3,Gram,1424,NA,GramblingStateTigers,Tigers,NA,2-2,NA
2023-24,1:30 AM ET,2023-11-22,2609897,NA,Hawaii,Northern Arizona,Hawaii,1432,HawaiiRainbowWarriors,Rainbow Warriors,NA,NA,NA,2-0,NoAri,1546,NA,NorthernArizonaLumberjacks,Lumberjacks,NA,2-3,NA
2023-24,8:00 PM ET,2023-11-22,2603654,NA,Seattle,Idaho,Seattl,1598,SeattleRedhawks,Redhawks,NA,NA,NA,2-2,Idaho,1441,NA,IdahoVandals,Vandals,NA,2-2,NA
2023-24,7:00 PM ET,2023-11-22,2587756,NA,Pepperdine,Indiana State,Pepper,1569,PepperdineWaves,Waves,NA,NA,NA,3-2,InSt,1447,NA,IndianaStateSycamores,Sycamores,NA,2-1,NA
2023-24,8:00 PM ET,2023-11-22,2608042,NA,UIW,Jacksonville State,IncWor,5426,UIWCardinals,Cardinals,NA,NA,NA,2-2,JacSt,1455,NA,JacksonvilleStateGamecocks,Gamecocks,NA,1-3,NA
2023-24,4:00 PM ET,2023-11-22,2587596,ESP+,Louisiana Tech,McNeese State,LaTech,1471,LouisianaTechBulldogs,Bulldogs,NA,NA,NA,2-1,McNe,1490,NA,McNeeseStateCowboys,Cowboys,NA,4-1,NA
2023-24,7:00 PM ET,2023-11-22,2586339,ESP+,South Florida,Maine,USF,1612,SouthFloridaBulls,Bulls,NA,NA,NA,1-1,Maine,1481,NA,MaineBlackBears,Black Bears,NA,3-3,NA
2023-24,7:00 PM ET,2023-11-22,2589815,ESP+,Notre Dame,Maryland Eastern Shore,ND,1549,NotreDameFightingIrish,Fighting Irish,NA,NA,NA,2-2,Md-ES,1492,NA,MarylandEasternShoreHawks,Hawks,NA,2-2,NA
2023-24,5:00 PM ET,2023-11-22,2588117,ESP2,Memphis,Michigan,Mem,1493,MemphisTigers,Tigers,NA,NA,NA,3-0,Mich,1498,NA,MichiganWolverines,Wolverines,NA,3-1,NA
2023-24,5:30 PM ET,2023-11-22,2590302,NA,Merrimack,North Carolina A&T,Merrim,5417,MerrimackWarriors,Warriors,NA,NA,NA,2-2,NCA&T,1537,NA,NorthCarolinaATAggies,Aggies,NA,0-3,NA
2023-24,7:00 PM ET,2023-11-22,2595038,ESP+,Missouri,South Carolina State,Missou,1507,MissouriTigers,Tigers,NA,NA,NA,3-1,SCSt,1606,NA,SouthCarolinaStateBulldogs,Bulldogs,NA,2-2,NA
2023-24,9:00 PM ET,2023-11-22,2590132,NA,Montana State,UC Riverside,MontSt,1511,MontanaStateBobcats,Bobcats,NA,NA,NA,2-1,CalRv,2012,NA,UCRiversideHighlanders,Highlanders,NA,1-3,NA
2023-24,3:00 PM ET,2023-11-22,2600115,NA,Morehead State,Midway,Mor,1512,MoreheadStateEagles,Eagles,NA,NA,NA,2-3,Midway,34697,NA,MidwayEagles,Eagles,NA,0-2,NA
2023-24,10:45 PM ET,2023-11-22,2587757,NA,Rice,New Mexico,Rice,1582,RiceOwls,Owls,NA,NA,NA,1-2,NM,1531,NA,NewMexicoLobos,Lobos,NA,2-1,NA
2023-24,3:00 PM ET,2023-11-22,2609559,NA,UT Martin,North Alabama,TN-Mar,1645,UTMartinSkyhawks,Skyhawks,NA,NA,NA,3-1,NortAL,2096,NA,NorthAlabamaLions,Lions,NA,3-1,NA
2023-24,12:00 PM ET,2023-11-22,2588115,ESPN,UNI,North Carolina,UNI,1544,UNIPanthers,Panthers,NA,NA,NA,1-1,UNC,1540,NA,NorthCarolinaTarHeels,Tar Heels,NA,3-0,20
2023-24,6:00 PM ET,2023-11-22,2603165,NA,Northern Kentucky,Texas A&M-Corpus Christi,NorKY,5404,NorthernKentuckyNorse,Norse,NA,NA,NA,1-2,TA&MCC,2003,NA,TexasAMCorpusChristiIslanders,Islanders,NA,2-2,NA
2023-24,4:00 PM ET,2023-11-22,2590361,ESP+,Old Dominion,Princeton,ODU,1560,OldDominionMonarchs,Monarchs,NA,NA,NA,1-2,Prince,1575,NA,PrincetonTigers,Tigers,NA,4-0,NA
2023-24,3:30 PM ET,2023-11-22,2599431,ESP+,Temple,Ole Miss,Temple,1644,TempleOwls,Owls,NA,NA,NA,3-1,Miss,1505,NA,OleMissRebels,Rebels,NA,4-0,NA
2023-24,4:00 PM ET,2023-11-22,2587662,NA,Omaha,Mid-America Christian,Omaha,2100,OmahaMavericks,Mavericks,NA,NA,NA,2-3,MidAmC,20008,NA,MidAmericaChristianEvangels,Evangels,NA,0-1,NA
2023-24,2:00 PM ET,2023-11-22,2599445,NA,Presbyterian,Tennessee Tech,Presby,1574,PresbyterianBlueHose,Blue Hose,NA,NA,NA,5-1,TnTech,1649,NA,TennesseeTechGoldenEagles,Golden Eagles,NA,1-3,NA
2023-24,9:00 PM ET,2023-11-22,2600264,NA,San Francisco,Purdue Fort Wayne,SanFr,1593,SanFranciscoDons,Dons,NA,NA,NA,2-2,PFW,1797,NA,PurdueFortWayneMastodons,Mastodons,NA,5-0,NA
2023-24,2:00 PM ET,2023-11-22,2592807,NA,Rhode Island,Johnson & Wales (RI),URI,1581,RhodeIslandRams,Rams,NA,NA,NA,3-1,JO&WAL,1848,NA,JohnsonWalesRIWildcats,Wildcats,NA,0-0,NA
2023-24,7:00 PM ET,2023-11-22,2594109,NA,Saint Francis U,Franciscan University,StF-Pa,1617,SaintFrancisURedFlash,Red Flash,NA,NA,NA,0-4,FrnU-S,34722,NA,FranciscanUniversityBarons,Barons,NA,0-0,NA
2023-24,2:00 PM ET,2023-11-22,2603577,NA,South Dakota,Northland,SouDak,5310,SouthDakotaCoyotes,Coyotes,NA,NA,NA,3-2,Northl,1861,NA,NorthlandLumberJacks,LumberJacks,NA,0-0,NA
2023-24,8:00 PM ET,2023-11-22,2600198,ESP+,Southern Miss,South Dakota State,SouMis,1607,SouthernMissGoldenEagles,Golden Eagles,NA,NA,NA,2-1,SDakSt,5330,NA,SouthDakotaStateJackrabbits,Jackrabbits,NA,1-2,NA
2023-24,1:00 PM ET,2023-11-22,2600247,NA,Texas State,Southern Utah,TxSt,1632,TexasStateBobcats,Bobcats,NA,NA,NA,2-2,SoUt,1608,NA,SouthernUtahThunderbirds,Thunderbirds,NA,1-2,NA
2023-24,2:30 PM ET,2023-11-22,2588116,ESPN,Texas Tech,Villanova,TxTch,1656,TexasTechRedRaiders,Red Raiders,NA,NA,NA,3-0,Vill,1676,NA,VillanovaWildcats,Wildcats,NA,3-1,21
2023-24,11:45 PM ET,2023-11-22,2587758,NA,Toledo,UC Irvine,Toledo,1658,ToledoRockets,Rockets,NA,NA,NA,3-0,UC-Irv,1335,NA,UCIrvineAnteaters,Anteaters,NA,3-1,NA
2023-24,9:00 PM ET,2023-11-22,2602756,NA,UC Santa Barbara,Westmont,UC-SB,1595,UCSantaBarbaraGauchos,Gauchos,NA,NA,NA,0-2,Westmo,1712,NA,WestmontWarriors,Warriors,NA,0-0,NA
2023-24,7:00 PM ET,2023-11-22,2602305,NA,Vermont,Northern Vermont - Johnson,Ver,1675,VermontCatamounts,Catamounts,NA,NA,NA,4-0,NoVTJo,43116,NA,NorthernVermontJohnsonBadgers,Badgers,NA,0-0,NA
2023-24,4:00 PM ET,2023-11-23,2602725,FOX,Arizona,Michigan State,Ari,1291,ArizonaWildcats,Wildcats,NA,NA,3,4-0,MSU,1499,NA,MichiganStateSpartans,Spartans,NA,2-2,18
2023-24,8:00 PM ET,2023-11-23,2587551,NA,Virginia Tech,Boise State,VaTech,1678,VirginiaTechHokies,Hokies,NA,NA,NA,2-1,Boise,1316,NA,BoiseStateBroncos,Broncos,NA,2-0,NA
2023-24,2:30 PM ET,2023-11-23,2587549,NA,Butler,Florida Atlantic,Butler,1324,ButlerBulldogs,Bulldogs,NA,NA,NA,3-1,FlaAtl,1415,NA,FloridaAtlanticOwls,Owls,NA,2-1,10
2023-24,3:00 PM ET,2023-11-23,2592859,FS1,Iowa,Oklahoma,Iowa,1449,IowaHawkeyes,Hawkeyes,NA,NA,NA,3-1,Okla,1558,NA,OklahomaSooners,Sooners,NA,4-0,NA
2023-24,5:30 PM ET,2023-11-23,2587550,NA,VCU,Iowa State,VCU,1672,VCURams,Rams,NA,NA,NA,3-1,IaSt,1450,NA,IowaStateCyclones,Cyclones,NA,3-0,NA
2023-24,10:00 PM ET,2023-11-23,2589804,NA,Vanderbilt,North Carolina State,Vandy,1674,VanderbiltCommodores,Commodores,NA,NA,NA,3-1,NCSU,1538,NA,NorthCarolinaStateWolfpack,Wolfpack,NA,3-0,NA
2023-24,12:00 PM ET,2023-11-23,2587548,NA,Texas A&M,Penn State,TexA&M,1652,TexasAMAggies,Aggies,NA,NA,13,4-0,PSU,1567,NA,PennStateNittanyLions,Nittany Lions,NA,4-0,NA
2023-24,5:30 PM ET,2023-11-23,2592858,FS1,USC,Seton Hall,USC,1669,USCTrojans,Trojans,NA,NA,16,2-1,SetonH,1599,NA,SetonHallPirates,Pirates,NA,4-0,NA
2023-24,7:00 PM ET,2023-11-24,2586370,CBSS,Ohio State,Alabama,OhioSt,1557,OhioStateBuckeyes,Buckeyes,NA,NA,NA,2-1,Ala,1284,NA,AlabamaCrimsonTide,Crimson Tide,NA,4-0,22
2023-24,6:00 PM ET,2023-11-24,2608034,NA,East Tennessee State,Alabama A&M,EastTn,1390,EastTennesseeStateBuccaneers,Buccaneers,NA,NA,NA,2-2,AlaA&M,1809,NA,AlabamaAMBulldogs,Bulldogs,NA,0-2,NA
2023-24,2:00 PM ET,2023-11-24,2594980,NA,North Carolina A&T,Alabama State,NCA&T,1537,NorthCarolinaATAggies,Aggies,NA,NA,NA,0-3,AlSt,1285,NA,AlabamaStateHornets,Hornets,NA,1-3,NA
2023-24,8:00 PM ET,2023-11-24,2589770,NA,Clemson,Alcorn State,Clem,1355,ClemsonTigers,Tigers,NA,NA,NA,3-0,Alc,1286,NA,AlcornStateBraves,Braves,NA,1-3,NA
2023-24,0:00 AM ET,2023-11-24,2589805,NA,Arizona State,BYU,AriSt,1292,ArizonaStateSunDevils,Sun Devils,NA,NA,NA,2-1,BYU,1325,NA,BYUCougars,Cougars,NA,4-0,NA
2023-24,2:00 PM ET,2023-11-24,2593108,NA,Ball State,UAPB,BallSt,1310,BallStateCardinals,Cardinals,NA,NA,NA,3-1,UAPB,1304,NA,UAPBGoldenLions,Golden Lions,NA,3-2,NA
2023-24,2:00 PM ET,2023-11-24,2587494,NA,Belmont,Monmouth,Belmnt,1311,BelmontBruins,Bruins,NA,NA,NA,2-2,Monm,1509,NA,MonmouthHawks,Hawks,NA,1-2,NA
2023-24,5:00 PM ET,2023-11-24,2587577,NA,Lamar,Bethune-Cookman,Lamar,1463,LamarCardinals,Cardinals,NA,NA,NA,2-2,B-C,1314,NA,BethuneCookmanWildcats,Wildcats,NA,2-1,NA
2023-24,7:30 PM ET,2023-11-24,2593134,NA,Bowling Green,Western Kentucky,BGSU,1320,BowlingGreenFalcons,Falcons,NA,NA,NA,2-2,WestKy,1691,NA,WesternKentuckyHilltoppers,Hilltoppers,NA,3-1,NA
2023-24,1:30 PM ET,2023-11-24,2586766,NA,Delaware,Brown,Del,1380,DelawareFightinBlueHens,Fightin' Blue Hens,NA,NA,NA,4-0,Brown,1322,NA,BrownBears,Bears,NA,1-3,NA
2023-24,12:00 PM ET,2023-11-24,2575654,FS1,Xavier,Bryant,Xavier,1715,XavierMusketeers,Musketeers,NA,NA,NA,2-2,Bryant,5499,NA,BryantBulldogs,Bulldogs,NA,2-3,NA
2023-24,12:00 PM ET,2023-11-24,2594187,NA,Wofford,Canisius,Wof,1705,WoffordTerriers,Terriers,NA,NA,NA,2-1,Can,1340,NA,CanisiusGoldenGriffins,Golden Griffins,NA,1-2,NA
2023-24,1:00 PM ET,2023-11-24,2589828,NA,Wake Forest,Charleston Southern,Wake,1683,WakeForestDemonDeacons,Demon Deacons,NA,NA,NA,2-2,ChSou,1349,NA,CharlestonSouthernBuccaneers,Buccaneers,NA,2-2,NA
2023-24,2:00 PM ET,2023-11-24,2595093,NA,Chattanooga,Evansville,Chat,1647,ChattanoogaMocs,Mocs,NA,NA,NA,3-0,Evan,1400,NA,EvansvilleAces,Aces,NA,4-0,NA
2023-24,10:00 PM ET,2023-11-24,2599455,NA,CSUN,Mississippi Valley State,CS-Nr,1545,CSUNMatadors,Matadors,NA,NA,NA,3-1,MsVl,1504,NA,MississippiValleyStateDeltaDevils,Delta Devils,NA,0-4,NA
2023-24,4:00 PM ET,2023-11-24,2600734,NA,Saint Mary's,Davidson,StMry,1622,SaintMarysGaels,Gaels,NA,NA,NA,2-2,Dav,1378,NA,DavidsonWildcats,Wildcats,NA,2-2,NA
2023-24,7:00 PM ET,2023-11-24,2589856,NA,Dayton,Youngstown State,Dayton,1379,DaytonFlyers,Flyers,NA,NA,NA,3-1,YSU,1717,NA,YoungstownStatePenguins,Penguins,NA,2-2,NA
2023-24,3:00 PM ET,2023-11-24,2600068,NA,Longwood,Delaware State,Lngwd,1991,LongwoodLancers,Lancers,NA,NA,NA,3-1,DelSt,1381,NA,DelawareStateHornets,Hornets,NA,1-3,NA
2023-24,4:00 PM ET,2023-11-24,2587517,NA,Washington State,Utah Tech,WashSt,1686,WashingtonStateCougars,Cougars,NA,NA,NA,2-1,UtTech,8164,NA,UtahTechTrailblazers,Trailblazers,NA,2-2,NA
2023-24,6:00 PM ET,2023-11-24,2576787,NA,Duke,Southern Indiana,Duke,1388,DukeBlueDevils,Blue Devils,NA,NA,9,3-1,SoIndi,5440,NA,SouthernIndianaScreamingEagles,Screaming Eagles,NA,1-4,NA
2023-24,7:00 PM ET,2023-11-24,2586814,NA,Fairfield,New Hampshire,Fair,1405,FairfieldStags,Stags,NA,NA,NA,1-4,UNH,1530,NA,NewHampshireWildcats,Wildcats,NA,2-2,NA
2023-24,7:00 PM ET,2023-11-24,2586768,NA,George Washington,Ohio,GW,1417,GeorgeWashingtonRevolutionaries,Revolutionaries,NA,NA,NA,4-0,Ohio,1556,NA,OhioBobcats,Bobcats,NA,2-1,NA
2023-24,5:00 PM ET,2023-11-24,2594148,NA,Georgia,Winthrop,UGa,1420,GeorgiaBulldogs,Bulldogs,NA,NA,NA,2-2,Win,1699,NA,WinthropEagles,Eagles,NA,3-2,NA
2023-24,5:00 PM ET,2023-11-24,2595103,NA,Troy,Grambling State,Troy,1660,TroyTrojans,Trojans,NA,NA,NA,2-2,Gram,1424,NA,GramblingStateTigers,Tigers,NA,2-2,NA
2023-24,10:00 PM ET,2023-11-24,2602749,NA,Hawaii,UT Rio Grande Valley,Hawaii,1432,HawaiiRainbowWarriors,Rainbow Warriors,NA,NA,NA,2-0,UTRGV,1664,NA,UTRioGrandeValleyVaqueros,Vaqueros,NA,1-3,NA
2023-24,4:00 PM ET,2023-11-24,2576590,NA,Houston,Montana,Hou,1436,HoustonCougars,Cougars,NA,NA,6,5-0,Mont,1510,NA,MontanaGrizzlies,Grizzlies,NA,2-2,NA
2023-24,8:00 PM ET,2023-11-24,2605398,NA,Oklahoma State,Houston Christian,OkSt,1559,OklahomaStateCowboys,Cowboys,NA,NA,NA,1-3,HCU,1437,NA,HoustonChristianHuskies,Huskies,NA,0-2,NA
2023-24,9:00 PM ET,2023-11-24,2592915,NA,Illinois,Western Illinois,Ill,1443,IllinoisFightingIllini,Fighting Illini,NA,NA,23,3-1,WestIl,1690,NA,WesternIllinoisLeathernecks,Leathernecks,NA,2-2,NA
2023-24,5:00 PM ET,2023-11-24,2587760,NA,Indiana State,Toledo,InSt,1447,IndianaStateSycamores,Sycamores,NA,NA,NA,2-1,Toledo,1658,NA,ToledoRockets,Rockets,NA,3-0,NA
2023-24,4:00 PM ET,2023-11-24,2609540,NA,Robert Morris,Jacksonville,RMor,1585,RobertMorrisColonials,Colonials,NA,NA,NA,1-3,Jac,1453,NA,JacksonvilleDolphins,Dolphins,NA,2-2,NA
2023-24,4:00 PM ET,2023-11-24,2599460,NA,UTSA,Jacksonville State,Tx-SA,1650,UTSARoadrunners,Roadrunners,NA,NA,NA,1-3,JacSt,1455,NA,JacksonvilleStateGamecocks,Gamecocks,NA,1-3,NA
2023-24,7:00 PM ET,2023-11-24,2595029,SECN,Kentucky,Marshall,Kty,1459,KentuckyWildcats,Wildcats,NA,NA,17,3-1,Marsh,1486,NA,MarshallThunderingHerd,Thundering Herd,NA,1-1,NA
2023-24,4:30 PM ET,2023-11-24,2586809,NA,Penn,Lafayette,Penn,1568,PennQuakers,Quakers,NA,NA,NA,3-2,Laf,1462,NA,LafayetteLeopards,Leopards,NA,0-3,NA
2023-24,7:00 PM ET,2023-11-24,2590115,FS2,Providence,Lehigh,Prov,1576,ProvidenceFriars,Friars,NA,NA,NA,3-1,Lehigh,1465,NA,LehighMountainHawks,Mountain Hawks,NA,1-3,NA
2023-24,1:00 PM ET,2023-11-24,2599423,NA,Lipscomb,UNC Asheville,Lips,2051,LipscombBisons,Bisons,NA,NA,NA,3-2,NC-Ash,1522,NA,UNCAshevilleBulldogs,Bulldogs,NA,2-2,NA
2023-24,2:00 PM ET,2023-11-24,2603166,NA,LIU,Texas A&M-Corpus Christi,LIU,1469,LIUSharks,Sharks,NA,NA,NA,0-3,TA&MCC,2003,NA,TexasAMCorpusChristiIslanders,Islanders,NA,2-2,NA
2023-24,8:00 PM ET,2023-11-24,2590348,NA,LSU,North Florida,LSU,1476,LSUTigers,Tigers,NA,NA,NA,2-2,NoFla,1552,NA,NorthFloridaOspreys,Ospreys,NA,4-2,NA
2023-24,2:00 PM ET,2023-11-24,2602328,FS1,UConn,Manhattan,UConn,1363,UConnHuskies,Huskies,NA,NA,5,3-0,Manhat,1482,NA,ManhattanJaspers,Jaspers,NA,2-1,NA
2023-24,12:00 PM ET,2023-11-24,2586374,NA,Tennessee State,Mercer,TennSt,1648,TennesseeStateTigers,Tigers,NA,NA,NA,3-1,Mercer,1494,NA,MercerBears,Bears,NA,1-3,NA
2023-24,4:00 PM ET,2023-11-24,2587555,ESP+,Samford,Merrimack,Sam,1590,SamfordBulldogs,Bulldogs,NA,NA,NA,2-2,Merrim,5417,NA,MerrimackWarriors,Warriors,NA,2-2,NA
2023-24,3:30 PM ET,2023-11-24,2586767,NA,UIC,Middle Tennessee,UIC,1444,UICFlames,Flames,NA,NA,NA,2-1,MiddTn,1500,NA,MiddleTennesseeBlueRaiders,Blue Raiders,NA,3-1,NA
2023-24,2:00 PM ET,2023-11-24,2608873,NA,Mississippi State,Nicholls,MissSt,1506,MississippiStateBulldogs,Bulldogs,NA,NA,NA,4-0,Nich,1536,NA,NichollsColonels,Colonels,NA,2-3,NA
2023-24,7:45 PM ET,2023-11-24,2587766,NA,New Mexico,Pepperdine,NM,1531,NewMexicoLobos,Lobos,NA,NA,NA,2-1,Pepper,1569,NA,PepperdineWaves,Waves,NA,3-2,NA
2023-24,9:30 PM ET,2023-11-24,2586371,CBSS,Santa Clara,Oregon,SantaC,1596,SantaClaraBroncos,Broncos,NA,NA,NA,4-0,Oregon,1562,NA,OregonDucks,Ducks,NA,3-0,NA
2023-24,10:00 PM ET,2023-11-24,2587686,NA,Pacific,Le Moyne,Pac,1566,PacificTigers,Tigers,NA,NA,NA,2-2,LeMoyn,5479,NA,LeMoyneDolphins,Dolphins,NA,1-3,NA
2023-24,4:15 PM ET,2023-11-24,2587763,NA,UC Irvine,Rice,UC-Irv,1335,UCIrvineAnteaters,Anteaters,NA,NA,NA,3-1,Rice,1582,NA,RiceOwls,Owls,NA,1-2,NA
2023-24,2:30 PM ET,2023-11-24,2586375,NA,Western Michigan,Southeastern Louisiana,WestMI,1692,WesternMichiganBroncos,Broncos,NA,NA,NA,0-3,SELa,1597,NA,SoutheasternLouisianaLions,Lions,NA,1-3,NA
2023-24,11:00 AM ET,2023-11-24,2586765,NA,Kansas City,UNCG,UMKC,1508,KansasCityRoos,Roos,NA,NA,NA,2-2,UNCG,1524,NA,UNCGSpartans,Spartans,NA,2-1,NA
2023-24,8:00 PM ET,2023-11-24,2606757,NA,Utah Valley,Western Colorado,UtVaU,5155,UtahValleyWolverines,Wolverines,NA,NA,NA,2-1,WestSt,1726,NA,WesternColoradoMountaineers,Mountaineers,NA,0-0,NA
2023-24,7:00 PM ET,2023-11-25,2603164,NA,Cleveland State,Alabama A&M,CleSt,1356,ClevelandStateVikings,Vikings,NA,NA,NA,3-2,AlaA&M,1809,NA,AlabamaAMBulldogs,Bulldogs,NA,0-2,NA
2023-24,7:30 PM ET,2023-11-25,2590303,NA,Merrimack,Alabama State,Merrim,5417,MerrimackWarriors,Warriors,NA,NA,NA,2-2,AlSt,1285,NA,AlabamaStateHornets,Hornets,NA,1-3,NA
2023-24,0:30 AM ET,2023-11-25,2602750,NA,San Diego,Arkansas State,SD,1591,SanDiegoToreros,Toreros,NA,NA,NA,3-1,ArkSt,1296,NA,ArkansasStateRedWolves,Red Wolves,NA,1-3,NA
2023-24,2:00 PM ET,2023-11-25,2581253,NA,Binghamton,Army West Point,Bing,2053,BinghamtonBearcats,Bearcats,NA,NA,NA,3-2,Army,1298,NA,ArmyWestPointBlackKnights,Black Knights,NA,0-4,NA
2023-24,4:30 PM ET,2023-11-25,2586810,NA,Penn,Belmont,Penn,1568,PennQuakers,Quakers,NA,NA,NA,3-2,Belmnt,1311,NA,BelmontBruins,Bruins,NA,2-2,NA
2023-24,5:00 PM ET,2023-11-25,2607293,NA,Bethune-Cookman,Delaware State,B-C,1314,BethuneCookmanWildcats,Wildcats,NA,NA,NA,2-1,DelSt,1381,NA,DelawareStateHornets,Hornets,NA,1-3,NA
2023-24,6:00 PM ET,2023-11-25,2599424,NA,Bowling Green,Lipscomb,BGSU,1320,BowlingGreenFalcons,Falcons,NA,NA,NA,2-2,Lips,2051,NA,LipscombBisons,Bisons,NA,3-2,NA
2023-24,8:00 PM ET,2023-11-25,2594086,NA,Bradley,Vermont,Brad,1321,BradleyBraves,Braves,NA,NA,NA,3-0,Ver,1675,NA,VermontCatamounts,Catamounts,NA,4-0,NA
2023-24,4:00 PM ET,2023-11-25,2590282,NA,Marist,Bucknell,Marist,1483,MaristRedFoxes,Red Foxes,NA,NA,NA,2-1,Buck,1323,NA,BucknellBison,Bison,NA,1-4,NA
2023-24,7:00 PM ET,2023-11-25,2600638,NA,San Diego State,California,SDSU,1592,SanDiegoStateAztecs,Aztecs,NA,NA,NA,3-1,Cal,1338,NA,CaliforniaGoldenBears,Golden Bears,NA,2-2,NA
2023-24,8:00 PM ET,2023-11-25,2595114,NA,California Baptist,Vanguard,CalBap,1801,CaliforniaBaptistLancers,Lancers,NA,NA,NA,3-1,VANGRD,2079,NA,VanguardLions,Lions,NA,0-1,NA
2023-24,2:00 PM ET,2023-11-25,2610091,NA,Western Kentucky,Canisius,WestKy,1691,WesternKentuckyHilltoppers,Hilltoppers,NA,NA,NA,3-1,Can,1340,NA,CanisiusGoldenGriffins,Golden Griffins,NA,1-2,NA
2023-24,5:45 PM ET,2023-11-25,2574095,NA,Central Arkansas,Eastern Michigan,CenArk,2034,CentralArkansasBears,Bears,NA,NA,NA,1-3,EastMi,1394,NA,EasternMichiganEagles,Eagles,NA,2-2,NA
